Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_barrio;NOM_BARRIO;LLAVE;GEOJSON_BARRIO;BARRIO_AT;ind_recibe_comida;personas
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;SI;1;132
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;SI;9;1290
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;SI;1;65
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;SI;9;762
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;SI;1;534
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;SI;2;8
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;SI;9;4838
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;0;1;38
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;0;9;366
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;SI;1;226
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;SI;2;5
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;SI;9;1942
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;0;1;32
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;0;9;329
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;SI;1;139
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;SI;2;3
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;SI;9;1161
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;SI;1;297
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;SI;2;4
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;SI;9;3370
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;0;1;6
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;0;9;141
2;0;SIN CORREGIMIENTO;75;SAN RAFAEL;2-SAN RAFAEL;0;0;9;5
2;0;SIN CORREGIMIENTO;76;CHAPINERO;2-CHAPINERO;0;0;9;5
2;0;SIN CORREGIMIENTO;87;DON BOSCO;2-DON BOSCO;0;0;9;2
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;0;1;15
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;0;9;177
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;0;1;1
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;0;9;7
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;0;1;6
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;0;9;24
2;0;SIN CORREGIMIENTO;113;PUERTO RICO;2-PUERTO RICO;0;0;9;2
2;0;SIN CORREGIMIENTO;116;MIRAFLORES;2-MIRAFLORES;0;0;9;4
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;0;1;2
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;0;9;9
2;0;SIN CORREGIMIENTO;179;COLOMBIA;2-COLOMBIA;0;0;9;3
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;0;1;1
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;0;9;11
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;0;1;4
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;0;9;76
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;0;1;31
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;0;9;390
3;0;SIN CORREGIMIENTO;21;MIRADOR DE LA UIS;3-MIRADOR DE LA UIS;0;0;1;1
3;0;SIN CORREGIMIENTO;21;MIRADOR DE LA UIS;3-MIRADOR DE LA UIS;0;0;9;1
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;0;1;3
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;0;9;26
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;SI;1;50
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;SI;2;2
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;SI;9;534
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;SI;1;141
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;SI;2;3
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;SI;9;1960
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;SI;1;67
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;SI;2;1
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;SI;9;864
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;SI;1;292
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;SI;2;8
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;SI;9;4351
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;SI;1;39
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;SI;9;689
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;SI;1;63
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;SI;9;1189
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;0;1;115
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;0;2;4
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;0;9;1936
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;SI;1;16
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;SI;9;209
3;0;SIN CORREGIMIENTO;100;SAN ALONSO;3-SAN ALONSO;0;0;1;2
3;0;SIN CORREGIMIENTO;100;SAN ALONSO;3-SAN ALONSO;0;0;9;11
3;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;3-UNIVERSIDAD;0;0;1;8
3;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;3-UNIVERSIDAD;0;0;2;1
3;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;3-UNIVERSIDAD;0;0;9;121
3;0;SIN CORREGIMIENTO;113;PUERTO RICO;3-PUERTO RICO;PUERTORICO;SI;1;17
3;0;SIN CORREGIMIENTO;113;PUERTO RICO;3-PUERTO RICO;PUERTORICO;SI;2;1
3;0;SIN CORREGIMIENTO;113;PUERTO RICO;3-PUERTO RICO;PUERTORICO;SI;9;134
3;0;SIN CORREGIMIENTO;130;CENTRO;3-CENTRO;0;0;9;4
3;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;3-ANTONIA SANTOS CENTRO;0;0;9;5
3;0;SIN CORREGIMIENTO;195;PABLO VI;3-PABLO VI;0;0;1;1
3;0;SIN CORREGIMIENTO;195;PABLO VI;3-PABLO VI;0;0;9;50
3;0;SIN CORREGIMIENTO;218;SAN EXPEDITO;3-SAN EXPEDITO;0;0;1;2
3;0;SIN CORREGIMIENTO;218;SAN EXPEDITO;3-SAN EXPEDITO;0;0;9;3
3;0;SIN CORREGIMIENTO;305;SAN VALENTIN;3-SAN VALENTIN;0;0;9;1
4;0;SIN CORREGIMIENTO;0;BARRIO_S4;4-BARRIO_S4;0;0;1;1
4;0;SIN CORREGIMIENTO;0;BARRIO_S4;4-BARRIO_S4;0;0;9;1
4;0;SIN CORREGIMIENTO;3;COLORADOS;4-COLORADOS;0;0;9;2
4;0;SIN CORREGIMIENTO;11;DIVINO NIÑO NORTE;4-DIVINO NIÑO NORTE;0;0;1;1
4;0;SIN CORREGIMIENTO;11;DIVINO NIÑO NORTE;4-DIVINO NIÑO NORTE;0;0;9;5
4;0;SIN CORREGIMIENTO;14;CAFE MADRID;4-CAFE MADRID;0;0;1;1
4;0;SIN CORREGIMIENTO;14;CAFE MADRID;4-CAFE MADRID;0;0;9;1
4;0;SIN CORREGIMIENTO;16;GALLINERAL;4-GALLINERAL;GALLINERAL;SI;1;50
4;0;SIN CORREGIMIENTO;16;GALLINERAL;4-GALLINERAL;GALLINERAL;SI;2;1
4;0;SIN CORREGIMIENTO;16;GALLINERAL;4-GALLINERAL;GALLINERAL;SI;9;397
4;0;SIN CORREGIMIENTO;18;5 DE ENERO;4-5 DE ENERO;5 DE ENERO;SI;1;60
4;0;SIN CORREGIMIENTO;18;5 DE ENERO;4-5 DE ENERO;5 DE ENERO;SI;2;1
4;0;SIN CORREGIMIENTO;18;5 DE ENERO;4-5 DE ENERO;5 DE ENERO;SI;9;330
4;0;SIN CORREGIMIENTO;20;CARLOS PIZARRO;4-CARLOS PIZARRO;CARLOS PIZARRO;SI;1;16
4;0;SIN CORREGIMIENTO;20;CARLOS PIZARRO;4-CARLOS PIZARRO;CARLOS PIZARRO;SI;9;121
4;0;SIN CORREGIMIENTO;22;JOSE ANTONIO GALAN;4-JOSE ANTONIO GALAN;JOSE ANTONIO GALAN;SI;1;200
4;0;SIN CORREGIMIENTO;22;JOSE ANTONIO GALAN;4-JOSE ANTONIO GALAN;JOSE ANTONIO GALAN;SI;2;2
4;0;SIN CORREGIMIENTO;22;JOSE ANTONIO GALAN;4-JOSE ANTONIO GALAN;JOSE ANTONIO GALAN;SI;9;1469
4;0;SIN CORREGIMIENTO;35;MINUTO DE DIOS;4-MINUTO DE DIOS;0;0;9;1
4;0;SIN CORREGIMIENTO;46;JOSE MARIA CORDOBA;4-JOSE MARIA CORDOBA;0;0;9;1
4;0;SIN CORREGIMIENTO;73;CINAL I II Y III;4-CINAL I II Y III;EL CINAL;SI;1;58
4;0;SIN CORREGIMIENTO;73;CINAL I II Y III;4-CINAL I II Y III;EL CINAL;SI;2;2
4;0;SIN CORREGIMIENTO;73;CINAL I II Y III;4-CINAL I II Y III;EL CINAL;SI;9;482
4;0;SIN CORREGIMIENTO;74;NORTE BAJO;4-NORTE BAJO;0;0;1;2
4;0;SIN CORREGIMIENTO;74;NORTE BAJO;4-NORTE BAJO;0;0;9;24
4;0;SIN CORREGIMIENTO;75;SAN RAFAEL;4-SAN RAFAEL;0;0;9;4
4;0;SIN CORREGIMIENTO;77;GAITAN;4-GAITAN;GAITAN;SI;1;271
4;0;SIN CORREGIMIENTO;77;GAITAN;4-GAITAN;GAITAN;SI;2;3
4;0;SIN CORREGIMIENTO;77;GAITAN;4-GAITAN;GAITAN;SI;9;3451
4;0;SIN CORREGIMIENTO;78;GRANADA;4-GRANADA;GRANADA;SI;1;43
4;0;SIN CORREGIMIENTO;78;GRANADA;4-GRANADA;GRANADA;SI;9;684
4;0;SIN CORREGIMIENTO;79;LA FERIA;4-LA FERIA;LA FERIA;SI;1;62
4;0;SIN CORREGIMIENTO;79;LA FERIA;4-LA FERIA;LA FERIA;SI;9;596
4;0;SIN CORREGIMIENTO;80;NAPOLES;4-NAPOLES;NAPOLES;SI;1;66
4;0;SIN CORREGIMIENTO;80;NAPOLES;4-NAPOLES;NAPOLES;SI;2;2
4;0;SIN CORREGIMIENTO;80;NAPOLES;4-NAPOLES;NAPOLES;SI;9;835
4;0;SIN CORREGIMIENTO;82;GIRARDOT;4-GIRARDOT;GIRARDOT;SI;1;397
4;0;SIN CORREGIMIENTO;82;GIRARDOT;4-GIRARDOT;GIRARDOT;SI;2;4
4;0;SIN CORREGIMIENTO;82;GIRARDOT;4-GIRARDOT;GIRARDOT;SI;9;4789
4;0;SIN CORREGIMIENTO;83;ZARABANDA;4-ZARABANDA;ZARABANDA;SI;1;58
4;0;SIN CORREGIMIENTO;83;ZARABANDA;4-ZARABANDA;ZARABANDA;SI;9;439
4;0;SIN CORREGIMIENTO;84;CUYANITA;4-CUYANITA;0;0;1;89
4;0;SIN CORREGIMIENTO;84;CUYANITA;4-CUYANITA;0;0;2;1
4;0;SIN CORREGIMIENTO;84;CUYANITA;4-CUYANITA;0;0;9;634
4;0;SIN CORREGIMIENTO;85;CAMILO TORRES;4-CAMILO TORRES;CAMILO TORRES;SI;1;61
4;0;SIN CORREGIMIENTO;85;CAMILO TORRES;4-CAMILO TORRES;CAMILO TORRES;SI;9;616
4;0;SIN CORREGIMIENTO;86;SANTANDER;4-SANTANDER;SANTANDER;SI;1;108
4;0;SIN CORREGIMIENTO;86;SANTANDER;4-SANTANDER;SANTANDER;SI;2;1
4;0;SIN CORREGIMIENTO;86;SANTANDER;4-SANTANDER;SANTANDER;SI;9;1890
4;0;SIN CORREGIMIENTO;87;DON BOSCO;4-DON BOSCO;DON BOSCO;SI;1;65
4;0;SIN CORREGIMIENTO;87;DON BOSCO;4-DON BOSCO;DON BOSCO;SI;2;2
4;0;SIN CORREGIMIENTO;87;DON BOSCO;4-DON BOSCO;DON BOSCO;SI;9;918
4;0;SIN CORREGIMIENTO;89;NAPOLES CURTIEMBRE;4-NAPOLES CURTIEMBRE;0;0;1;43
4;0;SIN CORREGIMIENTO;89;NAPOLES CURTIEMBRE;4-NAPOLES CURTIEMBRE;0;0;9;389
4;0;SIN CORREGIMIENTO;90;LA GLORIA;4-LA GLORIA;LA GLORIA;SI;1;88
4;0;SIN CORREGIMIENTO;90;LA GLORIA;4-LA GLORIA;LA GLORIA;SI;2;3
4;0;SIN CORREGIMIENTO;90;LA GLORIA;4-LA GLORIA;LA GLORIA;SI;9;797
4;0;SIN CORREGIMIENTO;92;NARIÑO;4-NARIÑO;NARIÑO;SI;1;146
4;0;SIN CORREGIMIENTO;92;NARIÑO;4-NARIÑO;NARIÑO;SI;2;5
4;0;SIN CORREGIMIENTO;92;NARIÑO;4-NARIÑO;NARIÑO;SI;9;1746
4;0;SIN CORREGIMIENTO;93;PIO XII;4-PIO XII;SIN GEOJSON;SI;1;20
4;0;SIN CORREGIMIENTO;93;PIO XII;4-PIO XII;SIN GEOJSON;SI;9;279
4;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;4-SAN FRANCISCO;0;0;9;1
4;0;SIN CORREGIMIENTO;99;ALARCON;4-ALARCON;0;0;1;1
4;0;SIN CORREGIMIENTO;99;ALARCON;4-ALARCON;0;0;9;21
4;0;SIN CORREGIMIENTO;119;GALAN;4-GALAN;0;0;1;1
4;0;SIN CORREGIMIENTO;119;GALAN;4-GALAN;0;0;9;31
4;0;SIN CORREGIMIENTO;130;CENTRO;4-CENTRO;0;0;9;1
4;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;4-ANTONIA SANTOS CENTRO;0;0;9;1
4;0;SIN CORREGIMIENTO;136;SOTOMAYOR;4-SOTOMAYOR;0;0;9;1
4;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;4-GARCIA ROVIRA;0;0;1;2
4;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;4-GARCIA ROVIRA;0;0;9;24
4;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;4-ALFONSO LOPEZ;0;0;9;4
4;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;4-CAMPO HERMOSO;0;0;9;1
4;0;SIN CORREGIMIENTO;154;EL PANTANO II;4-EL PANTANO II;0;0;1;4
4;0;SIN CORREGIMIENTO;154;EL PANTANO II;4-EL PANTANO II;0;0;9;45
4;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;4-NUEVA GRANADA;0;0;1;7
4;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;4-NUEVA GRANADA;0;0;9;60
4;0;SIN CORREGIMIENTO;232;DANGOND;4-DANGOND;0;0;1;1
4;0;SIN CORREGIMIENTO;232;DANGOND;4-DANGOND;0;0;9;26
4;0;SIN CORREGIMIENTO;240;IGSABELAR;4-IGSABELAR;0;0;9;17
4;0;SIN CORREGIMIENTO;278;12 DE OCTUBRE;4-12 DE OCTUBRE;12 DE OCTUBRE;SI;1;117
4;0;SIN CORREGIMIENTO;278;12 DE OCTUBRE;4-12 DE OCTUBRE;12 DE OCTUBRE;SI;2;2
4;0;SIN CORREGIMIENTO;278;12 DE OCTUBRE;4-12 DE OCTUBRE;12 DE OCTUBRE;SI;9;1111
4;0;SIN CORREGIMIENTO;279;DIVINO NIÑO CENTRO ;4-DIVINO NIÑO CENTRO ;DIVINO NIÑO;SI;1;49
4;0;SIN CORREGIMIENTO;279;DIVINO NIÑO CENTRO ;4-DIVINO NIÑO CENTRO ;DIVINO NIÑO;SI;2;1
4;0;SIN CORREGIMIENTO;279;DIVINO NIÑO CENTRO ;4-DIVINO NIÑO CENTRO ;DIVINO NIÑO;SI;9;433
4;0;SIN CORREGIMIENTO;280;RESERVA DE LA INMACULADA;4-RESERVA DE LA INMACULADA;SIN GEOJSON;SI;1;121
4;0;SIN CORREGIMIENTO;280;RESERVA DE LA INMACULADA;4-RESERVA DE LA INMACULADA;SIN GEOJSON;SI;2;4
4;0;SIN CORREGIMIENTO;280;RESERVA DE LA INMACULADA;4-RESERVA DE LA INMACULADA;SIN GEOJSON;SI;9;1392
4;0;SIN CORREGIMIENTO;307;MILAGRO DE DIOS;4-MILAGRO DE DIOS;0;0;1;76
4;0;SIN CORREGIMIENTO;307;MILAGRO DE DIOS;4-MILAGRO DE DIOS;0;0;2;1
4;0;SIN CORREGIMIENTO;307;MILAGRO DE DIOS;4-MILAGRO DE DIOS;0;0;9;731
4;0;SIN CORREGIMIENTO;325;MARIA AUXILIADORA;4-MARIA AUXILIADORA;0;0;1;11
4;0;SIN CORREGIMIENTO;325;MARIA AUXILIADORA;4-MARIA AUXILIADORA;0;0;9;114
4;0;SIN CORREGIMIENTO;333;23 DE JUNIO;4-23 DE JUNIO;23 DE JUNIO;SI;1;45
4;0;SIN CORREGIMIENTO;333;23 DE JUNIO;4-23 DE JUNIO;23 DE JUNIO;SI;2;3
4;0;SIN CORREGIMIENTO;333;23 DE JUNIO;4-23 DE JUNIO;23 DE JUNIO;SI;9;548
4;0;SIN CORREGIMIENTO;345;PASEO DE LA FERIA;4-PASEO DE LA FERIA;0;0;1;81
4;0;SIN CORREGIMIENTO;345;PASEO DE LA FERIA;4-PASEO DE LA FERIA;0;0;2;2
4;0;SIN CORREGIMIENTO;345;PASEO DE LA FERIA;4-PASEO DE LA FERIA;0;0;9;1269
4;0;SIN CORREGIMIENTO;356;BAVARIA;4-BAVARIA;0;0;9;6
4;0;SIN CORREGIMIENTO;359;GETSEMANI;4-GETSEMANI;0;0;9;1
4;0;SIN CORREGIMIENTO;365;VILLAS DE GIRARDOT;4-VILLAS DE GIRARDOT;VILLAS DE GIRARDOT;SI;1;260
4;0;SIN CORREGIMIENTO;365;VILLAS DE GIRARDOT;4-VILLAS DE GIRARDOT;VILLAS DE GIRARDOT;SI;2;5
4;0;SIN CORREGIMIENTO;365;VILLAS DE GIRARDOT;4-VILLAS DE GIRARDOT;VILLAS DE GIRARDOT;SI;9;1784
4;0;SIN CORREGIMIENTO;368;URBANIZACION LA INMACULADA;4-URBANIZACION LA INMACULADA;0;0;1;232
4;0;SIN CORREGIMIENTO;368;URBANIZACION LA INMACULADA;4-URBANIZACION LA INMACULADA;0;0;2;7
4;0;SIN CORREGIMIENTO;368;URBANIZACION LA INMACULADA;4-URBANIZACION LA INMACULADA;0;0;9;2177
4;0;SIN CORREGIMIENTO;999999;BARRIO_S4;4-BARRIO_S4;0;0;9;1
5;0;SIN CORREGIMIENTO;17;RINCON DE LA PAZ;5-RINCON DE LA PAZ;RINCON DE LA PAZ;SI;1;108
5;0;SIN CORREGIMIENTO;17;RINCON DE LA PAZ;5-RINCON DE LA PAZ;RINCON DE LA PAZ;SI;2;7
5;0;SIN CORREGIMIENTO;17;RINCON DE LA PAZ;5-RINCON DE LA PAZ;RINCON DE LA PAZ;SI;9;831
5;0;SIN CORREGIMIENTO;82;GIRARDOT;5-GIRARDOT;0;0;9;2
5;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;5-GARCIA ROVIRA;0;0;1;2
5;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;5-GARCIA ROVIRA;0;0;9;62
5;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;5-ALFONSO LOPEZ;0;0;1;234
5;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;5-ALFONSO LOPEZ;0;0;2;5
5;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;5-ALFONSO LOPEZ;0;0;9;3101
5;0;SIN CORREGIMIENTO;143;LA JOYA;5-LA JOYA;0;0;1;126
5;0;SIN CORREGIMIENTO;143;LA JOYA;5-LA JOYA;0;0;2;1
5;0;SIN CORREGIMIENTO;143;LA JOYA;5-LA JOYA;0;0;9;1899
5;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;5-CHORRERAS DE DON JUAN;0;0;1;39
5;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;5-CHORRERAS DE DON JUAN;0;0;9;621
5;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;5-CAMPO HERMOSO;0;0;1;510
5;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;5-CAMPO HERMOSO;0;0;2;13
5;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;5-CAMPO HERMOSO;0;0;9;6353
5;0;SIN CORREGIMIENTO;146;LA ESMERALDA;5-LA ESMERALDA;0;0;1;23
5;0;SIN CORREGIMIENTO;146;LA ESMERALDA;5-LA ESMERALDA;0;0;2;1
5;0;SIN CORREGIMIENTO;146;LA ESMERALDA;5-LA ESMERALDA;0;0;9;310
5;0;SIN CORREGIMIENTO;149;PRIMERO DE MAYO;5-PRIMERO DE MAYO;0;0;1;58
5;0;SIN CORREGIMIENTO;149;PRIMERO DE MAYO;5-PRIMERO DE MAYO;0;0;2;3
5;0;SIN CORREGIMIENTO;149;PRIMERO DE MAYO;5-PRIMERO DE MAYO;0;0;9;836
5;0;SIN CORREGIMIENTO;150;VILLAS DEL ROMERO;5-VILLAS DEL ROMERO;0;0;9;1
5;0;SIN CORREGIMIENTO;151;LA ESTRELLA;5-LA ESTRELLA;0;0;9;3
5;0;SIN CORREGIMIENTO;152;QUINTA ESTRELLA;5-QUINTA ESTRELLA;0;0;1;45
5;0;SIN CORREGIMIENTO;152;QUINTA ESTRELLA;5-QUINTA ESTRELLA;0;0;9;509
5;0;SIN CORREGIMIENTO;153;EL PANTANO I;5-EL PANTANO I;0;0;1;20
5;0;SIN CORREGIMIENTO;153;EL PANTANO I;5-EL PANTANO I;0;0;2;2
5;0;SIN CORREGIMIENTO;153;EL PANTANO I;5-EL PANTANO I;0;0;9;256
5;0;SIN CORREGIMIENTO;154;EL PANTANO II;5-EL PANTANO II;0;0;1;40
5;0;SIN CORREGIMIENTO;154;EL PANTANO II;5-EL PANTANO II;0;0;2;2
5;0;SIN CORREGIMIENTO;154;EL PANTANO II;5-EL PANTANO II;0;0;9;514
5;0;SIN CORREGIMIENTO;155;EL PANTANO III;5-EL PANTANO III;0;0;1;35
5;0;SIN CORREGIMIENTO;155;EL PANTANO III;5-EL PANTANO III;0;0;2;1
5;0;SIN CORREGIMIENTO;155;EL PANTANO III;5-EL PANTANO III;0;0;9;277
5;0;SIN CORREGIMIENTO;168;FUNDADORES I Y II;5-FUNDADORES I Y II;0;0;9;1
5;0;SIN CORREGIMIENTO;173;ESTORAQUES;5-ESTORAQUES;0;0;1;174
5;0;SIN CORREGIMIENTO;173;ESTORAQUES;5-ESTORAQUES;0;0;2;4
5;0;SIN CORREGIMIENTO;173;ESTORAQUES;5-ESTORAQUES;0;0;9;1476
5;0;SIN CORREGIMIENTO;175;PUNTA ESTRELLA;5-PUNTA ESTRELLA;0;0;1;2
5;0;SIN CORREGIMIENTO;175;PUNTA ESTRELLA;5-PUNTA ESTRELLA;0;0;9;17
5;0;SIN CORREGIMIENTO;192;LA SALLE;5-LA SALLE;0;0;9;5
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;0;1;1
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;0;9;37
5;0;SIN CORREGIMIENTO;296;LA PARCELA;5-LA PARCELA;0;0;9;1
5;0;SIN CORREGIMIENTO;301;CERVUNION;5-CERVUNION;0;0;9;1
5;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;5-CAMPESTRE NORTE ;0;0;9;2
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;0;1;4
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;0;9;142
5;0;SIN CORREGIMIENTO;336;12 DE FEBRERO;5-12 DE FEBRERO;NO;0;9;14
5;0;SIN CORREGIMIENTO;370;CAMPO MADRID;5-CAMPO MADRID;0;0;9;3
6;0;SIN CORREGIMIENTO;99;ALARCON;6-ALARCON;0;0;1;1
6;0;SIN CORREGIMIENTO;99;ALARCON;6-ALARCON;0;0;9;2
6;0;SIN CORREGIMIENTO;130;CENTRO;6-CENTRO;0;0;1;2
6;0;SIN CORREGIMIENTO;130;CENTRO;6-CENTRO;0;0;9;4
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;0;1;50
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;0;2;2
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;0;9;678
6;0;SIN CORREGIMIENTO;137;NUEVO SOTOMAYOR;6-NUEVO SOTOMAYOR;0;0;9;5
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;0;1;9
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;0;9;114
6;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;6-CAMPO HERMOSO;0;0;1;2
6;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;6-CAMPO HERMOSO;0;0;9;3
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;0;1;38
