Cod_comuna_x;NOM_COMUNA;Cod_barrio;NOM_BARRIO;Grupo;BARRIO_AT;personas
4;04. OCCIDENTAL;278;12 DE OCTUBRE;C;SI;451
4;04. OCCIDENTAL;278;12 DE OCTUBRE;D;SI;48
4;04. OCCIDENTAL;279;DIVINO NIÑO CENTRO ;A;SI;153
4;04. OCCIDENTAL;279;DIVINO NIÑO CENTRO ;B;SI;212
4;04. OCCIDENTAL;279;DIVINO NIÑO CENTRO ;C;SI;112
4;04. OCCIDENTAL;279;DIVINO NIÑO CENTRO ;D;SI;6
4;04. OCCIDENTAL;307;MILAGRO DE DIOS;A;NO;163
4;04. OCCIDENTAL;307;MILAGRO DE DIOS;B;NO;424
4;04. OCCIDENTAL;307;MILAGRO DE DIOS;C;NO;194
4;04. OCCIDENTAL;307;MILAGRO DE DIOS;D;NO;27
4;04. OCCIDENTAL;325;MARIA AUXILIADORA;A;NO;38
4;04. OCCIDENTAL;325;MARIA AUXILIADORA;B;NO;48
4;04. OCCIDENTAL;325;MARIA AUXILIADORA;C;NO;31
4;04. OCCIDENTAL;325;MARIA AUXILIADORA;D;NO;8
4;04. OCCIDENTAL;333;23 DE JUNIO;A;SI;51
4;04. OCCIDENTAL;333;23 DE JUNIO;B;SI;242
4;04. OCCIDENTAL;333;23 DE JUNIO;C;SI;256
4;04. OCCIDENTAL;333;23 DE JUNIO;D;SI;47
4;04. OCCIDENTAL;345;PASEO DE LA FERIA;A;NO;67
4;04. OCCIDENTAL;345;PASEO DE LA FERIA;B;NO;473
4;04. OCCIDENTAL;345;PASEO DE LA FERIA;C;NO;692
4;04. OCCIDENTAL;345;PASEO DE LA FERIA;D;NO;120
4;04. OCCIDENTAL;365;VILLAS DE GIRARDOT;A;SI;802
4;04. OCCIDENTAL;365;VILLAS DE GIRARDOT;B;SI;917
4;04. OCCIDENTAL;365;VILLAS DE GIRARDOT;C;SI;311
4;04. OCCIDENTAL;365;VILLAS DE GIRARDOT;D;SI;19
5;05. GARCIA ROVIRA;17;RINCON DE LA PAZ;A;SI;248
5;05. GARCIA ROVIRA;17;RINCON DE LA PAZ;B;SI;416
5;05. GARCIA ROVIRA;17;RINCON DE LA PAZ;C;SI;245
5;05. GARCIA ROVIRA;17;RINCON DE LA PAZ;D;SI;37
5;05. GARCIA ROVIRA;142;ALFONSO LOPEZ;A;NO;287
5;05. GARCIA ROVIRA;142;ALFONSO LOPEZ;B;NO;1114
5;05. GARCIA ROVIRA;142;ALFONSO LOPEZ;C;NO;1498
5;05. GARCIA ROVIRA;142;ALFONSO LOPEZ;D;NO;441
5;05. GARCIA ROVIRA;143;LA JOYA;A;NO;174
5;05. GARCIA ROVIRA;143;LA JOYA;B;NO;664
5;05. GARCIA ROVIRA;143;LA JOYA;C;NO;988
5;05. GARCIA ROVIRA;143;LA JOYA;D;NO;200
5;05. GARCIA ROVIRA;144;CHORRERAS DE DON JUAN;A;NO;39
5;05. GARCIA ROVIRA;144;CHORRERAS DE DON JUAN;B;NO;208
5;05. GARCIA ROVIRA;144;CHORRERAS DE DON JUAN;C;NO;341
5;05. GARCIA ROVIRA;144;CHORRERAS DE DON JUAN;D;NO;72
5;05. GARCIA ROVIRA;145;CAMPO HERMOSO;A;NO;685
5;05. GARCIA ROVIRA;145;CAMPO HERMOSO;B;NO;2354
5;05. GARCIA ROVIRA;145;CAMPO HERMOSO;C;NO;3101
5;05. GARCIA ROVIRA;145;CAMPO HERMOSO;D;NO;736
5;05. GARCIA ROVIRA;146;LA ESMERALDA;A;NO;10
5;05. GARCIA ROVIRA;146;LA ESMERALDA;B;NO;127
5;05. GARCIA ROVIRA;146;LA ESMERALDA;C;NO;167
5;05. GARCIA ROVIRA;146;LA ESMERALDA;D;NO;30
5;05. GARCIA ROVIRA;150;VILLAS DEL ROMERO;C;NO;1
5;05. GARCIA ROVIRA;151;LA ESTRELLA;B;NO;1
5;05. GARCIA ROVIRA;151;LA ESTRELLA;D;NO;2
5;05. GARCIA ROVIRA;152;QUINTA ESTRELLA;A;NO;53
5;05. GARCIA ROVIRA;152;QUINTA ESTRELLA;B;NO;104
5;05. GARCIA ROVIRA;152;QUINTA ESTRELLA;C;NO;314
5;05. GARCIA ROVIRA;152;QUINTA ESTRELLA;D;NO;83
5;05. GARCIA ROVIRA;153;EL PANTANO I;A;NO;42
5;05. GARCIA ROVIRA;153;EL PANTANO I;B;NO;133
5;05. GARCIA ROVIRA;153;EL PANTANO I;C;NO;95
5;05. GARCIA ROVIRA;153;EL PANTANO I;D;NO;8
5;05. GARCIA ROVIRA;154;EL PANTANO II;A;NO;71
5;05. GARCIA ROVIRA;154;EL PANTANO II;B;NO;240
5;05. GARCIA ROVIRA;154;EL PANTANO II;C;NO;214
5;05. GARCIA ROVIRA;154;EL PANTANO II;D;NO;31
5;05. GARCIA ROVIRA;155;EL PANTANO III;A;NO;63
5;05. GARCIA ROVIRA;155;EL PANTANO III;B;NO;161
5;05. GARCIA ROVIRA;155;EL PANTANO III;C;NO;79
5;05. GARCIA ROVIRA;155;EL PANTANO III;D;NO;10
5;05. GARCIA ROVIRA;175;PUNTA ESTRELLA;A;NO;5
5;05. GARCIA ROVIRA;175;PUNTA ESTRELLA;B;NO;7
5;05. GARCIA ROVIRA;175;PUNTA ESTRELLA;C;NO;7
5;05. GARCIA ROVIRA;329;VILLA DEL PRADO;A;NO;9
5;05. GARCIA ROVIRA;329;VILLA DEL PRADO;B;NO;47
5;05. GARCIA ROVIRA;329;VILLA DEL PRADO;C;NO;70
5;05. GARCIA ROVIRA;329;VILLA DEL PRADO;D;NO;20
6;06. LA CONCORDIA;135;LA CONCORDIA;A;NO;96
6;06. LA CONCORDIA;135;LA CONCORDIA;B;NO;277
6;06. LA CONCORDIA;135;LA CONCORDIA;C;NO;275
6;06. LA CONCORDIA;135;LA CONCORDIA;D;NO;82
6;06. LA CONCORDIA;156;CANDILES;A;NO;33
6;06. LA CONCORDIA;156;CANDILES;B;NO;184
6;06. LA CONCORDIA;156;CANDILES;C;NO;295
6;06. LA CONCORDIA;156;CANDILES;D;NO;89
6;06. LA CONCORDIA;157;SAN MIGUEL;A;NO;66
6;06. LA CONCORDIA;157;SAN MIGUEL;B;NO;312
6;06. LA CONCORDIA;157;SAN MIGUEL;C;NO;565
6;06. LA CONCORDIA;157;SAN MIGUEL;D;NO;147
6;06. LA CONCORDIA;158;GOMEZ NIÑO;A;NO;8
6;06. LA CONCORDIA;158;GOMEZ NIÑO;B;NO;19
6;06. LA CONCORDIA;158;GOMEZ NIÑO;C;NO;17
6;06. LA CONCORDIA;159;RICAURTE;A;NO;20
6;06. LA CONCORDIA;159;RICAURTE;B;NO;184
6;06. LA CONCORDIA;159;RICAURTE;C;NO;311
6;06. LA CONCORDIA;159;RICAURTE;D;NO;86
6;06. LA CONCORDIA;160;LA CEIBA;A;NO;6
6;06. LA CONCORDIA;160;LA CEIBA;B;NO;2
6;06. LA CONCORDIA;160;LA CEIBA;C;NO;10
6;06. LA CONCORDIA;191;LA VICTORIA;A;NO;6
6;06. LA CONCORDIA;191;LA VICTORIA;B;NO;29
6;06. LA CONCORDIA;191;LA VICTORIA;C;NO;15
6;06. LA CONCORDIA;191;LA VICTORIA;D;NO;4
7;07. LA CIUDADELA;162;CIUDADELA REAL DE MINAS ;A;NO;11
7;07. LA CIUDADELA;162;CIUDADELA REAL DE MINAS ;B;NO;37
7;07. LA CIUDADELA;162;CIUDADELA REAL DE MINAS ;C;NO;15
7;07. LA CIUDADELA;162;CIUDADELA REAL DE MINAS ;D;NO;5
7;07. LA CIUDADELA;177;LOS ALMENDROS;A;NO;9
7;07. LA CIUDADELA;177;LOS ALMENDROS;B;NO;1
7;07. LA CIUDADELA;177;LOS ALMENDROS;D;NO;3
7;07. LA CIUDADELA;187;LOS NARANJOS;B;NO;5
7;07. LA CIUDADELA;187;LOS NARANJOS;C;NO;4
7;07. LA CIUDADELA;187;LOS NARANJOS;D;NO;1
7;07. LA CIUDADELA;189;SAMANES;B;NO;2
7;07. LA CIUDADELA;189;SAMANES;C;NO;4
7;07. LA CIUDADELA;286;MACAREGUA;C;NO;1
8;08. SUROCCIDENTE;178;SAN GERARDO I Y II;A;NO;317
8;08. SUROCCIDENTE;178;SAN GERARDO I Y II;B;NO;817
8;08. SUROCCIDENTE;178;SAN GERARDO I Y II;C;NO;748
8;08. SUROCCIDENTE;178;SAN GERARDO I Y II;D;NO;123
8;08. SUROCCIDENTE;179;COLOMBIA;A;NO;37
8;08. SUROCCIDENTE;179;COLOMBIA;B;NO;122
8;08. SUROCCIDENTE;179;COLOMBIA;C;NO;118
8;08. SUROCCIDENTE;179;COLOMBIA;D;NO;10
8;08. SUROCCIDENTE;180;CANELOS;A;NO;54
8;08. SUROCCIDENTE;180;CANELOS;B;NO;361
8;08. SUROCCIDENTE;180;CANELOS;C;NO;606
8;08. SUROCCIDENTE;180;CANELOS;D;NO;187
8;08. SUROCCIDENTE;181;MANZANA 10;A;NO;49
8;08. SUROCCIDENTE;181;MANZANA 10;B;NO;131
8;08. SUROCCIDENTE;181;MANZANA 10;C;NO;72
8;08. SUROCCIDENTE;181;MANZANA 10;D;NO;25
8;08. SUROCCIDENTE;182;BUCARAMANGA;A;NO;469
8;08. SUROCCIDENTE;182;BUCARAMANGA;B;NO;1422
8;08. SUROCCIDENTE;182;BUCARAMANGA;C;NO;1548
8;08. SUROCCIDENTE;182;BUCARAMANGA;D;NO;244
8;08. SUROCCIDENTE;183;PEÑON DEL VALLE;B;NO;3
8;08. SUROCCIDENTE;183;PEÑON DEL VALLE;C;NO;2
8;08. SUROCCIDENTE;184;LAURELES;A;NO;112
8;08. SUROCCIDENTE;184;LAURELES;B;NO;221
8;08. SUROCCIDENTE;184;LAURELES;C;NO;116
8;08. SUROCCIDENTE;184;LAURELES;D;NO;8
8;08. SUROCCIDENTE;185;CORDONCILLO II;A;NO;22
8;08. SUROCCIDENTE;185;CORDONCILLO II;B;NO;155
8;08. SUROCCIDENTE;185;CORDONCILLO II;C;NO;109
8;08. SUROCCIDENTE;185;CORDONCILLO II;D;NO;19
8;08. SUROCCIDENTE;194;CORDONCILLO I;A;NO;207
8;08. SUROCCIDENTE;194;CORDONCILLO I;B;NO;330
8;08. SUROCCIDENTE;194;CORDONCILLO I;C;NO;254
8;08. SUROCCIDENTE;194;CORDONCILLO I;D;NO;47
8;08. SUROCCIDENTE;195;PABLO VI;A;NO;323
8;08. SUROCCIDENTE;195;PABLO VI;B;NO;752
8;08. SUROCCIDENTE;195;PABLO VI;C;NO;974
8;08. SUROCCIDENTE;195;PABLO VI;D;NO;182
8;08. SUROCCIDENTE;196;AFRIKA;A;NO;40
8;08. SUROCCIDENTE;196;AFRIKA;B;NO;113
8;08. SUROCCIDENTE;196;AFRIKA;C;NO;104
8;08. SUROCCIDENTE;196;AFRIKA;D;NO;4
8;08. SUROCCIDENTE;197;20 DE JULIO;A;NO;18
8;08. SUROCCIDENTE;197;20 DE JULIO;B;NO;42
8;08. SUROCCIDENTE;197;20 DE JULIO;C;NO;32
8;08. SUROCCIDENTE;197;20 DE JULIO;D;NO;5
8;08. SUROCCIDENTE;198;EL FONCE;A;NO;6
8;08. SUROCCIDENTE;198;EL FONCE;B;NO;2
8;08. SUROCCIDENTE;199;JUAN XXIII;A;NO;238
8;08. SUROCCIDENTE;199;JUAN XXIII;B;NO;605
8;08. SUROCCIDENTE;199;JUAN XXIII;C;NO;366
8;08. SUROCCIDENTE;199;JUAN XXIII;D;NO;38
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;A;NO;32
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;B;NO;17
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;C;NO;8
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;D;NO;1
9;09. LA PEDREGOSA;193;NUEVA GRANADA;A;NO;16
9;09. LA PEDREGOSA;193;NUEVA GRANADA;B;NO;99
9;09. LA PEDREGOSA;193;NUEVA GRANADA;C;NO;194
9;09. LA PEDREGOSA;193;NUEVA GRANADA;D;NO;74
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;A;NO;23
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;B;NO;53
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;C;NO;32
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;D;NO;2
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;A;SI;31
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;B;SI;195
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;C;SI;158
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;D;SI;32
9;09. LA PEDREGOSA;203;SAN MARTIN;A;SI;184
9;09. LA PEDREGOSA;203;SAN MARTIN;B;SI;746
9;09. LA PEDREGOSA;203;SAN MARTIN;C;SI;652
9;09. LA PEDREGOSA;203;SAN MARTIN;D;SI;104
9;09. LA PEDREGOSA;204;EL SOL I Y II;A;NO;90
9;09. LA PEDREGOSA;204;EL SOL I Y II;B;NO;238
9;09. LA PEDREGOSA;204;EL SOL I Y II;C;NO;315
9;09. LA PEDREGOSA;204;EL SOL I Y II;D;NO;44
9;09. LA PEDREGOSA;205;GUAYACANES;B;NO;5
9;09. LA PEDREGOSA;205;GUAYACANES;C;NO;1
9;09. LA PEDREGOSA;207;LA PEDREGOSA;A;NO;10
9;09. LA PEDREGOSA;207;LA PEDREGOSA;B;NO;47
9;09. LA PEDREGOSA;207;LA PEDREGOSA;C;NO;89
9;09. LA PEDREGOSA;207;LA PEDREGOSA;D;NO;41
9;09. LA PEDREGOSA;208;DIAMANTE I;A;NO;13
9;09. LA PEDREGOSA;208;DIAMANTE I;B;NO;35
9;09. LA PEDREGOSA;208;DIAMANTE I;C;NO;17
9;09. LA PEDREGOSA;209;LAS CASITAS;A;NO;48
9;09. LA PEDREGOSA;209;LAS CASITAS;B;NO;120
9;09. LA PEDREGOSA;209;LAS CASITAS;C;NO;101
9;09. LA PEDREGOSA;209;LAS CASITAS;D;NO;10
9;09. LA PEDREGOSA;210;VILLA INES;A;NO;3
9;09. LA PEDREGOSA;210;VILLA INES;B;NO;6
9;09. LA PEDREGOSA;210;VILLA INES;C;NO;5
9;09. LA PEDREGOSA;211;ASTURIAS;A;NO;4
9;09. LA PEDREGOSA;213;LA LIBERTAD;A;NO;14
9;09. LA PEDREGOSA;213;LA LIBERTAD;B;NO;65
9;09. LA PEDREGOSA;213;LA LIBERTAD;C;NO;66
9;09. LA PEDREGOSA;213;LA LIBERTAD;D;NO;36
9;09. LA PEDREGOSA;288;PORTOFINO;C;NO;1
9;09. LA PEDREGOSA;316;MIRADOR DE SAN LORENZO;A;NO;5
10;10. PROVENZA;220;DIAMANTE II;A;NO;7
10;10. PROVENZA;220;DIAMANTE II;B;NO;11
10;10. PROVENZA;220;DIAMANTE II;C;NO;23
10;10. PROVENZA;220;DIAMANTE II;D;NO;2
10;10. PROVENZA;221;SAN LUIS;A;NO;4
10;10. PROVENZA;221;SAN LUIS;B;NO;11
10;10. PROVENZA;221;SAN LUIS;C;NO;20
10;10. PROVENZA;221;SAN LUIS;D;NO;1
10;10. PROVENZA;222;PROVENZA;A;NO;16
10;10. PROVENZA;222;PROVENZA;B;NO;22
10;10. PROVENZA;222;PROVENZA;C;NO;15
10;10. PROVENZA;222;PROVENZA;D;NO;4
10;10. PROVENZA;225;EL CRISTAL;A;NO;500
10;10. PROVENZA;225;EL CRISTAL;B;NO;1416
10;10. PROVENZA;225;EL CRISTAL;C;NO;1431
10;10. PROVENZA;225;EL CRISTAL;D;NO;260
10;10. PROVENZA;226;GRANJAS DE PROVENZA;A;NO;216
10;10. PROVENZA;226;GRANJAS DE PROVENZA;B;NO;509
10;10. PROVENZA;226;GRANJAS DE PROVENZA;C;NO;412
10;10. PROVENZA;226;GRANJAS DE PROVENZA;D;NO;94
10;10. PROVENZA;284;FONTANA;B;NO;7
10;10. PROVENZA;284;FONTANA;C;NO;5
10;10. PROVENZA;317;NUEVA FONTANA;A;NO;8
10;10. PROVENZA;326;VIVEROS DE PROVENZA;A;NO;44
10;10. PROVENZA;326;VIVEROS DE PROVENZA;B;NO;148
10;10. PROVENZA;326;VIVEROS DE PROVENZA;C;NO;206
10;10. PROVENZA;326;VIVEROS DE PROVENZA;D;NO;65
10;10. PROVENZA;331;BRISAS DE PROVENZA ;A;NO;323
10;10. PROVENZA;331;BRISAS DE PROVENZA ;B;NO;548
10;10. PROVENZA;331;BRISAS DE PROVENZA ;C;NO;449
10;10. PROVENZA;331;BRISAS DE PROVENZA ;D;NO;41
11;11. SUR;223;PORVENIR BAJO;B;NO;19
11;11. SUR;223;PORVENIR BAJO;C;NO;13
11;11. SUR;223;PORVENIR BAJO;D;NO;1
11;11. SUR;227;GRANJAS DE JULIO RINCON;A;NO;74
11;11. SUR;227;GRANJAS DE JULIO RINCON;B;NO;246
11;11. SUR;227;GRANJAS DE JULIO RINCON;C;NO;328
11;11. SUR;227;GRANJAS DE JULIO RINCON;D;NO;67
11;11. SUR;228;EL ROCIO;A;NO;64
11;11. SUR;228;EL ROCIO;B;NO;197
11;11. SUR;228;EL ROCIO;C;NO;418
11;11. SUR;228;EL ROCIO;D;NO;134
11;11. SUR;229;VILLA SARA;A;NO;6
11;11. SUR;229;VILLA SARA;B;NO;14
11;11. SUR;229;VILLA SARA;C;NO;1
11;11. SUR;231;TOLEDO PLATA ;A;NO;22
11;11. SUR;231;TOLEDO PLATA ;B;NO;161
11;11. SUR;231;TOLEDO PLATA ;C;NO;323
11;11. SUR;231;TOLEDO PLATA ;D;NO;166
11;11. SUR;232;DANGOND;A;NO;17
11;11. SUR;232;DANGOND;B;NO;95
11;11. SUR;232;DANGOND;C;NO;305
11;11. SUR;232;DANGOND;D;NO;87
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;A;NO;4
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;B;NO;60
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;C;NO;56
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;D;NO;13
11;11. SUR;236;VILLA CANDADO;A;NO;13
11;11. SUR;236;VILLA CANDADO;B;NO;16
11;11. SUR;236;VILLA CANDADO;C;NO;25
11;11. SUR;236;VILLA CANDADO;D;NO;9
11;11. SUR;237;MALPASO;A;NO;35
11;11. SUR;237;MALPASO;B;NO;134
11;11. SUR;237;MALPASO;C;NO;160
11;11. SUR;237;MALPASO;D;NO;28
11;11. SUR;238;EL PORVENIR;A;NO;92
11;11. SUR;238;EL PORVENIR;B;NO;113
11;11. SUR;238;EL PORVENIR;C;NO;87
11;11. SUR;238;EL PORVENIR;D;NO;7
11;11. SUR;239;MANUELA BELTRAN ;A;NO;167
11;11. SUR;239;MANUELA BELTRAN ;B;NO;466
11;11. SUR;239;MANUELA BELTRAN ;C;NO;641
11;11. SUR;239;MANUELA BELTRAN ;D;NO;136
11;11. SUR;240;IGSABELAR;A;NO;23
11;11. SUR;240;IGSABELAR;B;NO;73
11;11. SUR;240;IGSABELAR;C;NO;86
11;11. SUR;240;IGSABELAR;D;NO;4
11;11. SUR;241;SANTAMARIA;A;NO;64
11;11. SUR;241;SANTAMARIA;B;NO;310
11;11. SUR;241;SANTAMARIA;C;NO;479
11;11. SUR;241;SANTAMARIA;D;NO;139
11;11. SUR;242;COAVICONSA;A;NO;10
11;11. SUR;242;COAVICONSA;B;NO;37
11;11. SUR;242;COAVICONSA;C;NO;17
11;11. SUR;243;CIUDAD VENECIA ;A;NO;28
11;11. SUR;243;CIUDAD VENECIA ;B;NO;114
11;11. SUR;243;CIUDAD VENECIA ;C;NO;222
11;11. SUR;243;CIUDAD VENECIA ;D;NO;81
11;11. SUR;244;VILLA FLOR;A;NO;11
11;11. SUR;244;VILLA FLOR;B;NO;8
11;11. SUR;244;VILLA FLOR;C;NO;17
11;11. SUR;244;VILLA FLOR;D;NO;2
11;11. SUR;290;LOS CONQUISTADORES;A;NO;115
11;11. SUR;290;LOS CONQUISTADORES;B;NO;363
11;11. SUR;290;LOS CONQUISTADORES;C;NO;369
11;11. SUR;290;LOS CONQUISTADORES;D;NO;52
11;11. SUR;340;GRANJAS REAGAN;A;NO;146
11;11. SUR;340;GRANJAS REAGAN;B;NO;331
11;11. SUR;340;GRANJAS REAGAN;C;NO;175
11;11. SUR;340;GRANJAS REAGAN;D;NO;48
11;11. SUR;344;BALCONES DEL SUR;A;NO;217
11;11. SUR;344;BALCONES DEL SUR;B;NO;350
11;11. SUR;344;BALCONES DEL SUR;C;NO;184
11;11. SUR;344;BALCONES DEL SUR;D;NO;20
11;11. SUR;347;BRISAS DEL PARAISO ;A;NO;208
11;11. SUR;347;BRISAS DEL PARAISO ;B;NO;352
11;11. SUR;347;BRISAS DEL PARAISO ;C;NO;314
11;11. SUR;347;BRISAS DEL PARAISO ;D;NO;43
11;11. SUR;352;VILLAREAL;A;NO;231
11;11. SUR;352;VILLAREAL;B;NO;321
11;11. SUR;352;VILLAREAL;C;NO;225
11;11. SUR;352;VILLAREAL;D;NO;29
11;11. SUR;361;VILLAS DEL NOGAL;A;NO;193
11;11. SUR;361;VILLAS DEL NOGAL;B;NO;396
11;11. SUR;361;VILLAS DEL NOGAL;C;NO;357
11;11. SUR;361;VILLAS DEL NOGAL;D;NO;32
11;11. SUR;362;PUNTA PARAISO;A;NO;160
11;11. SUR;362;PUNTA PARAISO;B;NO;277
11;11. SUR;362;PUNTA PARAISO;C;NO;397
11;11. SUR;362;PUNTA PARAISO;D;NO;71
11;11. SUR;367;BRISAS DEL PALMAR;A;NO;18
11;11. SUR;367;BRISAS DEL PALMAR;B;NO;91
11;11. SUR;367;BRISAS DEL PALMAR;C;NO;91
11;11. SUR;367;BRISAS DEL PALMAR;D;NO;39
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;A;NO;3
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;B;NO;6
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;C;NO;5
12;12. CABECERA DEL LLANO;123;CABECERA DEL LLANO;B;NO;3
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;A;NO;2
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;B;NO;1
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;C;NO;2
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;D;NO;2
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;A;NO;3
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;B;NO;5
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;C;NO;7
12;12. CABECERA DEL LLANO;138;BOLARQUI;B;NO;2
12;12. CABECERA DEL LLANO;138;BOLARQUI;C;NO;2
12;12. CABECERA DEL LLANO;139;MERCEDES;B;NO;2
12;12. CABECERA DEL LLANO;139;MERCEDES;C;NO;5
12;12. CABECERA DEL LLANO;139;MERCEDES;D;NO;1
12;12. CABECERA DEL LLANO;140;CONUCOS;B;NO;3
12;12. CABECERA DEL LLANO;140;CONUCOS;C;NO;1
12;12. CABECERA DEL LLANO;161;PUERTA DEL SOL;C;NO;2
13;13. ORIENTAL;100;SAN ALONSO;A;NO;42
13;13. ORIENTAL;100;SAN ALONSO;B;NO;75
13;13. ORIENTAL;100;SAN ALONSO;C;NO;36
13;13. ORIENTAL;100;SAN ALONSO;D;NO;4
13;13. ORIENTAL;102;LOS PINOS;A;NO;4
13;13. ORIENTAL;118;LAS AMERICAS;B;NO;1
13;13. ORIENTAL;118;LAS AMERICAS;C;NO;1
13;13. ORIENTAL;120;ALVAREZ;A;NO;24
13;13. ORIENTAL;120;ALVAREZ;B;NO;29
13;13. ORIENTAL;120;ALVAREZ;C;NO;48
13;13. ORIENTAL;120;ALVAREZ;D;NO;7
13;13. ORIENTAL;122;EL PRADO;A;NO;3
13;13. ORIENTAL;122;EL PRADO;B;NO;2
13;13. ORIENTAL;122;EL PRADO;C;NO;7
13;13. ORIENTAL;122;EL PRADO;D;NO;2
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;A;NO;65
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;B;NO;105
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;C;NO;87
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;D;NO;13
13;13. ORIENTAL;132;MEJORAS PUBLICAS;A;NO;3
13;13. ORIENTAL;132;MEJORAS PUBLICAS;C;NO;2
13;13. ORIENTAL;132;MEJORAS PUBLICAS;D;NO;1
13;13. ORIENTAL;133;LA AURORA;A;NO;4
13;13. ORIENTAL;133;LA AURORA;B;NO;4
13;13. ORIENTAL;133;LA AURORA;C;NO;4
13;13. ORIENTAL;133;LA AURORA;D;NO;1
13;13. ORIENTAL;274;BOLIVAR;A;NO;16
13;13. ORIENTAL;274;BOLIVAR;B;NO;13
13;13. ORIENTAL;274;BOLIVAR;C;NO;16
13;13. ORIENTAL;322;QUINTA BRIGADA;A;NO;4
13;13. ORIENTAL;322;QUINTA BRIGADA;B;NO;51
13;13. ORIENTAL;322;QUINTA BRIGADA;C;NO;34
13;13. ORIENTAL;322;QUINTA BRIGADA;D;NO;10
14;14. MORRORRICO;103;LA FLORA MORRORRICO;B;NO;1
14;14. MORRORRICO;103;LA FLORA MORRORRICO;C;NO;1
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;A;NO;50
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;B;NO;164
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;C;NO;148
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;D;NO;28
14;14. MORRORRICO;107;LOS SAUCES;A;NO;21
14;14. MORRORRICO;107;LOS SAUCES;B;NO;17
14;14. MORRORRICO;107;LOS SAUCES;C;NO;6
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;A;NO;184
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;B;NO;628
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;C;NO;399
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;D;NO;51
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;A;NO;85
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;B;NO;282
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;C;NO;336
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;D;NO;63
14;14. MORRORRICO;110;MORRORRICO;A;NO;72
14;14. MORRORRICO;110;MORRORRICO;B;NO;186
14;14. MORRORRICO;110;MORRORRICO;C;NO;150
14;14. MORRORRICO;110;MORRORRICO;D;NO;13
14;14. MORRORRICO;112;EL DIVISO;A;NO;134
14;14. MORRORRICO;112;EL DIVISO;B;NO;382
14;14. MORRORRICO;112;EL DIVISO;C;NO;584
14;14. MORRORRICO;112;EL DIVISO;D;NO;80
14;14. MORRORRICO;114;BUENOS AIRES;A;SI;752
14;14. MORRORRICO;114;BUENOS AIRES;B;SI;1464
14;14. MORRORRICO;114;BUENOS AIRES;C;SI;1123
14;14. MORRORRICO;114;BUENOS AIRES;D;SI;137
14;14. MORRORRICO;115;BUENAVISTA;A;NO;236
14;14. MORRORRICO;115;BUENAVISTA;B;NO;664
14;14. MORRORRICO;115;BUENAVISTA;C;NO;533
14;14. MORRORRICO;115;BUENAVISTA;D;NO;81
14;14. MORRORRICO;116;MIRAFLORES;A;SI;619
14;14. MORRORRICO;116;MIRAFLORES;B;SI;1616
14;14. MORRORRICO;116;MIRAFLORES;C;SI;1092
