Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_vereda;NOM_VEREDA;Cod_barrio;NOM_BARRIO;I1 - Bajo logro educativo;I2 - Analfabetismo;I3 - Inasistencia escolar;I4 - Rezago escolar;I5 - Barreras a servicios para cuidado de la primera infancia;I6 - Trabajo infantil;I7 - Desempleo de larga duracion;I8 - Trabajo informal;I9 - Sin aseguramiento en salud;I15 - Hacinamiento critico;personas
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;1;1;0;0;0;0;1;1;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;1;1;0;1;0;0;0;1;0;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;1;1;0;1;0;1;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;0;0;0;0;126
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;0;0;0;1;78
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;0;1;0;0;142
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;0;1;0;1;130
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;1;0;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;1;0;0;1;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;1;1;0;0;47
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;0;0;1;1;0;1;22
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;0;0;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;0;0;1;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;0;1;0;15
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;0;1;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;1;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;1;1;0;25
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;0;1;1;1;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;1;0;1;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;1;1;1;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;0;1;0;1;1;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;0;0;0;0;0;0;14
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;0;0;0;0;0;1;22
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;0;0;0;1;0;0;78
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;0;0;0;1;0;1;15
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;0;0;1;1;0;0;18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;0;0;1;1;0;1;15
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;1;0;0;0;1;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;1;0;0;0;1;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;1;0;0;1;1;0;17
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;0;1;1;0;0;1;1;1;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;0;0;0;0;1;0;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;0;0;0;0;1;0;1;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;0;0;0;1;1;0;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;0;0;0;1;1;0;1;11
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;1;0;0;0;0;0;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;1;0;0;0;1;0;1;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;1;0;1;0;1;0;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;0;1;1;1;0;0;1;1;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;0;1;1;0;1;0;0;0;1;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;0;0;0;0;82
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;0;0;0;1;56
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;0;1;0;0;266
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;0;1;0;1;193
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;1;0;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;1;1;0;0;149
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;0;0;1;1;0;1;39
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;0;0;0;1;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;0;0;1;0;14
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;0;0;1;1;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;0;1;0;0;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;0;1;1;0;59
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;0;1;1;1;18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;1;0;1;0;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;0;1;0;1;1;1;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;0;0;0;0;0;39
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;0;0;0;0;1;27
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;0;0;1;0;0;158
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;0;0;1;0;1;88
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;0;1;1;0;0;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;0;1;1;0;1;20
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;0;1;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;1;0;0;0;1;1;12
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;1;0;0;1;0;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;1;0;0;1;1;0;15
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;1;0;0;1;1;1;19
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;0;1;1;0;1;1;1;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;0;0;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;0;0;0;1;0;1;28
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;0;0;1;1;0;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;0;1;0;1;0;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;1;0;0;0;1;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;1;0;0;0;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;1;0;0;1;1;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;0;1;0;0;1;1;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;0;0;0;0;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;0;0;0;0;0;1;10
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;0;0;0;1;0;0;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;0;0;0;1;0;1;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;0;0;1;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;0;0;1;1;0;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;1;0;0;0;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;1;0;0;1;1;0;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;1;0;0;1;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;0;1;1;1;0;1;1;1;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;0;0;0;0;0;0;20
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;0;0;0;0;0;1;12
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;0;0;0;1;0;0;94
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;0;0;0;1;0;1;25
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;0;0;1;1;0;0;65
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;0;0;1;1;0;1;17
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;1;0;0;0;0;0;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;1;0;0;0;1;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;1;0;0;0;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;1;0;0;1;1;0;12
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;1;0;0;1;1;1;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;0;1;0;1;1;1;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;1;0;0;0;0;0;0;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;1;0;0;0;1;0;0;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;1;0;0;0;1;0;1;42
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;1;0;0;1;0;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;0;1;0;0;1;1;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;1;1;0;0;0;1;0;0;14
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;1;1;0;0;0;1;0;1;11
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;1;1;0;0;1;1;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;1;1;1;1;0;0;1;1;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;0;0;0;0;0;0;0;0;0;0;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;0;0;0;0;0;0;1;1;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;0;0;0;0;1;0;0;0;1;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;0;0;0;0;1;0;0;1;1;0;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;0;0;0;0;1;0;0;1;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;0;0;0;0;0;0;0;0;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;0;0;0;0;1;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;0;0;1;0;0;0;1;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;0;1;0;0;0;0;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;0;1;0;0;0;1;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;1;1;0;0;0;1;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFê MADRID CORRALES;1;0;1;1;1;0;1;1;1;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;0;0;0;0;0;0;47
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;0;0;0;0;0;1;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;0;0;0;1;0;0;50
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;0;0;0;1;0;1;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;0;0;1;1;0;0;25
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;0;0;1;1;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;1;0;0;0;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;1;0;0;0;1;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;1;0;0;1;1;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;1;0;0;1;1;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;1;0;1;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;0;1;0;1;1;1;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;1;0;0;0;0;0;0;10
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;1;0;0;0;0;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;1;0;0;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;1;1;0;0;0;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;0;1;1;0;1;0;1;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;0;0;1;0;0;0;0;1;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;0;0;0;0;0;0;20
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;0;0;0;1;0;0;56
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;0;0;0;1;0;1;21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;0;0;1;0;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;0;0;1;1;0;0;38
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;0;0;1;1;0;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;0;0;1;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;0;1;1;0;11
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;0;1;1;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;1;0;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;1;1;1;0;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;0;1;0;1;1;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;0;0;0;0;0;0;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;0;0;0;1;0;0;11
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;0;0;0;1;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;0;0;1;0;0;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;0;0;1;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;0;0;1;1;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;1;0;0;1;0;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;1;0;0;1;1;0;10
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;1;0;0;1;1;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;0;1;1;0;1;1;1;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;1;0;0;0;0;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;1;1;0;0;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;1;1;0;0;0;1;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;1;1;1;0;0;1;1;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;0;1;1;1;0;0;1;1;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;0;0;0;0;1;0;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;0;0;0;1;0;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;0;0;0;1;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;0;1;0;0;1;1;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;0;1;0;0;1;1;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;1;0;0;0;0;0;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;1;0;0;0;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;0;1;1;0;0;1;1;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1;1;1;0;0;0;1;0;1;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;361;VILLAS DEL NOGAL;1;0;0;1;0;0;0;0;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;0;0;0;0;0;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;0;0;0;0;1;0;0;27
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;0;0;0;0;1;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;0;0;0;1;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;0;1;0;0;1;1;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;1;0;0;0;0;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;0;0;0;1;1;0;1;1;1;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;0;0;0;0;0;0;1;0;0;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;0;0;0;0;0;0;1;0;1;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;0;0;0;0;0;1;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;0;0;0;1;0;0;1;1;0;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;0;0;1;0;0;0;0;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;0;0;1;0;0;0;1;0;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;1;0;0;0;0;0;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;0;0;0;0;203
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;0;0;0;1;86
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;0;1;0;0;213
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;0;1;0;1;86
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;1;0;0;0;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;1;0;0;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;1;1;0;0;142
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;0;0;1;1;0;1;23
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;0;0;0;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;0;0;1;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;0;1;0;28
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;0;1;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;1;0;0;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;1;1;0;49
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;0;1;1;1;21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;1;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;1;1;0;1;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;0;1;0;1;1;1;0;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;0;0;0;0;66
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;0;0;0;1;26
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;0;1;0;0;120
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;0;1;0;1;44
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;1;0;0;0;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;1;1;0;0;40
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;0;1;1;0;1;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;0;1;0;1;0;0;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;1;0;0;0;1;0;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;1;0;0;1;0;1;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;1;0;0;1;1;0;12
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;1;0;0;1;1;1;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;1;0;1;1;0;0;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;0;1;1;0;1;1;1;1;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;1;0;0;0;0;0;0;0;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;0;0;1;0;0;0;0;0;0;1;3
