Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_barrio;NOM_BARRIO;LLAVE;GEOJSON_BARRIO;BARRIO_AT;ind_discap_ninguna;personas
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;SI;1;1127
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;SI;2;125
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;0;1;1840
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;0;2;215
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;SI;1;204
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;SI;2;21
3;0;SIN CORREGIMIENTO;100;SAN ALONSO;3-SAN ALONSO;0;0;1;11
3;0;SIN CORREGIMIENTO;100;SAN ALONSO;3-SAN ALONSO;0;0;2;2
3;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;3-UNIVERSIDAD;0;0;1;117
3;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;3-UNIVERSIDAD;0;0;2;13
3;0;SIN CORREGIMIENTO;113;PUERTO RICO;3-PUERTO RICO;PUERTORICO;SI;1;142
3;0;SIN CORREGIMIENTO;113;PUERTO RICO;3-PUERTO RICO;PUERTORICO;SI;2;10
3;0;SIN CORREGIMIENTO;130;CENTRO;3-CENTRO;0;0;1;4
3;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;3-ANTONIA SANTOS CENTRO;0;0;1;5
3;0;SIN CORREGIMIENTO;195;PABLO VI;3-PABLO VI;0;0;1;41
3;0;SIN CORREGIMIENTO;195;PABLO VI;3-PABLO VI;0;0;2;10
3;0;SIN CORREGIMIENTO;218;SAN EXPEDITO;3-SAN EXPEDITO;0;0;1;5
3;0;SIN CORREGIMIENTO;305;SAN VALENTIN;3-SAN VALENTIN;0;0;1;1
4;0;SIN CORREGIMIENTO;0;BARRIO_S4;4-BARRIO_S4;0;0;1;2
4;0;SIN CORREGIMIENTO;3;COLORADOS;4-COLORADOS;0;0;1;2
4;0;SIN CORREGIMIENTO;11;DIVINO NIÑO NORTE;4-DIVINO NIÑO NORTE;0;0;1;6
4;0;SIN CORREGIMIENTO;14;CAFE MADRID;4-CAFE MADRID;0;0;1;2
4;0;SIN CORREGIMIENTO;16;GALLINERAL;4-GALLINERAL;GALLINERAL;SI;1;431
4;0;SIN CORREGIMIENTO;16;GALLINERAL;4-GALLINERAL;GALLINERAL;SI;2;17
4;0;SIN CORREGIMIENTO;18;5 DE ENERO;4-5 DE ENERO;5 DE ENERO;SI;1;360
4;0;SIN CORREGIMIENTO;18;5 DE ENERO;4-5 DE ENERO;5 DE ENERO;SI;2;31
4;0;SIN CORREGIMIENTO;20;CARLOS PIZARRO;4-CARLOS PIZARRO;CARLOS PIZARRO;SI;1;133
4;0;SIN CORREGIMIENTO;20;CARLOS PIZARRO;4-CARLOS PIZARRO;CARLOS PIZARRO;SI;2;4
4;0;SIN CORREGIMIENTO;22;JOSE ANTONIO GALAN;4-JOSE ANTONIO GALAN;JOSE ANTONIO GALAN;SI;1;1565
4;0;SIN CORREGIMIENTO;22;JOSE ANTONIO GALAN;4-JOSE ANTONIO GALAN;JOSE ANTONIO GALAN;SI;2;106
4;0;SIN CORREGIMIENTO;35;MINUTO DE DIOS;4-MINUTO DE DIOS;0;0;1;1
4;0;SIN CORREGIMIENTO;46;JOSE MARIA CORDOBA;4-JOSE MARIA CORDOBA;0;0;1;1
4;0;SIN CORREGIMIENTO;73;CINAL I II Y III;4-CINAL I II Y III;EL CINAL;SI;1;472
4;0;SIN CORREGIMIENTO;73;CINAL I II Y III;4-CINAL I II Y III;EL CINAL;SI;2;70
4;0;SIN CORREGIMIENTO;74;NORTE BAJO;4-NORTE BAJO;0;0;1;21
4;0;SIN CORREGIMIENTO;74;NORTE BAJO;4-NORTE BAJO;0;0;2;5
4;0;SIN CORREGIMIENTO;75;SAN RAFAEL;4-SAN RAFAEL;0;0;1;3
4;0;SIN CORREGIMIENTO;75;SAN RAFAEL;4-SAN RAFAEL;0;0;2;1
4;0;SIN CORREGIMIENTO;77;GAITAN;4-GAITAN;GAITAN;SI;1;3391
4;0;SIN CORREGIMIENTO;77;GAITAN;4-GAITAN;GAITAN;SI;2;334
4;0;SIN CORREGIMIENTO;78;GRANADA;4-GRANADA;GRANADA;SI;1;671
4;0;SIN CORREGIMIENTO;78;GRANADA;4-GRANADA;GRANADA;SI;2;56
4;0;SIN CORREGIMIENTO;79;LA FERIA;4-LA FERIA;LA FERIA;SI;1;572
4;0;SIN CORREGIMIENTO;79;LA FERIA;4-LA FERIA;LA FERIA;SI;2;86
4;0;SIN CORREGIMIENTO;80;NAPOLES;4-NAPOLES;NAPOLES;SI;1;821
4;0;SIN CORREGIMIENTO;80;NAPOLES;4-NAPOLES;NAPOLES;SI;2;82
4;0;SIN CORREGIMIENTO;82;GIRARDOT;4-GIRARDOT;GIRARDOT;SI;1;4729
4;0;SIN CORREGIMIENTO;82;GIRARDOT;4-GIRARDOT;GIRARDOT;SI;2;461
4;0;SIN CORREGIMIENTO;83;ZARABANDA;4-ZARABANDA;ZARABANDA;SI;1;473
4;0;SIN CORREGIMIENTO;83;ZARABANDA;4-ZARABANDA;ZARABANDA;SI;2;24
4;0;SIN CORREGIMIENTO;84;CUYANITA;4-CUYANITA;0;0;1;674
4;0;SIN CORREGIMIENTO;84;CUYANITA;4-CUYANITA;0;0;2;50
4;0;SIN CORREGIMIENTO;85;CAMILO TORRES;4-CAMILO TORRES;CAMILO TORRES;SI;1;625
4;0;SIN CORREGIMIENTO;85;CAMILO TORRES;4-CAMILO TORRES;CAMILO TORRES;SI;2;52
4;0;SIN CORREGIMIENTO;86;SANTANDER;4-SANTANDER;SANTANDER;SI;1;1804
4;0;SIN CORREGIMIENTO;86;SANTANDER;4-SANTANDER;SANTANDER;SI;2;195
4;0;SIN CORREGIMIENTO;87;DON BOSCO;4-DON BOSCO;DON BOSCO;SI;1;917
4;0;SIN CORREGIMIENTO;87;DON BOSCO;4-DON BOSCO;DON BOSCO;SI;2;68
4;0;SIN CORREGIMIENTO;89;NAPOLES CURTIEMBRE;4-NAPOLES CURTIEMBRE;0;0;1;403
4;0;SIN CORREGIMIENTO;89;NAPOLES CURTIEMBRE;4-NAPOLES CURTIEMBRE;0;0;2;29
4;0;SIN CORREGIMIENTO;90;LA GLORIA;4-LA GLORIA;LA GLORIA;SI;1;813
4;0;SIN CORREGIMIENTO;90;LA GLORIA;4-LA GLORIA;LA GLORIA;SI;2;75
4;0;SIN CORREGIMIENTO;92;NARIÑO;4-NARIÑO;NARIÑO;SI;1;1743
4;0;SIN CORREGIMIENTO;92;NARIÑO;4-NARIÑO;NARIÑO;SI;2;154
4;0;SIN CORREGIMIENTO;93;PIO XII;4-PIO XII;SIN GEOJSON;SI;1;278
4;0;SIN CORREGIMIENTO;93;PIO XII;4-PIO XII;SIN GEOJSON;SI;2;21
4;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;4-SAN FRANCISCO;0;0;1;1
4;0;SIN CORREGIMIENTO;99;ALARCON;4-ALARCON;0;0;1;19
4;0;SIN CORREGIMIENTO;99;ALARCON;4-ALARCON;0;0;2;3
4;0;SIN CORREGIMIENTO;119;GALAN;4-GALAN;0;0;1;16
4;0;SIN CORREGIMIENTO;119;GALAN;4-GALAN;0;0;2;16
4;0;SIN CORREGIMIENTO;130;CENTRO;4-CENTRO;0;0;1;1
4;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;4-ANTONIA SANTOS CENTRO;0;0;1;1
4;0;SIN CORREGIMIENTO;136;SOTOMAYOR;4-SOTOMAYOR;0;0;1;1
4;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;4-GARCIA ROVIRA;0;0;1;24
4;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;4-GARCIA ROVIRA;0;0;2;2
4;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;4-ALFONSO LOPEZ;0;0;1;3
4;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;4-ALFONSO LOPEZ;0;0;2;1
4;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;4-CAMPO HERMOSO;0;0;2;1
4;0;SIN CORREGIMIENTO;154;EL PANTANO II;4-EL PANTANO II;0;0;1;38
4;0;SIN CORREGIMIENTO;154;EL PANTANO II;4-EL PANTANO II;0;0;2;11
4;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;4-NUEVA GRANADA;0;0;1;58
4;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;4-NUEVA GRANADA;0;0;2;9
4;0;SIN CORREGIMIENTO;232;DANGOND;4-DANGOND;0;0;1;26
4;0;SIN CORREGIMIENTO;232;DANGOND;4-DANGOND;0;0;2;1
4;0;SIN CORREGIMIENTO;240;IGSABELAR;4-IGSABELAR;0;0;1;15
4;0;SIN CORREGIMIENTO;240;IGSABELAR;4-IGSABELAR;0;0;2;2
4;0;SIN CORREGIMIENTO;278;12 DE OCTUBRE;4-12 DE OCTUBRE;12 DE OCTUBRE;SI;1;1119
4;0;SIN CORREGIMIENTO;278;12 DE OCTUBRE;4-12 DE OCTUBRE;12 DE OCTUBRE;SI;2;111
4;0;SIN CORREGIMIENTO;279;DIVINO NIÑO CENTRO ;4-DIVINO NIÑO CENTRO ;DIVINO NIÑO;SI;1;451
4;0;SIN CORREGIMIENTO;279;DIVINO NIÑO CENTRO ;4-DIVINO NIÑO CENTRO ;DIVINO NIÑO;SI;2;32
4;0;SIN CORREGIMIENTO;280;RESERVA DE LA INMACULADA;4-RESERVA DE LA INMACULADA;SIN GEOJSON;SI;1;1396
4;0;SIN CORREGIMIENTO;280;RESERVA DE LA INMACULADA;4-RESERVA DE LA INMACULADA;SIN GEOJSON;SI;2;121
4;0;SIN CORREGIMIENTO;307;MILAGRO DE DIOS;4-MILAGRO DE DIOS;0;0;1;748
4;0;SIN CORREGIMIENTO;307;MILAGRO DE DIOS;4-MILAGRO DE DIOS;0;0;2;60
4;0;SIN CORREGIMIENTO;325;MARIA AUXILIADORA;4-MARIA AUXILIADORA;0;0;1;107
4;0;SIN CORREGIMIENTO;325;MARIA AUXILIADORA;4-MARIA AUXILIADORA;0;0;2;18
4;0;SIN CORREGIMIENTO;333;23 DE JUNIO;4-23 DE JUNIO;23 DE JUNIO;SI;1;537
4;0;SIN CORREGIMIENTO;333;23 DE JUNIO;4-23 DE JUNIO;23 DE JUNIO;SI;2;59
4;0;SIN CORREGIMIENTO;345;PASEO DE LA FERIA;4-PASEO DE LA FERIA;0;0;1;1239
4;0;SIN CORREGIMIENTO;345;PASEO DE LA FERIA;4-PASEO DE LA FERIA;0;0;2;113
4;0;SIN CORREGIMIENTO;356;BAVARIA;4-BAVARIA;0;0;1;6
4;0;SIN CORREGIMIENTO;359;GETSEMANI;4-GETSEMANI;0;0;1;1
4;0;SIN CORREGIMIENTO;365;VILLAS DE GIRARDOT;4-VILLAS DE GIRARDOT;VILLAS DE GIRARDOT;SI;1;1887
4;0;SIN CORREGIMIENTO;365;VILLAS DE GIRARDOT;4-VILLAS DE GIRARDOT;VILLAS DE GIRARDOT;SI;2;162
4;0;SIN CORREGIMIENTO;368;URBANIZACION LA INMACULADA;4-URBANIZACION LA INMACULADA;0;0;1;2203
4;0;SIN CORREGIMIENTO;368;URBANIZACION LA INMACULADA;4-URBANIZACION LA INMACULADA;0;0;2;213
4;0;SIN CORREGIMIENTO;999999;BARRIO_S4;4-BARRIO_S4;0;0;1;1
5;0;SIN CORREGIMIENTO;17;RINCON DE LA PAZ;5-RINCON DE LA PAZ;RINCON DE LA PAZ;SI;1;879
5;0;SIN CORREGIMIENTO;17;RINCON DE LA PAZ;5-RINCON DE LA PAZ;RINCON DE LA PAZ;SI;2;67
5;0;SIN CORREGIMIENTO;82;GIRARDOT;5-GIRARDOT;0;0;1;2
5;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;5-GARCIA ROVIRA;0;0;1;62
5;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;5-GARCIA ROVIRA;0;0;2;2
5;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;5-ALFONSO LOPEZ;0;0;1;3000
5;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;5-ALFONSO LOPEZ;0;0;2;340
5;0;SIN CORREGIMIENTO;143;LA JOYA;5-LA JOYA;0;0;1;1849
5;0;SIN CORREGIMIENTO;143;LA JOYA;5-LA JOYA;0;0;2;177
5;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;5-CHORRERAS DE DON JUAN;0;0;1;585
5;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;5-CHORRERAS DE DON JUAN;0;0;2;75
5;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;5-CAMPO HERMOSO;0;0;1;6254
5;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;5-CAMPO HERMOSO;0;0;2;622
5;0;SIN CORREGIMIENTO;146;LA ESMERALDA;5-LA ESMERALDA;0;0;1;316
5;0;SIN CORREGIMIENTO;146;LA ESMERALDA;5-LA ESMERALDA;0;0;2;18
5;0;SIN CORREGIMIENTO;149;PRIMERO DE MAYO;5-PRIMERO DE MAYO;0;0;1;816
5;0;SIN CORREGIMIENTO;149;PRIMERO DE MAYO;5-PRIMERO DE MAYO;0;0;2;81
5;0;SIN CORREGIMIENTO;150;VILLAS DEL ROMERO;5-VILLAS DEL ROMERO;0;0;1;1
5;0;SIN CORREGIMIENTO;151;LA ESTRELLA;5-LA ESTRELLA;0;0;1;3
5;0;SIN CORREGIMIENTO;152;QUINTA ESTRELLA;5-QUINTA ESTRELLA;0;0;1;513
5;0;SIN CORREGIMIENTO;152;QUINTA ESTRELLA;5-QUINTA ESTRELLA;0;0;2;41
5;0;SIN CORREGIMIENTO;153;EL PANTANO I;5-EL PANTANO I;0;0;1;260
5;0;SIN CORREGIMIENTO;153;EL PANTANO I;5-EL PANTANO I;0;0;2;18
5;0;SIN CORREGIMIENTO;154;EL PANTANO II;5-EL PANTANO II;0;0;1;531
5;0;SIN CORREGIMIENTO;154;EL PANTANO II;5-EL PANTANO II;0;0;2;25
5;0;SIN CORREGIMIENTO;155;EL PANTANO III;5-EL PANTANO III;0;0;1;296
5;0;SIN CORREGIMIENTO;155;EL PANTANO III;5-EL PANTANO III;0;0;2;17
5;0;SIN CORREGIMIENTO;168;FUNDADORES I Y II;5-FUNDADORES I Y II;0;0;2;1
5;0;SIN CORREGIMIENTO;173;ESTORAQUES;5-ESTORAQUES;0;0;1;1527
5;0;SIN CORREGIMIENTO;173;ESTORAQUES;5-ESTORAQUES;0;0;2;127
5;0;SIN CORREGIMIENTO;175;PUNTA ESTRELLA;5-PUNTA ESTRELLA;0;0;1;17
5;0;SIN CORREGIMIENTO;175;PUNTA ESTRELLA;5-PUNTA ESTRELLA;0;0;2;2
5;0;SIN CORREGIMIENTO;192;LA SALLE;5-LA SALLE;0;0;1;4
5;0;SIN CORREGIMIENTO;192;LA SALLE;5-LA SALLE;0;0;2;1
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;0;1;36
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;0;2;2
5;0;SIN CORREGIMIENTO;296;LA PARCELA;5-LA PARCELA;0;0;2;1
5;0;SIN CORREGIMIENTO;301;CERVUNION;5-CERVUNION;0;0;1;1
5;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;5-CAMPESTRE NORTE ;0;0;1;2
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;0;1;139
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;0;2;7
5;0;SIN CORREGIMIENTO;336;12 DE FEBRERO;5-12 DE FEBRERO;NO;0;1;13
5;0;SIN CORREGIMIENTO;336;12 DE FEBRERO;5-12 DE FEBRERO;NO;0;2;1
5;0;SIN CORREGIMIENTO;370;CAMPO MADRID;5-CAMPO MADRID;0;0;1;2
5;0;SIN CORREGIMIENTO;370;CAMPO MADRID;5-CAMPO MADRID;0;0;2;1
6;0;SIN CORREGIMIENTO;99;ALARCON;6-ALARCON;0;0;1;3
6;0;SIN CORREGIMIENTO;130;CENTRO;6-CENTRO;0;0;1;6
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;0;1;639
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;0;2;91
6;0;SIN CORREGIMIENTO;137;NUEVO SOTOMAYOR;6-NUEVO SOTOMAYOR;0;0;1;5
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;0;1;100
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;0;2;23
6;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;6-CAMPO HERMOSO;0;0;1;5
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;0;1;566
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;0;2;35
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;0;1;987
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;0;2;103
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;0;1;28
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;0;2;16
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;0;1;534
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;0;2;67
6;0;SIN CORREGIMIENTO;160;LA CEIBA;6-LA CEIBA;0;0;1;15
6;0;SIN CORREGIMIENTO;160;LA CEIBA;6-LA CEIBA;0;0;2;3
6;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;6-CIUDADELA REAL DE MINAS ;0;0;2;1
6;0;SIN CORREGIMIENTO;180;CANELOS;6-CANELOS;0;0;1;5
6;0;SIN CORREGIMIENTO;180;CANELOS;6-CANELOS;0;0;2;1
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;0;1;41
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;0;2;13
6;0;SIN CORREGIMIENTO;194;CORDONCILLO I;6-CORDONCILLO I;0;0;1;8
6;0;SIN CORREGIMIENTO;194;CORDONCILLO I;6-CORDONCILLO I;0;0;2;1
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;0;1;9
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;0;2;3
6;0;SIN CORREGIMIENTO;274;BOLIVAR;6-BOLIVAR;0;0;1;1
6;0;SIN CORREGIMIENTO;286;MACAREGUA;6-MACAREGUA;0;0;1;2
6;0;SIN CORREGIMIENTO;308;LA CUÑITA;6-LA CUÑITA;0;0;1;1
7;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;7-ANTONIA SANTOS CENTRO;0;0;1;2
7;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;7-GOMEZ NIÑO;0;0;1;5
7;0;SIN CORREGIMIENTO;159;RICAURTE;7-RICAURTE;0;0;1;2
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;0;1;59
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;0;2;9
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;0;1;446
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;0;2;35
7;0;SIN CORREGIMIENTO;164;MUTIS;7-MUTIS;0;0;1;6
7;0;SIN CORREGIMIENTO;164;MUTIS;7-MUTIS;0;0;2;1
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;0;1;92
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;0;2;7
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;0;1;12
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;0;2;1
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;0;1;44
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;0;2;4
7;0;SIN CORREGIMIENTO;180;CANELOS;7-CANELOS;0;0;1;1
7;0;SIN CORREGIMIENTO;180;CANELOS;7-CANELOS;0;0;2;1
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;0;1;16
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;0;2;2
7;0;SIN CORREGIMIENTO;184;LAURELES;7-LAURELES;0;0;1;1
7;0;SIN CORREGIMIENTO;187;LOS NARANJOS;7-LOS NARANJOS;0;0;1;8
7;0;SIN CORREGIMIENTO;187;LOS NARANJOS;7-LOS NARANJOS;0;0;2;2
7;0;SIN CORREGIMIENTO;189;SAMANES;7-SAMANES;0;0;1;5
7;0;SIN CORREGIMIENTO;189;SAMANES;7-SAMANES;0;0;2;1
7;0;SIN CORREGIMIENTO;273;BALCONES DE GRATAMIRA;7-BALCONES DE GRATAMIRA;0;0;1;8
7;0;SIN CORREGIMIENTO;286;MACAREGUA;7-MACAREGUA;0;0;1;1
8;0;SIN CORREGIMIENTO;12;CAFE MADRID EL TUNEL;8-CAFE MADRID EL TUNEL;0;0;1;2
8;0;SIN CORREGIMIENTO;18;5 DE ENERO;8-5 DE ENERO;0;0;1;2
8;0;SIN CORREGIMIENTO;35;MINUTO DE DIOS;8-MINUTO DE DIOS;0;0;1;3
8;0;SIN CORREGIMIENTO;115;BUENAVISTA;8-BUENAVISTA;0;0;1;3
8;0;SIN CORREGIMIENTO;160;LA CEIBA;8-LA CEIBA;0;0;1;4
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;0;1;1850
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;0;2;155
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;0;1;263
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;0;2;24
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;0;1;1107
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;0;2;101
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;0;1;254
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;0;2;23
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;0;1;3407
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;0;2;276
8;0;SIN CORREGIMIENTO;183;PEÑON DEL VALLE;8-PEÑON DEL VALLE;0;0;1;4
8;0;SIN CORREGIMIENTO;183;PEÑON DEL VALLE;8-PEÑON DEL VALLE;0;0;2;1
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;0;1;436
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;0;2;21
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;0;1;289
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;0;2;16
8;0;SIN CORREGIMIENTO;191;LA VICTORIA;8-LA VICTORIA;0;0;1;6
8;0;SIN CORREGIMIENTO;191;LA VICTORIA;8-LA VICTORIA;0;0;2;1
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;0;1;762
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;0;2;76
8;0;SIN CORREGIMIENTO;195;PABLO VI;8-PABLO VI;0;0;1;1988
8;0;SIN CORREGIMIENTO;195;PABLO VI;8-PABLO VI;0;0;2;243
8;0;SIN CORREGIMIENTO;196;AFRIKA;8-AFRIKA;ASENTAMIENTO EL AFRICA;0;1;243
8;0;SIN CORREGIMIENTO;196;AFRIKA;8-AFRIKA;ASENTAMIENTO EL AFRICA;0;2;18
8;0;SIN CORREGIMIENTO;197;20 DE JULIO;8-20 DE JULIO;ASENTAMIENTO 20 DE JULIO;0;1;88
8;0;SIN CORREGIMIENTO;197;20 DE JULIO;8-20 DE JULIO;ASENTAMIENTO 20 DE JULIO;0;2;9
8;0;SIN CORREGIMIENTO;198;EL FONCE;8-EL FONCE;0;0;1;8
8;0;SIN CORREGIMIENTO;199;JUAN XXIII;8-JUAN XXIII;0;0;1;1163
8;0;SIN CORREGIMIENTO;199;JUAN XXIII;8-JUAN XXIII;0;0;2;84
8;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;8-SAN IGNACIO REAL;0;0;1;4
8;0;SIN CORREGIMIENTO;333;23 DE JUNIO;8-23 DE JUNIO;0;0;1;2
8;0;SIN CORREGIMIENTO;333;23 DE JUNIO;8-23 DE JUNIO;0;0;2;1
8;0;SIN CORREGIMIENTO;349;JUAN XXIII CANCHA LA GUACAMAYA;8-JUAN XXIII CANCHA LA GUACAMAYA;0;0;1;56
8;0;SIN CORREGIMIENTO;349;JUAN XXIII CANCHA LA GUACAMAYA;8-JUAN XXIII CANCHA LA GUACAMAYA;0;0;2;2
9;0;SIN CORREGIMIENTO;192;LA SALLE;9-LA SALLE;0;0;1;8
9;0;SIN CORREGIMIENTO;192;LA SALLE;9-LA SALLE;0;0;2;3
9;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;9-NUEVA GRANADA;0;0;1;349
9;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;9-NUEVA GRANADA;0;0;2;34
9;0;SIN CORREGIMIENTO;200;ANTONIA SANTOS SUR;9-ANTONIA SANTOS SUR;0;0;1;75
9;0;SIN CORREGIMIENTO;200;ANTONIA SANTOS SUR;9-ANTONIA SANTOS SUR;0;0;2;35
9;0;SIN CORREGIMIENTO;201;QUEBRADA LA IGLESIA;9-QUEBRADA LA IGLESIA;QUEBRADA LA IGLESIA I;SI;1;368
9;0;SIN CORREGIMIENTO;201;QUEBRADA LA IGLESIA;9-QUEBRADA LA IGLESIA;QUEBRADA LA IGLESIA I;SI;2;48
9;0;SIN CORREGIMIENTO;202;SAN PEDRO;9-SAN PEDRO;SAN PEDRO CLAVER;SI;1;656
9;0;SIN CORREGIMIENTO;202;SAN PEDRO;9-SAN PEDRO;SAN PEDRO CLAVER;SI;2;50
9;0;SIN CORREGIMIENTO;203;SAN MARTIN;9-SAN MARTIN;SAN MARTIN;SI;1;1533
9;0;SIN CORREGIMIENTO;203;SAN MARTIN;9-SAN MARTIN;SAN MARTIN;SI;2;153
9;0;SIN CORREGIMIENTO;204;EL SOL I Y II;9-EL SOL I Y II;0;0;1;650
9;0;SIN CORREGIMIENTO;204;EL SOL I Y II;9-EL SOL I Y II;0;0;2;37
9;0;SIN CORREGIMIENTO;205;GUAYACANES;9-GUAYACANES;0;0;1;5
9;0;SIN CORREGIMIENTO;205;GUAYACANES;9-GUAYACANES;0;0;2;1
