Cod_comuna_x;NOM_COMUNA;Cod_barrio;NOM_BARRIO;BARRIO_AT;Grupo;sexo_persona;personas
8;08. SUROCCIDENTE;197;20 DE JULIO;NO;B;FEMENINO;22
8;08. SUROCCIDENTE;197;20 DE JULIO;NO;B;MASCULINO;20
8;08. SUROCCIDENTE;197;20 DE JULIO;NO;C;FEMENINO;14
8;08. SUROCCIDENTE;197;20 DE JULIO;NO;C;MASCULINO;18
8;08. SUROCCIDENTE;197;20 DE JULIO;NO;D;FEMENINO;2
8;08. SUROCCIDENTE;197;20 DE JULIO;NO;D;MASCULINO;3
8;08. SUROCCIDENTE;198;EL FONCE;NO;A;FEMENINO;4
8;08. SUROCCIDENTE;198;EL FONCE;NO;A;MASCULINO;2
8;08. SUROCCIDENTE;198;EL FONCE;NO;B;MASCULINO;2
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;A;FEMENINO;134
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;A;MASCULINO;104
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;B;FEMENINO;303
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;B;MASCULINO;302
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;C;FEMENINO;172
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;C;MASCULINO;194
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;D;FEMENINO;17
8;08. SUROCCIDENTE;199;JUAN XXIII;NO;D;MASCULINO;21
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;A;FEMENINO;17
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;A;MASCULINO;15
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;B;FEMENINO;9
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;B;MASCULINO;8
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;C;FEMENINO;5
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;C;MASCULINO;3
8;08. SUROCCIDENTE;349;JUAN XXIII CANCHA LA GUACAMAYA;NO;D;MASCULINO;1
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;A;FEMENINO;8
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;A;MASCULINO;8
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;B;FEMENINO;59
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;B;MASCULINO;40
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;C;FEMENINO;113
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;C;MASCULINO;81
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;D;FEMENINO;39
9;09. LA PEDREGOSA;193;NUEVA GRANADA;NO;D;MASCULINO;35
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;A;FEMENINO;14
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;A;MASCULINO;9
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;B;FEMENINO;34
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;B;MASCULINO;19
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;C;FEMENINO;15
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;C;MASCULINO;17
9;09. LA PEDREGOSA;200;ANTONIA SANTOS SUR;NO;D;FEMENINO;2
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;A;FEMENINO;19
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;A;MASCULINO;12
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;B;FEMENINO;109
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;B;MASCULINO;86
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;C;FEMENINO;73
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;C;MASCULINO;85
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;D;FEMENINO;15
9;09. LA PEDREGOSA;201;QUEBRADA LA IGLESIA;SI;D;MASCULINO;17
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;A;FEMENINO;98
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;A;MASCULINO;86
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;B;FEMENINO;381
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;B;MASCULINO;365
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;C;FEMENINO;342
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;C;MASCULINO;310
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;D;FEMENINO;41
9;09. LA PEDREGOSA;203;SAN MARTIN;SI;D;MASCULINO;63
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;A;FEMENINO;48
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;A;MASCULINO;42
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;B;FEMENINO;130
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;B;MASCULINO;108
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;C;FEMENINO;158
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;C;MASCULINO;157
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;D;FEMENINO;22
9;09. LA PEDREGOSA;204;EL SOL I Y II;NO;D;MASCULINO;22
9;09. LA PEDREGOSA;205;GUAYACANES;NO;B;FEMENINO;3
9;09. LA PEDREGOSA;205;GUAYACANES;NO;B;MASCULINO;2
9;09. LA PEDREGOSA;205;GUAYACANES;NO;C;MASCULINO;1
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;A;FEMENINO;6
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;A;MASCULINO;4
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;B;FEMENINO;22
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;B;MASCULINO;25
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;C;FEMENINO;46
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;C;MASCULINO;43
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;D;FEMENINO;25
9;09. LA PEDREGOSA;207;LA PEDREGOSA;NO;D;MASCULINO;16
9;09. LA PEDREGOSA;208;DIAMANTE I;NO;A;FEMENINO;6
9;09. LA PEDREGOSA;208;DIAMANTE I;NO;A;MASCULINO;7
9;09. LA PEDREGOSA;208;DIAMANTE I;NO;B;FEMENINO;22
9;09. LA PEDREGOSA;208;DIAMANTE I;NO;B;MASCULINO;13
9;09. LA PEDREGOSA;208;DIAMANTE I;NO;C;FEMENINO;11
9;09. LA PEDREGOSA;208;DIAMANTE I;NO;C;MASCULINO;6
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;A;FEMENINO;33
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;A;MASCULINO;15
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;B;FEMENINO;68
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;B;MASCULINO;52
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;C;FEMENINO;51
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;C;MASCULINO;50
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;D;FEMENINO;4
9;09. LA PEDREGOSA;209;LAS CASITAS;NO;D;MASCULINO;6
9;09. LA PEDREGOSA;210;VILLA INES;NO;A;FEMENINO;2
9;09. LA PEDREGOSA;210;VILLA INES;NO;A;MASCULINO;1
9;09. LA PEDREGOSA;210;VILLA INES;NO;B;FEMENINO;5
9;09. LA PEDREGOSA;210;VILLA INES;NO;B;MASCULINO;1
9;09. LA PEDREGOSA;210;VILLA INES;NO;C;FEMENINO;2
9;09. LA PEDREGOSA;210;VILLA INES;NO;C;MASCULINO;3
9;09. LA PEDREGOSA;211;ASTURIAS;NO;A;FEMENINO;2
9;09. LA PEDREGOSA;211;ASTURIAS;NO;A;MASCULINO;2
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;A;FEMENINO;10
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;A;MASCULINO;4
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;B;FEMENINO;41
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;B;MASCULINO;24
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;C;FEMENINO;38
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;C;MASCULINO;28
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;D;FEMENINO;20
9;09. LA PEDREGOSA;213;LA LIBERTAD;NO;D;MASCULINO;16
9;09. LA PEDREGOSA;288;PORTOFINO;NO;C;FEMENINO;1
9;09. LA PEDREGOSA;316;MIRADOR DE SAN LORENZO;NO;A;FEMENINO;2
9;09. LA PEDREGOSA;316;MIRADOR DE SAN LORENZO;NO;A;MASCULINO;3
10;10. PROVENZA;220;DIAMANTE II;NO;A;FEMENINO;3
10;10. PROVENZA;220;DIAMANTE II;NO;A;MASCULINO;4
10;10. PROVENZA;220;DIAMANTE II;NO;B;FEMENINO;5
10;10. PROVENZA;220;DIAMANTE II;NO;B;MASCULINO;6
10;10. PROVENZA;220;DIAMANTE II;NO;C;FEMENINO;15
10;10. PROVENZA;220;DIAMANTE II;NO;C;MASCULINO;8
10;10. PROVENZA;220;DIAMANTE II;NO;D;FEMENINO;1
10;10. PROVENZA;220;DIAMANTE II;NO;D;MASCULINO;1
10;10. PROVENZA;221;SAN LUIS;NO;A;FEMENINO;2
10;10. PROVENZA;221;SAN LUIS;NO;A;MASCULINO;2
10;10. PROVENZA;221;SAN LUIS;NO;B;FEMENINO;5
10;10. PROVENZA;221;SAN LUIS;NO;B;MASCULINO;6
10;10. PROVENZA;221;SAN LUIS;NO;C;FEMENINO;14
10;10. PROVENZA;221;SAN LUIS;NO;C;MASCULINO;6
10;10. PROVENZA;221;SAN LUIS;NO;D;FEMENINO;1
10;10. PROVENZA;222;PROVENZA;NO;A;FEMENINO;9
10;10. PROVENZA;222;PROVENZA;NO;A;MASCULINO;7
10;10. PROVENZA;222;PROVENZA;NO;B;FEMENINO;15
10;10. PROVENZA;222;PROVENZA;NO;B;MASCULINO;7
10;10. PROVENZA;222;PROVENZA;NO;C;FEMENINO;9
10;10. PROVENZA;222;PROVENZA;NO;C;MASCULINO;6
10;10. PROVENZA;222;PROVENZA;NO;D;FEMENINO;2
10;10. PROVENZA;222;PROVENZA;NO;D;MASCULINO;2
10;10. PROVENZA;225;EL CRISTAL;NO;A;FEMENINO;282
10;10. PROVENZA;225;EL CRISTAL;NO;A;MASCULINO;218
10;10. PROVENZA;225;EL CRISTAL;NO;B;FEMENINO;748
10;10. PROVENZA;225;EL CRISTAL;NO;B;MASCULINO;668
10;10. PROVENZA;225;EL CRISTAL;NO;C;FEMENINO;777
10;10. PROVENZA;225;EL CRISTAL;NO;C;MASCULINO;654
10;10. PROVENZA;225;EL CRISTAL;NO;D;FEMENINO;121
10;10. PROVENZA;225;EL CRISTAL;NO;D;MASCULINO;139
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;A;FEMENINO;115
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;A;MASCULINO;101
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;B;FEMENINO;286
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;B;MASCULINO;223
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;C;FEMENINO;206
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;C;MASCULINO;206
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;D;FEMENINO;40
10;10. PROVENZA;226;GRANJAS DE PROVENZA;NO;D;MASCULINO;54
10;10. PROVENZA;284;FONTANA;NO;B;FEMENINO;4
10;10. PROVENZA;284;FONTANA;NO;B;MASCULINO;3
10;10. PROVENZA;284;FONTANA;NO;C;FEMENINO;4
10;10. PROVENZA;284;FONTANA;NO;C;MASCULINO;1
10;10. PROVENZA;317;NUEVA FONTANA;NO;A;FEMENINO;5
10;10. PROVENZA;317;NUEVA FONTANA;NO;A;MASCULINO;3
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;A;FEMENINO;21
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;A;MASCULINO;23
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;B;FEMENINO;77
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;B;MASCULINO;71
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;C;FEMENINO;104
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;C;MASCULINO;102
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;D;FEMENINO;37
10;10. PROVENZA;326;VIVEROS DE PROVENZA;NO;D;MASCULINO;28
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;A;FEMENINO;179
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;A;MASCULINO;144
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;B;FEMENINO;289
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;B;MASCULINO;259
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;C;FEMENINO;241
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;C;MASCULINO;208
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;D;FEMENINO;17
10;10. PROVENZA;331;BRISAS DE PROVENZA ;NO;D;MASCULINO;24
11;11. SUR;223;PORVENIR BAJO;NO;B;FEMENINO;11
11;11. SUR;223;PORVENIR BAJO;NO;B;MASCULINO;8
11;11. SUR;223;PORVENIR BAJO;NO;C;FEMENINO;4
11;11. SUR;223;PORVENIR BAJO;NO;C;MASCULINO;9
11;11. SUR;223;PORVENIR BAJO;NO;D;FEMENINO;1
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;A;FEMENINO;48
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;A;MASCULINO;26
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;B;FEMENINO;141
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;B;MASCULINO;105
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;C;FEMENINO;169
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;C;MASCULINO;159
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;D;FEMENINO;36
11;11. SUR;227;GRANJAS DE JULIO RINCON;NO;D;MASCULINO;31
11;11. SUR;228;EL ROCIO;NO;A;FEMENINO;34
11;11. SUR;228;EL ROCIO;NO;A;MASCULINO;30
11;11. SUR;228;EL ROCIO;NO;B;FEMENINO;115
11;11. SUR;228;EL ROCIO;NO;B;MASCULINO;82
11;11. SUR;228;EL ROCIO;NO;C;FEMENINO;237
11;11. SUR;228;EL ROCIO;NO;C;MASCULINO;181
11;11. SUR;228;EL ROCIO;NO;D;FEMENINO;80
11;11. SUR;228;EL ROCIO;NO;D;MASCULINO;54
11;11. SUR;229;VILLA SARA;NO;A;FEMENINO;4
11;11. SUR;229;VILLA SARA;NO;A;MASCULINO;2
11;11. SUR;229;VILLA SARA;NO;B;FEMENINO;7
11;11. SUR;229;VILLA SARA;NO;B;MASCULINO;7
11;11. SUR;229;VILLA SARA;NO;C;MASCULINO;1
11;11. SUR;231;TOLEDO PLATA ;NO;A;FEMENINO;13
11;11. SUR;231;TOLEDO PLATA ;NO;A;MASCULINO;9
11;11. SUR;231;TOLEDO PLATA ;NO;B;FEMENINO;95
11;11. SUR;231;TOLEDO PLATA ;NO;B;MASCULINO;66
11;11. SUR;231;TOLEDO PLATA ;NO;C;FEMENINO;165
11;11. SUR;231;TOLEDO PLATA ;NO;C;MASCULINO;158
11;11. SUR;231;TOLEDO PLATA ;NO;D;FEMENINO;92
11;11. SUR;231;TOLEDO PLATA ;NO;D;MASCULINO;74
11;11. SUR;232;DANGOND;NO;A;FEMENINO;10
11;11. SUR;232;DANGOND;NO;A;MASCULINO;7
11;11. SUR;232;DANGOND;NO;B;FEMENINO;53
11;11. SUR;232;DANGOND;NO;B;MASCULINO;42
11;11. SUR;232;DANGOND;NO;C;FEMENINO;161
11;11. SUR;232;DANGOND;NO;C;MASCULINO;144
11;11. SUR;232;DANGOND;NO;D;FEMENINO;50
11;11. SUR;232;DANGOND;NO;D;MASCULINO;37
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;A;FEMENINO;3
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;A;MASCULINO;1
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;B;FEMENINO;37
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;B;MASCULINO;23
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;C;FEMENINO;27
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;C;MASCULINO;29
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;D;FEMENINO;8
11;11. SUR;234;DELICIAS ALTAS Y BAJAS SUR;NO;D;MASCULINO;5
11;11. SUR;236;VILLA CANDADO;NO;A;FEMENINO;6
11;11. SUR;236;VILLA CANDADO;NO;A;MASCULINO;7
11;11. SUR;236;VILLA CANDADO;NO;B;FEMENINO;8
11;11. SUR;236;VILLA CANDADO;NO;B;MASCULINO;8
11;11. SUR;236;VILLA CANDADO;NO;C;FEMENINO;16
11;11. SUR;236;VILLA CANDADO;NO;C;MASCULINO;9
11;11. SUR;236;VILLA CANDADO;NO;D;FEMENINO;7
11;11. SUR;236;VILLA CANDADO;NO;D;MASCULINO;2
11;11. SUR;237;MALPASO;NO;A;FEMENINO;16
11;11. SUR;237;MALPASO;NO;A;MASCULINO;19
11;11. SUR;237;MALPASO;NO;B;FEMENINO;69
11;11. SUR;237;MALPASO;NO;B;MASCULINO;65
11;11. SUR;237;MALPASO;NO;C;FEMENINO;91
11;11. SUR;237;MALPASO;NO;C;MASCULINO;69
11;11. SUR;237;MALPASO;NO;D;FEMENINO;14
11;11. SUR;237;MALPASO;NO;D;MASCULINO;14
11;11. SUR;238;EL PORVENIR;NO;A;FEMENINO;57
11;11. SUR;238;EL PORVENIR;NO;A;MASCULINO;35
11;11. SUR;238;EL PORVENIR;NO;B;FEMENINO;58
11;11. SUR;238;EL PORVENIR;NO;B;MASCULINO;55
11;11. SUR;238;EL PORVENIR;NO;C;FEMENINO;52
11;11. SUR;238;EL PORVENIR;NO;C;MASCULINO;35
11;11. SUR;238;EL PORVENIR;NO;D;FEMENINO;5
11;11. SUR;238;EL PORVENIR;NO;D;MASCULINO;2
11;11. SUR;239;MANUELA BELTRAN ;NO;A;FEMENINO;97
11;11. SUR;239;MANUELA BELTRAN ;NO;A;MASCULINO;70
11;11. SUR;239;MANUELA BELTRAN ;NO;B;FEMENINO;260
11;11. SUR;239;MANUELA BELTRAN ;NO;B;MASCULINO;206
11;11. SUR;239;MANUELA BELTRAN ;NO;C;FEMENINO;356
11;11. SUR;239;MANUELA BELTRAN ;NO;C;MASCULINO;285
11;11. SUR;239;MANUELA BELTRAN ;NO;D;FEMENINO;77
11;11. SUR;239;MANUELA BELTRAN ;NO;D;MASCULINO;59
11;11. SUR;240;IGSABELAR;NO;A;FEMENINO;13
11;11. SUR;240;IGSABELAR;NO;A;MASCULINO;10
11;11. SUR;240;IGSABELAR;NO;B;FEMENINO;39
11;11. SUR;240;IGSABELAR;NO;B;MASCULINO;34
11;11. SUR;240;IGSABELAR;NO;C;FEMENINO;53
11;11. SUR;240;IGSABELAR;NO;C;MASCULINO;33
11;11. SUR;240;IGSABELAR;NO;D;FEMENINO;2
11;11. SUR;240;IGSABELAR;NO;D;MASCULINO;2
11;11. SUR;241;SANTAMARIA;NO;A;FEMENINO;36
11;11. SUR;241;SANTAMARIA;NO;A;MASCULINO;28
11;11. SUR;241;SANTAMARIA;NO;B;FEMENINO;166
11;11. SUR;241;SANTAMARIA;NO;B;MASCULINO;144
11;11. SUR;241;SANTAMARIA;NO;C;FEMENINO;267
11;11. SUR;241;SANTAMARIA;NO;C;MASCULINO;212
11;11. SUR;241;SANTAMARIA;NO;D;FEMENINO;78
11;11. SUR;241;SANTAMARIA;NO;D;MASCULINO;61
11;11. SUR;242;COAVICONSA;NO;A;FEMENINO;8
11;11. SUR;242;COAVICONSA;NO;A;MASCULINO;2
11;11. SUR;242;COAVICONSA;NO;B;FEMENINO;20
11;11. SUR;242;COAVICONSA;NO;B;MASCULINO;17
11;11. SUR;242;COAVICONSA;NO;C;FEMENINO;11
11;11. SUR;242;COAVICONSA;NO;C;MASCULINO;6
11;11. SUR;243;CIUDAD VENECIA ;NO;A;FEMENINO;18
11;11. SUR;243;CIUDAD VENECIA ;NO;A;MASCULINO;10
11;11. SUR;243;CIUDAD VENECIA ;NO;B;FEMENINO;61
11;11. SUR;243;CIUDAD VENECIA ;NO;B;MASCULINO;53
11;11. SUR;243;CIUDAD VENECIA ;NO;C;FEMENINO;130
11;11. SUR;243;CIUDAD VENECIA ;NO;C;MASCULINO;92
11;11. SUR;243;CIUDAD VENECIA ;NO;D;FEMENINO;41
11;11. SUR;243;CIUDAD VENECIA ;NO;D;MASCULINO;40
11;11. SUR;244;VILLA FLOR;NO;A;FEMENINO;6
11;11. SUR;244;VILLA FLOR;NO;A;MASCULINO;5
11;11. SUR;244;VILLA FLOR;NO;B;FEMENINO;6
11;11. SUR;244;VILLA FLOR;NO;B;MASCULINO;2
11;11. SUR;244;VILLA FLOR;NO;C;FEMENINO;10
11;11. SUR;244;VILLA FLOR;NO;C;MASCULINO;7
11;11. SUR;244;VILLA FLOR;NO;D;FEMENINO;1
11;11. SUR;244;VILLA FLOR;NO;D;MASCULINO;1
11;11. SUR;290;LOS CONQUISTADORES;NO;A;FEMENINO;69
11;11. SUR;290;LOS CONQUISTADORES;NO;A;MASCULINO;46
11;11. SUR;290;LOS CONQUISTADORES;NO;B;FEMENINO;198
11;11. SUR;290;LOS CONQUISTADORES;NO;B;MASCULINO;165
11;11. SUR;290;LOS CONQUISTADORES;NO;C;FEMENINO;209
11;11. SUR;290;LOS CONQUISTADORES;NO;C;MASCULINO;160
11;11. SUR;290;LOS CONQUISTADORES;NO;D;FEMENINO;26
11;11. SUR;290;LOS CONQUISTADORES;NO;D;MASCULINO;26
11;11. SUR;340;GRANJAS REAGAN;NO;A;FEMENINO;77
11;11. SUR;340;GRANJAS REAGAN;NO;A;MASCULINO;69
11;11. SUR;340;GRANJAS REAGAN;NO;B;FEMENINO;182
11;11. SUR;340;GRANJAS REAGAN;NO;B;MASCULINO;149
11;11. SUR;340;GRANJAS REAGAN;NO;C;FEMENINO;97
11;11. SUR;340;GRANJAS REAGAN;NO;C;MASCULINO;78
11;11. SUR;340;GRANJAS REAGAN;NO;D;FEMENINO;24
11;11. SUR;340;GRANJAS REAGAN;NO;D;MASCULINO;24
11;11. SUR;344;BALCONES DEL SUR;NO;A;FEMENINO;130
11;11. SUR;344;BALCONES DEL SUR;NO;A;MASCULINO;87
11;11. SUR;344;BALCONES DEL SUR;NO;B;FEMENINO;174
11;11. SUR;344;BALCONES DEL SUR;NO;B;MASCULINO;176
11;11. SUR;344;BALCONES DEL SUR;NO;C;FEMENINO;93
11;11. SUR;344;BALCONES DEL SUR;NO;C;MASCULINO;91
11;11. SUR;344;BALCONES DEL SUR;NO;D;FEMENINO;6
11;11. SUR;344;BALCONES DEL SUR;NO;D;MASCULINO;14
11;11. SUR;347;BRISAS DEL PARAISO ;NO;A;FEMENINO;118
11;11. SUR;347;BRISAS DEL PARAISO ;NO;A;MASCULINO;90
11;11. SUR;347;BRISAS DEL PARAISO ;NO;B;FEMENINO;190
11;11. SUR;347;BRISAS DEL PARAISO ;NO;B;MASCULINO;162
11;11. SUR;347;BRISAS DEL PARAISO ;NO;C;FEMENINO;168
11;11. SUR;347;BRISAS DEL PARAISO ;NO;C;MASCULINO;146
11;11. SUR;347;BRISAS DEL PARAISO ;NO;D;FEMENINO;21
11;11. SUR;347;BRISAS DEL PARAISO ;NO;D;MASCULINO;22
11;11. SUR;352;VILLAREAL;NO;A;FEMENINO;134
11;11. SUR;352;VILLAREAL;NO;A;MASCULINO;97
11;11. SUR;352;VILLAREAL;NO;B;FEMENINO;184
11;11. SUR;352;VILLAREAL;NO;B;MASCULINO;137
11;11. SUR;352;VILLAREAL;NO;C;FEMENINO;123
11;11. SUR;352;VILLAREAL;NO;C;MASCULINO;102
11;11. SUR;352;VILLAREAL;NO;D;FEMENINO;12
11;11. SUR;352;VILLAREAL;NO;D;MASCULINO;17
11;11. SUR;361;VILLAS DEL NOGAL;NO;A;FEMENINO;117
11;11. SUR;361;VILLAS DEL NOGAL;NO;A;MASCULINO;76
11;11. SUR;361;VILLAS DEL NOGAL;NO;B;FEMENINO;210
11;11. SUR;361;VILLAS DEL NOGAL;NO;B;MASCULINO;186
11;11. SUR;361;VILLAS DEL NOGAL;NO;C;FEMENINO;184
11;11. SUR;361;VILLAS DEL NOGAL;NO;C;MASCULINO;173
11;11. SUR;361;VILLAS DEL NOGAL;NO;D;FEMENINO;9
11;11. SUR;361;VILLAS DEL NOGAL;NO;D;MASCULINO;23
11;11. SUR;362;PUNTA PARAISO;NO;A;FEMENINO;97
11;11. SUR;362;PUNTA PARAISO;NO;A;MASCULINO;63
11;11. SUR;362;PUNTA PARAISO;NO;B;FEMENINO;154
11;11. SUR;362;PUNTA PARAISO;NO;B;MASCULINO;123
11;11. SUR;362;PUNTA PARAISO;NO;C;FEMENINO;228
11;11. SUR;362;PUNTA PARAISO;NO;C;MASCULINO;169
11;11. SUR;362;PUNTA PARAISO;NO;D;FEMENINO;35
11;11. SUR;362;PUNTA PARAISO;NO;D;MASCULINO;36
11;11. SUR;367;BRISAS DEL PALMAR;NO;A;FEMENINO;9
11;11. SUR;367;BRISAS DEL PALMAR;NO;A;MASCULINO;9
11;11. SUR;367;BRISAS DEL PALMAR;NO;B;FEMENINO;52
11;11. SUR;367;BRISAS DEL PALMAR;NO;B;MASCULINO;39
11;11. SUR;367;BRISAS DEL PALMAR;NO;C;FEMENINO;51
11;11. SUR;367;BRISAS DEL PALMAR;NO;C;MASCULINO;40
11;11. SUR;367;BRISAS DEL PALMAR;NO;D;FEMENINO;24
11;11. SUR;367;BRISAS DEL PALMAR;NO;D;MASCULINO;15
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;NO;A;FEMENINO;2
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;NO;A;MASCULINO;1
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;NO;B;FEMENINO;3
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;NO;B;MASCULINO;3
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;NO;C;FEMENINO;1
12;12. CABECERA DEL LLANO;121;QUEBRADA PAN DE AZUCAR;NO;C;MASCULINO;4
12;12. CABECERA DEL LLANO;123;CABECERA DEL LLANO;NO;B;FEMENINO;1
12;12. CABECERA DEL LLANO;123;CABECERA DEL LLANO;NO;B;MASCULINO;2
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;NO;A;FEMENINO;2
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;NO;B;FEMENINO;1
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;NO;C;FEMENINO;1
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;NO;C;MASCULINO;1
