Cod_comuna_x;NOM_COMUNA;Cod_barrio;NOM_BARRIO;BARRIO_AT;Grupo;sexo_persona;personas
12;12. CABECERA DEL LLANO;126;PAN DE AZUCAR;NO;D;FEMENINO;2
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;NO;A;FEMENINO;3
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;NO;B;FEMENINO;3
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;NO;B;MASCULINO;2
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;NO;C;FEMENINO;4
12;12. CABECERA DEL LLANO;136;SOTOMAYOR;NO;C;MASCULINO;3
12;12. CABECERA DEL LLANO;138;BOLARQUI;NO;B;FEMENINO;1
12;12. CABECERA DEL LLANO;138;BOLARQUI;NO;B;MASCULINO;1
12;12. CABECERA DEL LLANO;138;BOLARQUI;NO;C;FEMENINO;2
12;12. CABECERA DEL LLANO;139;MERCEDES;NO;B;FEMENINO;2
12;12. CABECERA DEL LLANO;139;MERCEDES;NO;C;FEMENINO;2
12;12. CABECERA DEL LLANO;139;MERCEDES;NO;C;MASCULINO;3
12;12. CABECERA DEL LLANO;139;MERCEDES;NO;D;FEMENINO;1
12;12. CABECERA DEL LLANO;140;CONUCOS;NO;B;FEMENINO;2
12;12. CABECERA DEL LLANO;140;CONUCOS;NO;B;MASCULINO;1
12;12. CABECERA DEL LLANO;140;CONUCOS;NO;C;MASCULINO;1
12;12. CABECERA DEL LLANO;161;PUERTA DEL SOL;NO;C;FEMENINO;2
13;13. ORIENTAL;100;SAN ALONSO;NO;A;FEMENINO;23
13;13. ORIENTAL;100;SAN ALONSO;NO;A;MASCULINO;19
13;13. ORIENTAL;100;SAN ALONSO;NO;B;FEMENINO;43
13;13. ORIENTAL;100;SAN ALONSO;NO;B;MASCULINO;32
13;13. ORIENTAL;100;SAN ALONSO;NO;C;FEMENINO;20
13;13. ORIENTAL;100;SAN ALONSO;NO;C;MASCULINO;16
13;13. ORIENTAL;100;SAN ALONSO;NO;D;FEMENINO;1
13;13. ORIENTAL;100;SAN ALONSO;NO;D;MASCULINO;3
13;13. ORIENTAL;102;LOS PINOS;NO;A;FEMENINO;2
13;13. ORIENTAL;102;LOS PINOS;NO;A;MASCULINO;2
13;13. ORIENTAL;118;LAS AMERICAS;NO;B;FEMENINO;1
13;13. ORIENTAL;118;LAS AMERICAS;NO;C;MASCULINO;1
13;13. ORIENTAL;120;ALVAREZ;NO;A;FEMENINO;13
13;13. ORIENTAL;120;ALVAREZ;NO;A;MASCULINO;11
13;13. ORIENTAL;120;ALVAREZ;NO;B;FEMENINO;16
13;13. ORIENTAL;120;ALVAREZ;NO;B;MASCULINO;13
13;13. ORIENTAL;120;ALVAREZ;NO;C;FEMENINO;24
13;13. ORIENTAL;120;ALVAREZ;NO;C;MASCULINO;24
13;13. ORIENTAL;120;ALVAREZ;NO;D;FEMENINO;4
13;13. ORIENTAL;120;ALVAREZ;NO;D;MASCULINO;3
13;13. ORIENTAL;122;EL PRADO;NO;A;FEMENINO;2
13;13. ORIENTAL;122;EL PRADO;NO;A;MASCULINO;1
13;13. ORIENTAL;122;EL PRADO;NO;B;FEMENINO;1
13;13. ORIENTAL;122;EL PRADO;NO;B;MASCULINO;1
13;13. ORIENTAL;122;EL PRADO;NO;C;FEMENINO;2
13;13. ORIENTAL;122;EL PRADO;NO;C;MASCULINO;5
13;13. ORIENTAL;122;EL PRADO;NO;D;MASCULINO;2
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;A;FEMENINO;32
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;A;MASCULINO;33
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;B;FEMENINO;55
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;B;MASCULINO;50
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;C;FEMENINO;35
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;C;MASCULINO;52
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;D;FEMENINO;4
13;13. ORIENTAL;131;ANTONIA SANTOS CENTRO;NO;D;MASCULINO;9
13;13. ORIENTAL;132;MEJORAS PUBLICAS;NO;A;FEMENINO;2
13;13. ORIENTAL;132;MEJORAS PUBLICAS;NO;A;MASCULINO;1
13;13. ORIENTAL;132;MEJORAS PUBLICAS;NO;C;FEMENINO;1
13;13. ORIENTAL;132;MEJORAS PUBLICAS;NO;C;MASCULINO;1
13;13. ORIENTAL;132;MEJORAS PUBLICAS;NO;D;MASCULINO;1
13;13. ORIENTAL;133;LA AURORA;NO;A;FEMENINO;4
13;13. ORIENTAL;133;LA AURORA;NO;B;FEMENINO;1
13;13. ORIENTAL;133;LA AURORA;NO;B;MASCULINO;3
13;13. ORIENTAL;133;LA AURORA;NO;C;FEMENINO;2
13;13. ORIENTAL;133;LA AURORA;NO;C;MASCULINO;2
13;13. ORIENTAL;133;LA AURORA;NO;D;MASCULINO;1
13;13. ORIENTAL;274;BOLIVAR;NO;A;FEMENINO;6
13;13. ORIENTAL;274;BOLIVAR;NO;A;MASCULINO;10
13;13. ORIENTAL;274;BOLIVAR;NO;B;FEMENINO;6
13;13. ORIENTAL;274;BOLIVAR;NO;B;MASCULINO;7
13;13. ORIENTAL;274;BOLIVAR;NO;C;FEMENINO;8
13;13. ORIENTAL;274;BOLIVAR;NO;C;MASCULINO;8
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;A;FEMENINO;1
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;A;MASCULINO;3
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;B;FEMENINO;24
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;B;MASCULINO;27
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;C;FEMENINO;19
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;C;MASCULINO;15
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;D;FEMENINO;5
13;13. ORIENTAL;322;QUINTA BRIGADA;NO;D;MASCULINO;5
14;14. MORRORRICO;103;LA FLORA MORRORRICO;NO;B;MASCULINO;1
14;14. MORRORRICO;103;LA FLORA MORRORRICO;NO;C;MASCULINO;1
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;A;FEMENINO;32
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;A;MASCULINO;18
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;B;FEMENINO;88
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;B;MASCULINO;76
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;C;FEMENINO;84
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;C;MASCULINO;64
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;D;FEMENINO;13
14;14. MORRORRICO;104;EL VENADO DE ORO MORRORRICO;NO;D;MASCULINO;15
14;14. MORRORRICO;107;LOS SAUCES;NO;A;FEMENINO;12
14;14. MORRORRICO;107;LOS SAUCES;NO;A;MASCULINO;9
14;14. MORRORRICO;107;LOS SAUCES;NO;B;FEMENINO;10
14;14. MORRORRICO;107;LOS SAUCES;NO;B;MASCULINO;7
14;14. MORRORRICO;107;LOS SAUCES;NO;C;FEMENINO;1
14;14. MORRORRICO;107;LOS SAUCES;NO;C;MASCULINO;5
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;A;FEMENINO;101
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;A;MASCULINO;83
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;B;FEMENINO;325
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;B;MASCULINO;303
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;C;FEMENINO;205
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;C;MASCULINO;194
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;D;FEMENINO;20
14;14. MORRORRICO;108;LIMONCITO MORRORRICO;NO;D;MASCULINO;31
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;A;FEMENINO;50
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;A;MASCULINO;35
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;B;FEMENINO;158
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;B;MASCULINO;124
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;C;FEMENINO;188
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;C;MASCULINO;148
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;D;FEMENINO;32
14;14. MORRORRICO;109;VEGAS DE MORRORRICO;NO;D;MASCULINO;31
14;14. MORRORRICO;110;MORRORRICO;NO;A;FEMENINO;41
14;14. MORRORRICO;110;MORRORRICO;NO;A;MASCULINO;31
14;14. MORRORRICO;110;MORRORRICO;NO;B;FEMENINO;101
14;14. MORRORRICO;110;MORRORRICO;NO;B;MASCULINO;85
14;14. MORRORRICO;110;MORRORRICO;NO;C;FEMENINO;78
14;14. MORRORRICO;110;MORRORRICO;NO;C;MASCULINO;72
14;14. MORRORRICO;110;MORRORRICO;NO;D;FEMENINO;6
14;14. MORRORRICO;110;MORRORRICO;NO;D;MASCULINO;7
14;14. MORRORRICO;112;EL DIVISO;NO;A;FEMENINO;76
14;14. MORRORRICO;112;EL DIVISO;NO;A;MASCULINO;58
14;14. MORRORRICO;112;EL DIVISO;NO;B;FEMENINO;226
14;14. MORRORRICO;112;EL DIVISO;NO;B;MASCULINO;156
14;14. MORRORRICO;112;EL DIVISO;NO;C;FEMENINO;326
14;14. MORRORRICO;112;EL DIVISO;NO;C;MASCULINO;258
14;14. MORRORRICO;112;EL DIVISO;NO;D;FEMENINO;37
14;14. MORRORRICO;112;EL DIVISO;NO;D;MASCULINO;43
14;14. MORRORRICO;114;BUENOS AIRES;SI;A;FEMENINO;419
14;14. MORRORRICO;114;BUENOS AIRES;SI;A;MASCULINO;333
14;14. MORRORRICO;114;BUENOS AIRES;SI;B;FEMENINO;797
14;14. MORRORRICO;114;BUENOS AIRES;SI;B;MASCULINO;667
14;14. MORRORRICO;114;BUENOS AIRES;SI;C;FEMENINO;583
14;14. MORRORRICO;114;BUENOS AIRES;SI;C;MASCULINO;540
14;14. MORRORRICO;114;BUENOS AIRES;SI;D;FEMENINO;56
14;14. MORRORRICO;114;BUENOS AIRES;SI;D;MASCULINO;81
14;14. MORRORRICO;115;BUENAVISTA;NO;A;FEMENINO;129
14;14. MORRORRICO;115;BUENAVISTA;NO;A;MASCULINO;107
14;14. MORRORRICO;115;BUENAVISTA;NO;B;FEMENINO;352
14;14. MORRORRICO;115;BUENAVISTA;NO;B;MASCULINO;312
14;14. MORRORRICO;115;BUENAVISTA;NO;C;FEMENINO;271
14;14. MORRORRICO;115;BUENAVISTA;NO;C;MASCULINO;262
14;14. MORRORRICO;115;BUENAVISTA;NO;D;FEMENINO;35
14;14. MORRORRICO;115;BUENAVISTA;NO;D;MASCULINO;46
14;14. MORRORRICO;116;MIRAFLORES;SI;A;FEMENINO;356
14;14. MORRORRICO;116;MIRAFLORES;SI;A;MASCULINO;263
14;14. MORRORRICO;116;MIRAFLORES;SI;B;FEMENINO;881
14;14. MORRORRICO;116;MIRAFLORES;SI;B;MASCULINO;735
14;14. MORRORRICO;116;MIRAFLORES;SI;C;FEMENINO;577
14;14. MORRORRICO;116;MIRAFLORES;SI;C;MASCULINO;515
14;14. MORRORRICO;116;MIRAFLORES;SI;D;FEMENINO;58
14;14. MORRORRICO;116;MIRAFLORES;SI;D;MASCULINO;74
14;14. MORRORRICO;117;ALBANIA;NO;A;FEMENINO;205
14;14. MORRORRICO;117;ALBANIA;NO;A;MASCULINO;177
14;14. MORRORRICO;117;ALBANIA;NO;B;FEMENINO;569
14;14. MORRORRICO;117;ALBANIA;NO;B;MASCULINO;497
14;14. MORRORRICO;117;ALBANIA;NO;C;FEMENINO;584
14;14. MORRORRICO;117;ALBANIA;NO;C;MASCULINO;491
14;14. MORRORRICO;117;ALBANIA;NO;D;FEMENINO;96
14;14. MORRORRICO;117;ALBANIA;NO;D;MASCULINO;66
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;A;FEMENINO;137
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;A;MASCULINO;109
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;B;FEMENINO;305
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;B;MASCULINO;271
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;C;FEMENINO;217
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;C;MASCULINO;224
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;D;FEMENINO;19
14;14. MORRORRICO;360;EL RETIRO MORRORRICO;NO;D;MASCULINO;25
14;14. MORRORRICO;369;MIRAMANGA;NO;A;FEMENINO;100
14;14. MORRORRICO;369;MIRAMANGA;NO;A;MASCULINO;76
14;14. MORRORRICO;369;MIRAMANGA;NO;B;FEMENINO;137
14;14. MORRORRICO;369;MIRAMANGA;NO;B;MASCULINO;105
14;14. MORRORRICO;369;MIRAMANGA;NO;C;FEMENINO;74
14;14. MORRORRICO;369;MIRAMANGA;NO;C;MASCULINO;69
14;14. MORRORRICO;369;MIRAMANGA;NO;D;FEMENINO;1
14;14. MORRORRICO;369;MIRAMANGA;NO;D;MASCULINO;1
15;15. CENTRO;130;CENTRO;NO;A;FEMENINO;41
15;15. CENTRO;130;CENTRO;NO;A;MASCULINO;42
15;15. CENTRO;130;CENTRO;NO;B;FEMENINO;54
15;15. CENTRO;130;CENTRO;NO;B;MASCULINO;62
15;15. CENTRO;130;CENTRO;NO;C;FEMENINO;18
15;15. CENTRO;130;CENTRO;NO;C;MASCULINO;38
15;15. CENTRO;130;CENTRO;NO;D;MASCULINO;3
15;15. CENTRO;141;GARCIA ROVIRA;NO;A;FEMENINO;25
15;15. CENTRO;141;GARCIA ROVIRA;NO;A;MASCULINO;19
15;15. CENTRO;141;GARCIA ROVIRA;NO;B;FEMENINO;31
15;15. CENTRO;141;GARCIA ROVIRA;NO;B;MASCULINO;29
15;15. CENTRO;141;GARCIA ROVIRA;NO;C;FEMENINO;13
15;15. CENTRO;141;GARCIA ROVIRA;NO;C;MASCULINO;7
15;15. CENTRO;141;GARCIA ROVIRA;NO;D;MASCULINO;1
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;NO;B;FEMENINO;1
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;NO;B;MASCULINO;1
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;NO;C;MASCULINO;1
16;16. LAGOS DEL CACIQUE;215;PORTON DEL TEJAR;NO;D;MASCULINO;1
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;NO;A;FEMENINO;2
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;NO;A;MASCULINO;3
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;NO;B;FEMENINO;1
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;NO;B;MASCULINO;2
16;16. LAGOS DEL CACIQUE;216;ALTOS DEL CACIQUE;NO;C;FEMENINO;2
16;16. LAGOS DEL CACIQUE;217;HACIENDA SAN JUAN;NO;A;FEMENINO;2
16;16. LAGOS DEL CACIQUE;217;HACIENDA SAN JUAN;NO;A;MASCULINO;1
16;16. LAGOS DEL CACIQUE;217;HACIENDA SAN JUAN;NO;C;FEMENINO;1
16;16. LAGOS DEL CACIQUE;217;HACIENDA SAN JUAN;NO;C;MASCULINO;4
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;A;FEMENINO;29
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;A;MASCULINO;19
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;B;FEMENINO;45
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;B;MASCULINO;37
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;C;FEMENINO;83
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;C;MASCULINO;83
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;D;FEMENINO;10
16;16. LAGOS DEL CACIQUE;218;SAN EXPEDITO;NO;D;MASCULINO;11
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;NO;A;FEMENINO;2
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;NO;A;MASCULINO;5
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;NO;B;FEMENINO;10
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;NO;B;MASCULINO;5
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;NO;C;FEMENINO;2
16;16. LAGOS DEL CACIQUE;219;SANTA BARBARA CASAS;NO;C;MASCULINO;4
16;16. LAGOS DEL CACIQUE;315;LAGOS DEL CACIQUE;NO;A;FEMENINO;3
16;16. LAGOS DEL CACIQUE;315;LAGOS DEL CACIQUE;NO;A;MASCULINO;4
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;A;FEMENINO;4
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;A;MASCULINO;3
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;B;FEMENINO;1
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;B;MASCULINO;1
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;C;FEMENINO;11
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;C;MASCULINO;11
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;D;FEMENINO;3
16;16. LAGOS DEL CACIQUE;341;BOSQUE DEL CACIQUE;NO;D;MASCULINO;2
17;17. MUTIS;164;MUTIS;NO;A;FEMENINO;117
17;17. MUTIS;164;MUTIS;NO;A;MASCULINO;84
17;17. MUTIS;164;MUTIS;NO;B;FEMENINO;150
17;17. MUTIS;164;MUTIS;NO;B;MASCULINO;107
17;17. MUTIS;164;MUTIS;NO;C;FEMENINO;104
17;17. MUTIS;164;MUTIS;NO;C;MASCULINO;80
17;17. MUTIS;164;MUTIS;NO;D;FEMENINO;6
17;17. MUTIS;164;MUTIS;NO;D;MASCULINO;5
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;A;FEMENINO;9
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;A;MASCULINO;5
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;B;FEMENINO;17
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;B;MASCULINO;11
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;C;FEMENINO;7
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;C;MASCULINO;7
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;D;FEMENINO;1
17;17. MUTIS;165;BRISAS DEL MUTIS;NO;D;MASCULINO;1
17;17. MUTIS;166;MONTERREDONDO;NO;A;FEMENINO;45
17;17. MUTIS;166;MONTERREDONDO;NO;A;MASCULINO;33
17;17. MUTIS;166;MONTERREDONDO;NO;B;FEMENINO;243
17;17. MUTIS;166;MONTERREDONDO;NO;B;MASCULINO;168
17;17. MUTIS;166;MONTERREDONDO;NO;C;FEMENINO;322
17;17. MUTIS;166;MONTERREDONDO;NO;C;MASCULINO;242
17;17. MUTIS;166;MONTERREDONDO;NO;D;FEMENINO;81
17;17. MUTIS;166;MONTERREDONDO;NO;D;MASCULINO;52
17;17. MUTIS;168;FUNDADORES I Y II;NO;A;FEMENINO;3
17;17. MUTIS;168;FUNDADORES I Y II;NO;A;MASCULINO;1
17;17. MUTIS;168;FUNDADORES I Y II;NO;B;FEMENINO;2
17;17. MUTIS;168;FUNDADORES I Y II;NO;C;FEMENINO;4
17;17. MUTIS;168;FUNDADORES I Y II;NO;C;MASCULINO;2
17;17. MUTIS;170;MANZANARES;NO;B;FEMENINO;8
17;17. MUTIS;170;MANZANARES;NO;B;MASCULINO;8
17;17. MUTIS;170;MANZANARES;NO;C;FEMENINO;8
17;17. MUTIS;170;MANZANARES;NO;C;MASCULINO;8
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;A;FEMENINO;10
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;A;MASCULINO;11
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;B;FEMENINO;15
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;B;MASCULINO;10
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;C;FEMENINO;19
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;C;MASCULINO;15
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;D;FEMENINO;1
17;17. MUTIS;172;PRADOS DEL MUTIS;NO;D;MASCULINO;1
17;17. MUTIS;173;ESTORAQUES;SI;A;FEMENINO;249
17;17. MUTIS;173;ESTORAQUES;SI;A;MASCULINO;178
17;17. MUTIS;173;ESTORAQUES;SI;B;FEMENINO;628
17;17. MUTIS;173;ESTORAQUES;SI;B;MASCULINO;585
17;17. MUTIS;173;ESTORAQUES;SI;C;FEMENINO;708
17;17. MUTIS;173;ESTORAQUES;SI;C;MASCULINO;678
17;17. MUTIS;173;ESTORAQUES;SI;D;FEMENINO;106
17;17. MUTIS;173;ESTORAQUES;SI;D;MASCULINO;115
17;17. MUTIS;173;ESTORAQUES;SI;(blank);FEMENINO;8
17;17. MUTIS;173;ESTORAQUES;SI;(blank);MASCULINO;4
17;17. MUTIS;176;LOS HEROES;NO;A;FEMENINO;23
17;17. MUTIS;176;LOS HEROES;NO;A;MASCULINO;10
17;17. MUTIS;176;LOS HEROES;NO;B;FEMENINO;10
17;17. MUTIS;176;LOS HEROES;NO;B;MASCULINO;7
17;17. MUTIS;176;LOS HEROES;NO;C;FEMENINO;19
17;17. MUTIS;176;LOS HEROES;NO;C;MASCULINO;14
17;17. MUTIS;176;LOS HEROES;NO;D;FEMENINO;3
17;17. MUTIS;176;LOS HEROES;NO;D;MASCULINO;4
17;17. MUTIS;363;LA GRAN LADERA;NO;A;FEMENINO;28
17;17. MUTIS;363;LA GRAN LADERA;NO;A;MASCULINO;18
17;17. MUTIS;363;LA GRAN LADERA;NO;B;FEMENINO;133
17;17. MUTIS;363;LA GRAN LADERA;NO;B;MASCULINO;101
17;17. MUTIS;363;LA GRAN LADERA;NO;C;FEMENINO;146
17;17. MUTIS;363;LA GRAN LADERA;NO;C;MASCULINO;109
17;17. MUTIS;363;LA GRAN LADERA;NO;D;FEMENINO;35
17;17. MUTIS;363;LA GRAN LADERA;NO;D;MASCULINO;24
