COMUNA,BARRIO,CAPITULO,Count of capitulo
02. NORORIENTAL,BOSQUE NORTE,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,43
02. NORORIENTAL,BOSQUE NORTE,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,35
02. NORORIENTAL,BOSQUE NORTE,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,14
02. NORORIENTAL,BOSQUE NORTE,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
02. NORORIENTAL,BOSQUE NORTE,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,ESPERANZA I,Cap. 1 - DE LA SALUD PÚBLICA,2
02. NORORIENTAL,ESPERANZA I,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,2
02. NORORIENTAL,ESPERANZA I,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,106
02. NORORIENTAL,ESPERANZA I,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,58
02. NORORIENTAL,ESPERANZA I,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,19
02. NORORIENTAL,ESPERANZA I,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",2
02. NORORIENTAL,ESPERANZA I,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,2
02. NORORIENTAL,ESPERANZA I,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,ESPERANZA II,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,4
02. NORORIENTAL,ESPERANZA II,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,160
02. NORORIENTAL,ESPERANZA II,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,46
02. NORORIENTAL,ESPERANZA II,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,26
02. NORORIENTAL,ESPERANZA II,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",3
02. NORORIENTAL,ESPERANZA II,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,2
02. NORORIENTAL,ESPERANZA II,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,ESPERANZA II,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,ESPERANZA III,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,68
02. NORORIENTAL,ESPERANZA III,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
02. NORORIENTAL,ESPERANZA III,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,24
02. NORORIENTAL,ESPERANZA III,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,15
02. NORORIENTAL,ESPERANZA III,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
02. NORORIENTAL,ESPERANZA III,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
02. NORORIENTAL,ESPERANZA III,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 1 - DE LA SALUD PÚBLICA,1
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,1
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,54
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,43
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,4
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,5
02. NORORIENTAL,JOSE MARIA CORDOBA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,142
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,62
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,36
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,3
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,3
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,5
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,LA INDEPENDENCIA,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,1
02. NORORIENTAL,LA JUVENTUD,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,4
02. NORORIENTAL,LA JUVENTUD,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,153
02. NORORIENTAL,LA JUVENTUD,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
02. NORORIENTAL,LA JUVENTUD,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,134
02. NORORIENTAL,LA JUVENTUD,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,27
02. NORORIENTAL,LA JUVENTUD,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,2
02. NORORIENTAL,LA JUVENTUD,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,1
02. NORORIENTAL,LA JUVENTUD,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,10
02. NORORIENTAL,LA JUVENTUD,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,3
02. NORORIENTAL,LA JUVENTUD,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,LIZCANO I,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,17
02. NORORIENTAL,LIZCANO I,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,14
02. NORORIENTAL,LIZCANO I,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,5
02. NORORIENTAL,LIZCANO I,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,LIZCANO II,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,16
02. NORORIENTAL,LIZCANO II,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,5
02. NORORIENTAL,LIZCANO II,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,2
02. NORORIENTAL,LIZCANO II,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,5
02. NORORIENTAL,LIZCANO II,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,LOS ANGELES,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,58
02. NORORIENTAL,LOS ANGELES,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,30
02. NORORIENTAL,LOS ANGELES,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,12
02. NORORIENTAL,LOS ANGELES,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,1
02. NORORIENTAL,LOS ANGELES,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
02. NORORIENTAL,LOS ANGELES,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,LOS ANGELES,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,NUEVA COLOMBIA,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,15
02. NORORIENTAL,NUEVA COLOMBIA,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,14
02. NORORIENTAL,NUEVA COLOMBIA,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,6
02. NORORIENTAL,NUEVA COLOMBIA,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
02. NORORIENTAL,NUEVA COLOMBIA,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,OLAS II,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,1
02. NORORIENTAL,OLAS II,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,34
02. NORORIENTAL,OLAS II,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,7
02. NORORIENTAL,OLAS II,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,7
02. NORORIENTAL,REGADERO NORTE,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,96
02. NORORIENTAL,REGADERO NORTE,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,60
02. NORORIENTAL,REGADERO NORTE,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,20
02. NORORIENTAL,REGADERO NORTE,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
02. NORORIENTAL,REGADERO NORTE,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,2
02. NORORIENTAL,REGADERO NORTE,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,6
02. NORORIENTAL,REGADERO NORTE,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
02. NORORIENTAL,REGADERO NORTE,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,SAN CRISTOBAL,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,3
02. NORORIENTAL,SAN CRISTOBAL,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,56
02. NORORIENTAL,SAN CRISTOBAL,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,34
02. NORORIENTAL,SAN CRISTOBAL,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,8
02. NORORIENTAL,SAN CRISTOBAL,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
02. NORORIENTAL,SAN CRISTOBAL,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,4
02. NORORIENTAL,SAN CRISTOBAL,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
02. NORORIENTAL,TRANSICION,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,2
02. NORORIENTAL,TRANSICION,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,222
02. NORORIENTAL,TRANSICION,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,224
02. NORORIENTAL,TRANSICION,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,56
02. NORORIENTAL,TRANSICION,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
02. NORORIENTAL,TRANSICION,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,3
02. NORORIENTAL,TRANSICION,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,6
02. NORORIENTAL,TRANSICION,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),3
02. NORORIENTAL,VILLA HELENA I,Cap. 1 - DE LA SALUD PÚBLICA,3
02. NORORIENTAL,VILLA HELENA I,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,2
02. NORORIENTAL,VILLA HELENA I,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,85
02. NORORIENTAL,VILLA HELENA I,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,37
02. NORORIENTAL,VILLA HELENA I,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,10
02. NORORIENTAL,VILLA HELENA I,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
02. NORORIENTAL,VILLA HELENA I,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
02. NORORIENTAL,VILLA HELENA I,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),1
02. NORORIENTAL,VILLA HELENA II,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,16
02. NORORIENTAL,VILLA HELENA II,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
02. NORORIENTAL,VILLA HELENA II,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,5
02. NORORIENTAL,VILLA HELENA II,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,3
02. NORORIENTAL,VILLA HELENA II,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
02. NORORIENTAL,VILLA MERCEDES,Cap. 1 - DE LA SALUD PÚBLICA,1
02. NORORIENTAL,VILLA MERCEDES,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,74
02. NORORIENTAL,VILLA MERCEDES,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,114
02. NORORIENTAL,VILLA MERCEDES,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,16
02. NORORIENTAL,VILLA MERCEDES,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,2
02. NORORIENTAL,VILLA MERCEDES,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,7
02. NORORIENTAL,VILLA MERCEDES,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,1
03. SAN FRANCISCO,ALARCON,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",2
03. SAN FRANCISCO,ALARCON,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,11
03. SAN FRANCISCO,ALARCON,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,558
03. SAN FRANCISCO,ALARCON,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,4
03. SAN FRANCISCO,ALARCON,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,451
03. SAN FRANCISCO,ALARCON,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,150
03. SAN FRANCISCO,ALARCON,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,27
03. SAN FRANCISCO,ALARCON,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",3
03. SAN FRANCISCO,ALARCON,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,1
03. SAN FRANCISCO,ALARCON,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,66
03. SAN FRANCISCO,ALARCON,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
03. SAN FRANCISCO,ALARCON,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),6
03. SAN FRANCISCO,CHAPINERO,Cap. 1 - DE LA SALUD PÚBLICA,1
03. SAN FRANCISCO,CHAPINERO,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
03. SAN FRANCISCO,CHAPINERO,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,7
03. SAN FRANCISCO,CHAPINERO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,352
03. SAN FRANCISCO,CHAPINERO,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,1
03. SAN FRANCISCO,CHAPINERO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,299
03. SAN FRANCISCO,CHAPINERO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,159
03. SAN FRANCISCO,CHAPINERO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,16
03. SAN FRANCISCO,CHAPINERO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,18
03. SAN FRANCISCO,CHAPINERO,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),3
03. SAN FRANCISCO,CHAPINERO,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,1
03. SAN FRANCISCO,CINAL,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,8
03. SAN FRANCISCO,CINAL,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,7
03. SAN FRANCISCO,CINAL,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,4
03. SAN FRANCISCO,CINAL,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
03. SAN FRANCISCO,COMUNEROS,Cap. 1 - COMPORTAMIENTOS QUE AFECTAN LA INTEGRIDAD URBANÍSTICA,1
03. SAN FRANCISCO,COMUNEROS,Cap. 1 - DE LA SALUD PÚBLICA,2
03. SAN FRANCISCO,COMUNEROS,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",3
03. SAN FRANCISCO,COMUNEROS,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,5
03. SAN FRANCISCO,COMUNEROS,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,777
03. SAN FRANCISCO,COMUNEROS,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,5
03. SAN FRANCISCO,COMUNEROS,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,375
03. SAN FRANCISCO,COMUNEROS,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,250
03. SAN FRANCISCO,COMUNEROS,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,32
03. SAN FRANCISCO,COMUNEROS,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,2
03. SAN FRANCISCO,COMUNEROS,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,48
03. SAN FRANCISCO,COMUNEROS,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,9
03. SAN FRANCISCO,COMUNEROS,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),2
03. SAN FRANCISCO,COMUNEROS,Cap. 4 - EJEMPLARES CANINOS POTENCIALMENTE PELIGROSOS,2
03. SAN FRANCISCO,COMUNEROS,SIN REGISTRO,1
03. SAN FRANCISCO,MODELO,Cap. 1 - DE LA SALUD PÚBLICA,1
03. SAN FRANCISCO,MODELO,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,1
03. SAN FRANCISCO,MODELO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,40
03. SAN FRANCISCO,MODELO,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,2
03. SAN FRANCISCO,MODELO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,14
03. SAN FRANCISCO,MODELO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,17
03. SAN FRANCISCO,MODELO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,3
03. SAN FRANCISCO,MODELO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,2
03. SAN FRANCISCO,MODELO,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,2
03. SAN FRANCISCO,MUTUALIDAD,Cap. 1 - COMPORTAMIENTOS QUE AFECTAN LA INTEGRIDAD URBANÍSTICA,1
03. SAN FRANCISCO,MUTUALIDAD,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,3
03. SAN FRANCISCO,MUTUALIDAD,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,131
03. SAN FRANCISCO,MUTUALIDAD,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,2
03. SAN FRANCISCO,MUTUALIDAD,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,106
03. SAN FRANCISCO,MUTUALIDAD,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,43
03. SAN FRANCISCO,MUTUALIDAD,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,9
03. SAN FRANCISCO,MUTUALIDAD,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,15
03. SAN FRANCISCO,MUTUALIDAD,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),4
03. SAN FRANCISCO,NORTE BAJO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,4
03. SAN FRANCISCO,NORTE BAJO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,1
03. SAN FRANCISCO,NORTE BAJO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,4
03. SAN FRANCISCO,NORTE BAJO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,1
03. SAN FRANCISCO,PUERTORICO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,30
03. SAN FRANCISCO,PUERTORICO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,30
03. SAN FRANCISCO,PUERTORICO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,3
03. SAN FRANCISCO,PUERTORICO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,1
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 1 - DE LA SALUD PÚBLICA,20
03. SAN FRANCISCO,SAN FRANCISCO,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",6
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,16
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,737
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,10
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,885
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,359
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,78
03. SAN FRANCISCO,SAN FRANCISCO,"Cap. 2 - RECURSO HÍDRICO, FAUNA, FLORA Y AIRE",1
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 3 - ARTÍCULOS PIROTÉCNICOS Y SUSTANCIAS PELIGROSAS,3
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,135
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 3 - CONVIVENCIA EN LOS SISTEMAS DE TRANSPORTE MOTORIZADOS,11
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,9
03. SAN FRANCISCO,SAN FRANCISCO,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),3
03. SAN FRANCISCO,SAN FRANCISCO,SIN REGISTRO,1
03. SAN FRANCISCO,SAN RAFAEL,Cap. 1 - DE LA SALUD PÚBLICA,1
03. SAN FRANCISCO,SAN RAFAEL,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",2
03. SAN FRANCISCO,SAN RAFAEL,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,405
03. SAN FRANCISCO,SAN RAFAEL,Cap. 2 - DE LA SEGURIDAD EN LOS SERVICIOS PÚBLICOS,3
03. SAN FRANCISCO,SAN RAFAEL,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,298
03. SAN FRANCISCO,SAN RAFAEL,Cap. 2 - DEL CUIDADO E INTEGRIDAD DEL ESPACIO PÚBLICO,376
03. SAN FRANCISCO,SAN RAFAEL,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,10
03. SAN FRANCISCO,SAN RAFAEL,Cap. 3 - COMPORTAMIENTOS QUE AFECTAN LA ACTIVIDAD ECONÓMICA,10
03. SAN FRANCISCO,SAN RAFAEL,Cap. 3 - DE LA CONVIVENCIA DE LAS PERSONAS CON ANIMALES,4
03. SAN FRANCISCO,SAN RAFAEL,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),3
03. SAN FRANCISCO,UNIVERSIDAD,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",1
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,14
03. SAN FRANCISCO,UNIVERSIDAD,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,496
