Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_barrio;NOM_BARRIO;LLAVE;GEOJSON_BARRIO;BARRIO_AT;personas
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;0;2005
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;0;287
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;0;1208
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;0;277
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;0;3683
8;0;SIN CORREGIMIENTO;183;PEÑON DEL VALLE;8-PEÑON DEL VALLE;0;0;5
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;0;457
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;0;305
8;0;SIN CORREGIMIENTO;191;LA VICTORIA;8-LA VICTORIA;0;0;7
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;0;838
8;0;SIN CORREGIMIENTO;195;PABLO VI;8-PABLO VI;0;0;2231
8;0;SIN CORREGIMIENTO;196;AFRIKA;8-AFRIKA;ASENTAMIENTO EL AFRICA;0;261
8;0;SIN CORREGIMIENTO;197;20 DE JULIO;8-20 DE JULIO;ASENTAMIENTO 20 DE JULIO;0;97
8;0;SIN CORREGIMIENTO;198;EL FONCE;8-EL FONCE;0;0;8
8;0;SIN CORREGIMIENTO;199;JUAN XXIII;8-JUAN XXIII;0;0;1247
8;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;8-SAN IGNACIO REAL;0;0;4
8;0;SIN CORREGIMIENTO;333;23 DE JUNIO;8-23 DE JUNIO;0;0;3
8;0;SIN CORREGIMIENTO;349;JUAN XXIII CANCHA LA GUACAMAYA;8-JUAN XXIII CANCHA LA GUACAMAYA;0;0;58
9;0;SIN CORREGIMIENTO;192;LA SALLE;9-LA SALLE;0;0;11
9;0;SIN CORREGIMIENTO;193;NUEVA GRANADA;9-NUEVA GRANADA;0;0;383
9;0;SIN CORREGIMIENTO;200;ANTONIA SANTOS SUR;9-ANTONIA SANTOS SUR;0;0;110
9;0;SIN CORREGIMIENTO;201;QUEBRADA LA IGLESIA;9-QUEBRADA LA IGLESIA;QUEBRADA LA IGLESIA I;SI;416
9;0;SIN CORREGIMIENTO;202;SAN PEDRO;9-SAN PEDRO;SAN PEDRO CLAVER;SI;706
9;0;SIN CORREGIMIENTO;203;SAN MARTIN;9-SAN MARTIN;SAN MARTIN;SI;1686
9;0;SIN CORREGIMIENTO;204;EL SOL I Y II;9-EL SOL I Y II;0;0;687
9;0;SIN CORREGIMIENTO;205;GUAYACANES;9-GUAYACANES;0;0;6
9;0;SIN CORREGIMIENTO;207;LA PEDREGOSA;9-LA PEDREGOSA;0;0;187
9;0;SIN CORREGIMIENTO;208;DIAMANTE I;9-DIAMANTE I;0;0;65
9;0;SIN CORREGIMIENTO;209;LAS CASITAS;9-LAS CASITAS;0;0;279
9;0;SIN CORREGIMIENTO;210;VILLA INES;9-VILLA INES;0;0;14
9;0;SIN CORREGIMIENTO;211;ASTURIAS;9-ASTURIAS;ASTURIAS II;0;4
9;0;SIN CORREGIMIENTO;213;LA LIBERTAD;9-LA LIBERTAD;0;0;181
9;0;SIN CORREGIMIENTO;239;MANUELA BELTRAN ;9-MANUELA BELTRAN ;0;0;4
9;0;SIN CORREGIMIENTO;288;PORTOFINO;9-PORTOFINO;0;0;1
9;0;SIN CORREGIMIENTO;316;MIRADOR DE SAN LORENZO;9-MIRADOR DE SAN LORENZO;0;0;5
10;0;SIN CORREGIMIENTO;0;BARRIO_S4;10-BARRIO_S4;0;0;3
10;0;SIN CORREGIMIENTO;182;BUCARAMANGA;10-BUCARAMANGA;0;0;3
10;0;SIN CORREGIMIENTO;220;DIAMANTE II;10-DIAMANTE II;0;0;43
10;0;SIN CORREGIMIENTO;221;SAN LUIS;10-SAN LUIS;0;0;36
10;0;SIN CORREGIMIENTO;222;PROVENZA;10-PROVENZA;0;0;57
10;0;SIN CORREGIMIENTO;225;EL CRISTAL;10-EL CRISTAL;0;0;3607
10;0;SIN CORREGIMIENTO;226;GRANJAS DE PROVENZA;10-GRANJAS DE PROVENZA;0;0;1231
10;0;SIN CORREGIMIENTO;227;GRANJAS DE JULIO RINCON;10-GRANJAS DE JULIO RINCON;0;0;1
10;0;SIN CORREGIMIENTO;228;EL ROCIO;10-EL ROCIO;0;0;1
10;0;SIN CORREGIMIENTO;233;"LUZ DE SALVACION BAJO		";"10-LUZ DE SALVACION BAJO		";0;0;120
10;0;SIN CORREGIMIENTO;234;DELICIAS ALTAS Y BAJAS SUR;10-DELICIAS ALTAS Y BAJAS SUR;0;0;4
10;0;SIN CORREGIMIENTO;243;CIUDAD VENECIA ;10-CIUDAD VENECIA ;0;0;5
10;0;SIN CORREGIMIENTO;284;FONTANA;10-FONTANA;0;0;12
10;0;SIN CORREGIMIENTO;317;NUEVA FONTANA;10-NUEVA FONTANA;0;0;8
10;0;SIN CORREGIMIENTO;326;VIVEROS DE PROVENZA;10-VIVEROS DE PROVENZA;0;0;463
10;0;SIN CORREGIMIENTO;327;LUZ DE SALVACION ALTO;10-LUZ DE SALVACION ALTO;0;0;2116
10;0;SIN CORREGIMIENTO;331;BRISAS DE PROVENZA ;10-BRISAS DE PROVENZA ;0;0;1361
11;0;SIN CORREGIMIENTO;9;LAS DELICIAS;11-LAS DELICIAS;0;0;3
11;0;SIN CORREGIMIENTO;12;CAFE MADRID EL TUNEL;11-CAFE MADRID EL TUNEL;0;0;5
11;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;11-ALFONSO LOPEZ;0;0;1
11;0;SIN CORREGIMIENTO;174;EL BUENO;11-EL BUENO;0;0;7
11;0;SIN CORREGIMIENTO;194;CORDONCILLO I;11-CORDONCILLO I;0;0;1
11;0;SIN CORREGIMIENTO;222;PROVENZA;11-PROVENZA;0;0;4
11;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;11-PORVENIR BAJO;0;0;33
11;0;SIN CORREGIMIENTO;225;EL CRISTAL;11-EL CRISTAL;0;0;2
11;0;SIN CORREGIMIENTO;226;GRANJAS DE PROVENZA;11-GRANJAS DE PROVENZA;0;0;22
11;0;SIN CORREGIMIENTO;227;GRANJAS DE JULIO RINCON;11-GRANJAS DE JULIO RINCON;0;0;715
11;0;SIN CORREGIMIENTO;228;EL ROCIO;11-EL ROCIO;0;0;813
11;0;SIN CORREGIMIENTO;229;VILLA SARA;11-VILLA SARA;0;0;21
11;0;SIN CORREGIMIENTO;230;VILLA ALICIA;11-VILLA ALICIA;0;0;24
11;0;SIN CORREGIMIENTO;231;TOLEDO PLATA ;11-TOLEDO PLATA ;0;0;672
11;0;SIN CORREGIMIENTO;232;DANGOND;11-DANGOND;0;0;504
11;0;SIN CORREGIMIENTO;233;"LUZ DE SALVACION BAJO		";"11-LUZ DE SALVACION BAJO		";0;0;756
11;0;SIN CORREGIMIENTO;234;DELICIAS ALTAS Y BAJAS SUR;11-DELICIAS ALTAS Y BAJAS SUR;0;0;133
11;0;SIN CORREGIMIENTO;236;VILLA CANDADO;11-VILLA CANDADO;0;0;63
11;0;SIN CORREGIMIENTO;237;MALPASO;11-MALPASO;0;0;357
11;0;SIN CORREGIMIENTO;238;EL PORVENIR;11-EL PORVENIR;0;0;299
11;0;SIN CORREGIMIENTO;239;MANUELA BELTRAN ;11-MANUELA BELTRAN ;0;0;1410
11;0;SIN CORREGIMIENTO;240;IGSABELAR;11-IGSABELAR;0;0;186
11;0;SIN CORREGIMIENTO;241;SANTAMARIA;11-SANTAMARIA;0;0;992
11;0;SIN CORREGIMIENTO;242;COAVICONSA;11-COAVICONSA;0;0;64
11;0;SIN CORREGIMIENTO;243;CIUDAD VENECIA ;11-CIUDAD VENECIA ;0;0;445
11;0;SIN CORREGIMIENTO;244;VILLA FLOR;11-VILLA FLOR;0;0;38
11;0;SIN CORREGIMIENTO;290;LOS CONQUISTADORES;11-LOS CONQUISTADORES;0;0;899
11;0;SIN CORREGIMIENTO;326;VIVEROS DE PROVENZA;11-VIVEROS DE PROVENZA;0;0;11
11;0;SIN CORREGIMIENTO;331;BRISAS DE PROVENZA ;11-BRISAS DE PROVENZA ;0;0;19
11;0;SIN CORREGIMIENTO;340;GRANJAS REAGAN;11-GRANJAS REAGAN;0;0;700
11;0;SIN CORREGIMIENTO;344;BALCONES DEL SUR;11-BALCONES DEL SUR;0;0;771
11;0;SIN CORREGIMIENTO;346;JARDINES DE ALTAGRACIA;11-JARDINES DE ALTAGRACIA;0;0;1
11;0;SIN CORREGIMIENTO;347;BRISAS DEL PARAISO ;11-BRISAS DEL PARAISO ;0;0;917
11;0;SIN CORREGIMIENTO;352;VILLAREAL;11-VILLAREAL;0;0;806
11;0;SIN CORREGIMIENTO;361;VILLAS DEL NOGAL;11-VILLAS DEL NOGAL;0;0;978
11;0;SIN CORREGIMIENTO;362;PUNTA PARAISO;11-PUNTA PARAISO;0;0;905
11;0;SIN CORREGIMIENTO;367;BRISAS DEL PALMAR;11-BRISAS DEL PALMAR;0;0;239
11;0;SIN CORREGIMIENTO;999999;BARRIO_S4;11-BARRIO_S4;0;0;11
12;0;SIN CORREGIMIENTO;121;QUEBRADA PAN DE AZUCAR;12-QUEBRADA PAN DE AZUCAR;0;0;14
12;0;SIN CORREGIMIENTO;123;CABECERA DEL LLANO;12-CABECERA DEL LLANO;0;0;3
12;0;SIN CORREGIMIENTO;126;PAN DE AZUCAR;12-PAN DE AZUCAR;0;0;7
12;0;SIN CORREGIMIENTO;135;LA CONCORDIA;12-LA CONCORDIA;0;0;15
12;0;SIN CORREGIMIENTO;136;SOTOMAYOR;12-SOTOMAYOR;0;0;15
12;0;SIN CORREGIMIENTO;138;BOLARQUI;12-BOLARQUI;0;0;4
12;0;SIN CORREGIMIENTO;139;MERCEDES;12-MERCEDES;0;0;8
12;0;SIN CORREGIMIENTO;140;CONUCOS;12-CONUCOS;0;0;4
12;0;SIN CORREGIMIENTO;161;PUERTA DEL SOL;12-PUERTA DEL SOL;0;0;2
12;0;SIN CORREGIMIENTO;201;QUEBRADA LA IGLESIA;12-QUEBRADA LA IGLESIA;0;0;5
13;0;SIN CORREGIMIENTO;2;EL PAULON VILLA LINA;13-EL PAULON VILLA LINA;EL PABLÓN;SI;3
13;0;SIN CORREGIMIENTO;3;COLORADOS;13-COLORADOS;0;0;8
13;0;SIN CORREGIMIENTO;32;MARIA PAZ;13-MARIA PAZ;0;0;5
13;0;SIN CORREGIMIENTO;51;LIZCANO I Y II;13-LIZCANO I Y II;0;0;13
13;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;13-TRANSICION I AL V;0;0;5
13;0;SIN CORREGIMIENTO;75;SAN RAFAEL;13-SAN RAFAEL;0;0;1
13;0;SIN CORREGIMIENTO;76;CHAPINERO;13-CHAPINERO;0;0;1
13;0;SIN CORREGIMIENTO;79;LA FERIA;13-LA FERIA;0;0;3
13;0;SIN CORREGIMIENTO;95;COMUNEROS;13-COMUNEROS;0;0;1
13;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;13-SAN FRANCISCO;0;0;1
13;0;SIN CORREGIMIENTO;99;ALARCON;13-ALARCON;0;0;1
13;0;SIN CORREGIMIENTO;100;SAN ALONSO;13-SAN ALONSO;0;0;157
13;0;SIN CORREGIMIENTO;102;LOS PINOS;13-LOS PINOS;0;0;4
13;0;SIN CORREGIMIENTO;104;EL VENADO DE ORO MORRORRICO;13-EL VENADO DE ORO MORRORRICO;0;0;1
13;0;SIN CORREGIMIENTO;107;LOS SAUCES;13-LOS SAUCES;0;0;246
13;0;SIN CORREGIMIENTO;110;MORRORRICO;13-MORRORRICO;0;0;3
13;0;SIN CORREGIMIENTO;112;EL DIVISO;13-EL DIVISO;0;0;3
13;0;SIN CORREGIMIENTO;113;PUERTO RICO;13-PUERTO RICO;0;0;306
13;0;SIN CORREGIMIENTO;116;MIRAFLORES;13-MIRAFLORES;0;0;8
13;0;SIN CORREGIMIENTO;117;ALBANIA;13-ALBANIA;0;0;28
13;0;SIN CORREGIMIENTO;118;LAS AMERICAS;13-LAS AMERICAS;0;0;2
13;0;SIN CORREGIMIENTO;119;GALAN;13-GALAN;0;0;11
13;0;SIN CORREGIMIENTO;120;ALVAREZ;13-ALVAREZ;ALVAREZ LAS AMERICAS;0;108
13;0;SIN CORREGIMIENTO;122;EL PRADO;13-EL PRADO;0;0;14
13;0;SIN CORREGIMIENTO;130;CENTRO;13-CENTRO;0;0;59
13;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;13-ANTONIA SANTOS CENTRO;0;0;270
13;0;SIN CORREGIMIENTO;132;MEJORAS PUBLICAS;13-MEJORAS PUBLICAS;0;0;6
13;0;SIN CORREGIMIENTO;133;LA AURORA;13-LA AURORA;0;0;13
13;0;SIN CORREGIMIENTO;136;SOTOMAYOR;13-SOTOMAYOR;0;0;3
13;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;13-ALFONSO LOPEZ;0;0;3
13;0;SIN CORREGIMIENTO;143;LA JOYA;13-LA JOYA;0;0;2
13;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;13-CAMPO HERMOSO;0;0;10
13;0;SIN CORREGIMIENTO;154;EL PANTANO II;13-EL PANTANO II;0;0;5
13;0;SIN CORREGIMIENTO;164;MUTIS;13-MUTIS;0;0;1
13;0;SIN CORREGIMIENTO;173;ESTORAQUES;13-ESTORAQUES;0;0;12
13;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;13-SAN GERARDO I Y II;0;0;4
13;0;SIN CORREGIMIENTO;179;COLOMBIA;13-COLOMBIA;0;0;5
13;0;SIN CORREGIMIENTO;182;BUCARAMANGA;13-BUCARAMANGA;0;0;4
13;0;SIN CORREGIMIENTO;184;LAURELES;13-LAURELES;0;0;12
13;0;SIN CORREGIMIENTO;196;AFRIKA;13-AFRIKA;ASENTAMIENTO EL AFRICA;0;2
13;0;SIN CORREGIMIENTO;200;ANTONIA SANTOS SUR;13-ANTONIA SANTOS SUR;0;0;9
13;0;SIN CORREGIMIENTO;202;SAN PEDRO;13-SAN PEDRO;0;0;5
13;0;SIN CORREGIMIENTO;222;PROVENZA;13-PROVENZA;0;0;2
13;0;SIN CORREGIMIENTO;233;"LUZ DE SALVACION BAJO		";"13-LUZ DE SALVACION BAJO		";0;0;5
13;0;SIN CORREGIMIENTO;239;MANUELA BELTRAN ;13-MANUELA BELTRAN ;0;0;2
13;0;SIN CORREGIMIENTO;274;BOLIVAR;13-BOLIVAR;0;0;45
13;0;SIN CORREGIMIENTO;278;12 DE OCTUBRE;13-12 DE OCTUBRE;0;0;10
13;0;SIN CORREGIMIENTO;322;QUINTA BRIGADA;13-QUINTA BRIGADA;0;0;99
13;0;SIN CORREGIMIENTO;327;LUZ DE SALVACION ALTO;13-LUZ DE SALVACION ALTO;0;0;3
13;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;13-CAMPESTRE NORTE ;0;0;3
13;0;SIN CORREGIMIENTO;331;BRISAS DE PROVENZA ;13-BRISAS DE PROVENZA ;0;0;3
13;0;SIN CORREGIMIENTO;340;GRANJAS REAGAN;13-GRANJAS REAGAN;0;0;1
13;0;SIN CORREGIMIENTO;345;PASEO DE LA FERIA;13-PASEO DE LA FERIA;0;0;1
13;0;SIN CORREGIMIENTO;368;URBANIZACION LA INMACULADA;13-URBANIZACION LA INMACULADA;0;0;15
13;0;SIN CORREGIMIENTO;999999;BARRIO_S4;13-BARRIO_S4;0;0;3
14;0;SIN CORREGIMIENTO;0;BARRIO_S4;14-BARRIO_S4;0;0;3
14;0;SIN CORREGIMIENTO;40;MIRAMAR;14-MIRAMAR;0;0;2
14;0;SIN CORREGIMIENTO;102;LOS PINOS;14-LOS PINOS;0;0;3
14;0;SIN CORREGIMIENTO;103;LA FLORA MORRORRICO;14-LA FLORA MORRORRICO;0;0;2
14;0;SIN CORREGIMIENTO;104;EL VENADO DE ORO MORRORRICO;14-EL VENADO DE ORO MORRORRICO;0;0;390
14;0;SIN CORREGIMIENTO;105;LA MALAÑA;14-LA MALAÑA;0;0;340
14;0;SIN CORREGIMIENTO;107;LOS SAUCES;14-LOS SAUCES;0;0;44
14;0;SIN CORREGIMIENTO;108;LIMONCITO MORRORRICO;14-LIMONCITO MORRORRICO;0;0;1262
14;0;SIN CORREGIMIENTO;109;VEGAS DE MORRORRICO;14-VEGAS DE MORRORRICO;0;0;766
14;0;SIN CORREGIMIENTO;110;MORRORRICO;14-MORRORRICO;0;0;421
14;0;SIN CORREGIMIENTO;112;EL DIVISO;14-EL DIVISO;0;0;1180
14;0;SIN CORREGIMIENTO;114;BUENOS AIRES;14-BUENOS AIRES;BUENOS AIRES;SI;3476
14;0;SIN CORREGIMIENTO;115;BUENAVISTA;14-BUENAVISTA;0;0;1514
14;0;SIN CORREGIMIENTO;116;MIRAFLORES;14-MIRAFLORES;MIRAFLORES;SI;3459
14;0;SIN CORREGIMIENTO;117;ALBANIA;14-ALBANIA;0;0;2685
14;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;14-ALFONSO LOPEZ;0;0;1
14;0;SIN CORREGIMIENTO;360;EL RETIRO MORRORRICO;14-EL RETIRO MORRORRICO;0;0;1307
14;0;SIN CORREGIMIENTO;369;MIRAMANGA;14-MIRAMANGA;0;0;563
15;0;SIN CORREGIMIENTO;82;GIRARDOT;15-GIRARDOT;0;0;1
15;0;SIN CORREGIMIENTO;130;CENTRO;15-CENTRO;0;0;258
15;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;15-ANTONIA SANTOS CENTRO;0;0;14
15;0;SIN CORREGIMIENTO;139;MERCEDES;15-MERCEDES;0;0;6
15;0;SIN CORREGIMIENTO;141;GARCIA ROVIRA;15-GARCIA ROVIRA;0;0;125
15;0;SIN CORREGIMIENTO;142;ALFONSO LOPEZ;15-ALFONSO LOPEZ;0;0;36
15;0;SIN CORREGIMIENTO;143;LA JOYA;15-LA JOYA;0;0;1
15;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;15-CHORRERAS DE DON JUAN;0;0;5
15;0;SIN CORREGIMIENTO;274;BOLIVAR;15-BOLIVAR;0;0;2
16;0;SIN CORREGIMIENTO;203;SAN MARTIN;16-SAN MARTIN;0;0;3
16;0;SIN CORREGIMIENTO;205;GUAYACANES;16-GUAYACANES;0;0;200
16;0;SIN CORREGIMIENTO;207;LA PEDREGOSA;16-LA PEDREGOSA;0;0;171
16;0;SIN CORREGIMIENTO;215;PORTON DEL TEJAR;16-PORTON DEL TEJAR;0;0;4
16;0;SIN CORREGIMIENTO;216;ALTOS DEL CACIQUE;16-ALTOS DEL CACIQUE;0;0;10
16;0;SIN CORREGIMIENTO;217;HACIENDA SAN JUAN;16-HACIENDA SAN JUAN;0;0;8
16;0;SIN CORREGIMIENTO;218;SAN EXPEDITO;16-SAN EXPEDITO;0;0;317
16;0;SIN CORREGIMIENTO;219;SANTA BARBARA CASAS;16-SANTA BARBARA CASAS;0;0;28
16;0;SIN CORREGIMIENTO;315;LAGOS DEL CACIQUE;16-LAGOS DEL CACIQUE;0;0;7
16;0;SIN CORREGIMIENTO;341;BOSQUE DEL CACIQUE;16-BOSQUE DEL CACIQUE;0;0;36
17;0;SIN CORREGIMIENTO;110;MORRORRICO;17-MORRORRICO;0;0;2
17;0;SIN CORREGIMIENTO;152;QUINTA ESTRELLA;17-QUINTA ESTRELLA;0;0;2
17;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;17-CIUDADELA REAL DE MINAS ;0;0;8
17;0;SIN CORREGIMIENTO;164;MUTIS;17-MUTIS;0;0;653
17;0;SIN CORREGIMIENTO;165;BRISAS DEL MUTIS;17-BRISAS DEL MUTIS;0;0;58
17;0;SIN CORREGIMIENTO;166;MONTERREDONDO;17-MONTERREDONDO;0;0;1186
17;0;SIN CORREGIMIENTO;168;FUNDADORES I Y II;17-FUNDADORES I Y II;0;0;12
17;0;SIN CORREGIMIENTO;170;MANZANARES;17-MANZANARES;0;0;32
17;0;SIN CORREGIMIENTO;172;PRADOS DEL MUTIS;17-PRADOS DEL MUTIS;0;0;82
17;0;SIN CORREGIMIENTO;173;ESTORAQUES;17-ESTORAQUES;ESTORAQUES;SI;3259
17;0;SIN CORREGIMIENTO;174;EL BUENO;17-EL BUENO;0;0;8
17;0;SIN CORREGIMIENTO;176;LOS HEROES;17-LOS HEROES;0;0;90
17;0;SIN CORREGIMIENTO;360;EL RETIRO MORRORRICO;17-EL RETIRO MORRORRICO;0;0;5
17;0;SIN CORREGIMIENTO;363;LA GRAN LADERA;17-LA GRAN LADERA;0;0;594
99;0;SIN CORREGIMIENTO;0;BARRIO_S4;99-BARRIO_S4;0;0;204
99;1;CORREGIMIENTO UNO;0;BARRIO_S4;99-BARRIO_S4;0;0;4467
99;2;CORREGIMIENTO DOS;0;BARRIO_S4;99-BARRIO_S4;0;0;1971
99;3;CORREGIMIENTO TRES;0;BARRIO_S4;99-BARRIO_S4;0;0;3299
