Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_barrio;NOM_BARRIO;LLAVE;GEOJSON_BARRIO;BARRIO_AT;tip_empleado;personas
1;0;SIN CORREGIMIENTO;40;MIRAMAR;1-MIRAMAR;MIRAMAR;SI;2;2
1;0;SIN CORREGIMIENTO;40;MIRAMAR;1-MIRAMAR;MIRAMAR;SI;3;5
1;0;SIN CORREGIMIENTO;40;MIRAMAR;1-MIRAMAR;MIRAMAR;SI;5;106
1;0;SIN CORREGIMIENTO;40;MIRAMAR;1-MIRAMAR;MIRAMAR;SI;10;2
1;0;SIN CORREGIMIENTO;40;MIRAMAR;1-MIRAMAR;MIRAMAR;SI;99;303
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;1;129
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;2;2
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;3;14
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;4;1
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;5;221
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;8;4
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;10;1
1;0;SIN CORREGIMIENTO;41;BALCONES DEL KENNEDY;1-BALCONES DEL KENNEDY;BALCONES DEL KENEDY;SI;99;749
1;0;SIN CORREGIMIENTO;42;VILLA MARIA;1-VILLA MARIA;VILLA MARIA I;SI;1;23
1;0;SIN CORREGIMIENTO;42;VILLA MARIA;1-VILLA MARIA;VILLA MARIA I;SI;2;1
1;0;SIN CORREGIMIENTO;42;VILLA MARIA;1-VILLA MARIA;VILLA MARIA I;SI;3;3
1;0;SIN CORREGIMIENTO;42;VILLA MARIA;1-VILLA MARIA;VILLA MARIA I;SI;5;88
1;0;SIN CORREGIMIENTO;42;VILLA MARIA;1-VILLA MARIA;VILLA MARIA I;SI;8;4
1;0;SIN CORREGIMIENTO;42;VILLA MARIA;1-VILLA MARIA;VILLA MARIA I;SI;99;255
1;0;SIN CORREGIMIENTO;43;ASENTAMIENTO VILLA MARIA;1-ASENTAMIENTO VILLA MARIA;NO;0;5;1
1;0;SIN CORREGIMIENTO;43;ASENTAMIENTO VILLA MARIA;1-ASENTAMIENTO VILLA MARIA;NO;0;99;2
1;0;SIN CORREGIMIENTO;45;LOS ANGELES;1-LOS ANGELES;0;0;1;1
1;0;SIN CORREGIMIENTO;45;LOS ANGELES;1-LOS ANGELES;0;0;99;1
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;1;115
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;2;7
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;3;11
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;4;2
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;5;190
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;6;1
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;7;2
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;8;11
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;10;8
1;0;SIN CORREGIMIENTO;47;OLAS ALTAS Y BAJAS;1-OLAS ALTAS Y BAJAS;OLAS ALTAS;SI;99;714
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;1;75
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;2;3
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;3;19
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;5;140
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;7;1
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;10;2
1;0;SIN CORREGIMIENTO;49;PAISAJES DEL NORTE;1-PAISAJES DEL NORTE;0;0;99;477
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;1;636
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;2;19
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;3;79
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;4;2
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;5;994
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;6;13
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;7;6
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;8;30
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;9;2
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;10;10
1;0;SIN CORREGIMIENTO;50;VILLA ROSA;1-VILLA ROSA;VILLA ROSA;SI;99;3824
1;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;1-MIRADOR NORTE;0;0;99;2
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;1;85
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;2;4
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;3;15
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;4;1
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;5;231
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;6;7
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;7;1
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;8;3
1;0;SIN CORREGIMIENTO;55;CLAVERIANO;1-CLAVERIANO;CLAVERIANO;SI;99;1031
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;1;109
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;3;23
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;4;1
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;5;195
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;6;3
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;8;2
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;10;2
1;0;SIN CORREGIMIENTO;56;ALTOS DEL PROGRESO;1-ALTOS DEL PROGRESO;ALTOS DEL PROGRESO;SI;99;901
1;0;SIN CORREGIMIENTO;58;13 DE JUNIO;1-13 DE JUNIO;13 DE JUNIO;SI;1;32
1;0;SIN CORREGIMIENTO;58;13 DE JUNIO;1-13 DE JUNIO;13 DE JUNIO;SI;2;3
1;0;SIN CORREGIMIENTO;58;13 DE JUNIO;1-13 DE JUNIO;13 DE JUNIO;SI;3;2
1;0;SIN CORREGIMIENTO;58;13 DE JUNIO;1-13 DE JUNIO;13 DE JUNIO;SI;5;37
1;0;SIN CORREGIMIENTO;58;13 DE JUNIO;1-13 DE JUNIO;13 DE JUNIO;SI;10;4
1;0;SIN CORREGIMIENTO;58;13 DE JUNIO;1-13 DE JUNIO;13 DE JUNIO;SI;99;131
1;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;1-VILLA MERCEDES;0;0;5;1
1;0;SIN CORREGIMIENTO;88;CAFE MADRID LA 40;1-CAFE MADRID LA 40;0;0;1;13
1;0;SIN CORREGIMIENTO;88;CAFE MADRID LA 40;1-CAFE MADRID LA 40;0;0;3;1
1;0;SIN CORREGIMIENTO;88;CAFE MADRID LA 40;1-CAFE MADRID LA 40;0;0;5;18
1;0;SIN CORREGIMIENTO;88;CAFE MADRID LA 40;1-CAFE MADRID LA 40;0;0;8;1
1;0;SIN CORREGIMIENTO;88;CAFE MADRID LA 40;1-CAFE MADRID LA 40;0;0;99;64
1;0;SIN CORREGIMIENTO;91;TEJADITOS;1-TEJADITOS;0;0;1;1
1;0;SIN CORREGIMIENTO;91;TEJADITOS;1-TEJADITOS;0;0;99;24
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;1;51
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;3;9
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;4;1
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;5;128
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;6;2
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;7;5
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;8;1
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;10;2
1;0;SIN CORREGIMIENTO;94;EL NOGAL 2;1-EL NOGAL 2;0;0;99;451
1;0;SIN CORREGIMIENTO;108;LIMONCITO MORRORRICO;1-LIMONCITO MORRORRICO;0;0;99;3
1;0;SIN CORREGIMIENTO;229;VILLA SARA;1-VILLA SARA;0;0;99;4
1;0;SIN CORREGIMIENTO;230;VILLA ALICIA;1-VILLA ALICIA;0;0;1;18
1;0;SIN CORREGIMIENTO;230;VILLA ALICIA;1-VILLA ALICIA;0;0;2;1
1;0;SIN CORREGIMIENTO;230;VILLA ALICIA;1-VILLA ALICIA;0;0;3;1
1;0;SIN CORREGIMIENTO;230;VILLA ALICIA;1-VILLA ALICIA;0;0;5;29
1;0;SIN CORREGIMIENTO;230;VILLA ALICIA;1-VILLA ALICIA;0;0;6;1
1;0;SIN CORREGIMIENTO;230;VILLA ALICIA;1-VILLA ALICIA;0;0;99;118
1;0;SIN CORREGIMIENTO;235;DELICIAS NORTE;1-DELICIAS NORTE;0;0;1;14
1;0;SIN CORREGIMIENTO;235;DELICIAS NORTE;1-DELICIAS NORTE;0;0;3;2
1;0;SIN CORREGIMIENTO;235;DELICIAS NORTE;1-DELICIAS NORTE;0;0;5;21
1;0;SIN CORREGIMIENTO;235;DELICIAS NORTE;1-DELICIAS NORTE;0;0;99;77
1;0;SIN CORREGIMIENTO;244;VILLA FLOR;1-VILLA FLOR;0;0;1;1
1;0;SIN CORREGIMIENTO;244;VILLA FLOR;1-VILLA FLOR;0;0;99;3
1;0;SIN CORREGIMIENTO;247;LA FORTUNA;1-LA FORTUNA;0;0;1;34
1;0;SIN CORREGIMIENTO;247;LA FORTUNA;1-LA FORTUNA;0;0;3;14
1;0;SIN CORREGIMIENTO;247;LA FORTUNA;1-LA FORTUNA;0;0;5;98
1;0;SIN CORREGIMIENTO;247;LA FORTUNA;1-LA FORTUNA;0;0;10;5
1;0;SIN CORREGIMIENTO;247;LA FORTUNA;1-LA FORTUNA;0;0;99;350
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;1;34
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;3;5
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;5;79
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;6;1
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;7;1
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;8;1
1;0;SIN CORREGIMIENTO;281;SAN IGNACIO REAL;1-SAN IGNACIO REAL;0;0;99;302
1;0;SIN CORREGIMIENTO;291;CAMINOS DE PAZ;1-CAMINOS DE PAZ;0;0;1;19
1;0;SIN CORREGIMIENTO;291;CAMINOS DE PAZ;1-CAMINOS DE PAZ;0;0;3;4
1;0;SIN CORREGIMIENTO;291;CAMINOS DE PAZ;1-CAMINOS DE PAZ;0;0;5;19
1;0;SIN CORREGIMIENTO;291;CAMINOS DE PAZ;1-CAMINOS DE PAZ;0;0;7;1
1;0;SIN CORREGIMIENTO;291;CAMINOS DE PAZ;1-CAMINOS DE PAZ;0;0;8;1
1;0;SIN CORREGIMIENTO;291;CAMINOS DE PAZ;1-CAMINOS DE PAZ;0;0;99;105
1;0;SIN CORREGIMIENTO;292;LAS TUNAS;1-LAS TUNAS;0;0;99;2
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;1;107
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;2;6
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;3;4
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;4;1
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;5;139
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;6;4
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;8;6
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;10;1
1;0;SIN CORREGIMIENTO;297;TEJAR II;1-TEJAR II;TEJAR NORTE;SI;99;585
1;0;SIN CORREGIMIENTO;298;TEJAR I;1-TEJAR I;TEJAR NORTE;SI;1;70
1;0;SIN CORREGIMIENTO;298;TEJAR I;1-TEJAR I;TEJAR NORTE;SI;3;5
1;0;SIN CORREGIMIENTO;298;TEJAR I;1-TEJAR I;TEJAR NORTE;SI;5;87
1;0;SIN CORREGIMIENTO;298;TEJAR I;1-TEJAR I;TEJAR NORTE;SI;6;3
1;0;SIN CORREGIMIENTO;298;TEJAR I;1-TEJAR I;TEJAR NORTE;SI;10;2
1;0;SIN CORREGIMIENTO;298;TEJAR I;1-TEJAR I;TEJAR NORTE;SI;99;435
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;1;53
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;2;2
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;3;7
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;5;108
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;6;6
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;7;1
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;10;3
1;0;SIN CORREGIMIENTO;299;OMAGA II;1-OMAGA II;OMAGA II;SI;99;420
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;1;49
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;2;1
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;3;6
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;5;78
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;8;1
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;9;2
1;0;SIN CORREGIMIENTO;301;CERVUNION;1-CERVUNION;0;0;99;256
1;0;SIN CORREGIMIENTO;302;ASENTAMIENTO LUZ DE ESPERANZA;1-ASENTAMIENTO LUZ DE ESPERANZA;LUZ DE ESPERENZA;0;1;5
1;0;SIN CORREGIMIENTO;302;ASENTAMIENTO LUZ DE ESPERANZA;1-ASENTAMIENTO LUZ DE ESPERANZA;LUZ DE ESPERENZA;0;3;1
1;0;SIN CORREGIMIENTO;302;ASENTAMIENTO LUZ DE ESPERANZA;1-ASENTAMIENTO LUZ DE ESPERANZA;LUZ DE ESPERENZA;0;5;1
1;0;SIN CORREGIMIENTO;302;ASENTAMIENTO LUZ DE ESPERANZA;1-ASENTAMIENTO LUZ DE ESPERANZA;LUZ DE ESPERENZA;0;99;21
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;1;65
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;2;2
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;3;5
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;5;115
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;7;1
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;8;6
1;0;SIN CORREGIMIENTO;305;SAN VALENTIN;1-SAN VALENTIN;0;0;99;404
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;1;74
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;2;2
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;3;29
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;5;211
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;6;6
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;7;4
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;8;1
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;10;7
1;0;SIN CORREGIMIENTO;311;ALTOS DE BETANIA;1-ALTOS DE BETANIA;BETANIA;SI;99;905
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;1;232
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;2;1
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;3;42
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;4;2
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;5;450
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;6;6
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;7;4
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;8;10
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;10;9
1;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;1-CAMPESTRE NORTE ;0;0;99;1851
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;1;27
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;3;3
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;4;1
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;5;106
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;6;4
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;10;1
1;0;SIN CORREGIMIENTO;332;BONANZA CAMPESTRE;1-BONANZA CAMPESTRE;0;0;99;360
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;1;61
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;3;13
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;5;165
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;6;1
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;7;4
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;8;13
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;10;1
1;0;SIN CORREGIMIENTO;335;PUENTE NARIÑO;1-PUENTE NARIÑO;0;0;99;785
1;0;SIN CORREGIMIENTO;338;CAFE MADRID LA SEXTA;1-CAFE MADRID LA SEXTA;0;0;1;8
1;0;SIN CORREGIMIENTO;338;CAFE MADRID LA SEXTA;1-CAFE MADRID LA SEXTA;0;0;3;2
1;0;SIN CORREGIMIENTO;338;CAFE MADRID LA SEXTA;1-CAFE MADRID LA SEXTA;0;0;5;16
1;0;SIN CORREGIMIENTO;338;CAFE MADRID LA SEXTA;1-CAFE MADRID LA SEXTA;0;0;8;2
1;0;SIN CORREGIMIENTO;338;CAFE MADRID LA SEXTA;1-CAFE MADRID LA SEXTA;0;0;99;74
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;1;53
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;2;1
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;3;18
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;5;120
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;6;1
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;9;1
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;10;1
1;0;SIN CORREGIMIENTO;342;VILLAS DE SAN IGNACIO;1-VILLAS DE SAN IGNACIO;0;0;99;562
1;0;SIN CORREGIMIENTO;346;JARDINES DE ALTAGRACIA;1-JARDINES DE ALTAGRACIA;0;0;1;18
1;0;SIN CORREGIMIENTO;346;JARDINES DE ALTAGRACIA;1-JARDINES DE ALTAGRACIA;0;0;2;1
1;0;SIN CORREGIMIENTO;346;JARDINES DE ALTAGRACIA;1-JARDINES DE ALTAGRACIA;0;0;5;29
1;0;SIN CORREGIMIENTO;346;JARDINES DE ALTAGRACIA;1-JARDINES DE ALTAGRACIA;0;0;8;1
1;0;SIN CORREGIMIENTO;346;JARDINES DE ALTAGRACIA;1-JARDINES DE ALTAGRACIA;0;0;99;87
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;1;67
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;2;2
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;3;12
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;4;1
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;5;131
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;7;1
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;8;3
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;9;1
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;10;2
1;0;SIN CORREGIMIENTO;348;PORTAL DE LOS ANGELES;1-PORTAL DE LOS ANGELES;0;0;99;482
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;1;263
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;2;3
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;3;49
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;4;2
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;5;622
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;6;4
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;7;1
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;8;3
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;9;1
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;10;19
1;0;SIN CORREGIMIENTO;350;BETANIA ;1-BETANIA ;0;0;99;2187
1;0;SIN CORREGIMIENTO;351;CAFE MADRID LA ESTACION;1-CAFE MADRID LA ESTACION;0;0;1;55
1;0;SIN CORREGIMIENTO;351;CAFE MADRID LA ESTACION;1-CAFE MADRID LA ESTACION;0;0;2;2
1;0;SIN CORREGIMIENTO;351;CAFE MADRID LA ESTACION;1-CAFE MADRID LA ESTACION;0;0;3;14
