COMUNA,BARRIO,COMPORTAMIENTO,Count of comportamiento
17. MUTIS,PRADOS MUTIS,Num. 7,7
17. MUTIS,PRADOS MUTIS,Num. 8,6
17. MUTIS,QUEBRADA LA IGLESIA I,Num. 3,2
17. MUTIS,URB. HEROES,Num. 1,18
17. MUTIS,URB. HEROES,Num. 11,1
17. MUTIS,URB. HEROES,Num. 2,15
17. MUTIS,URB. HEROES,Num. 3,3
17. MUTIS,URB. HEROES,Num. 4,2
17. MUTIS,URB. HEROES,Num. 5,2
17. MUTIS,URB. HEROES,Num. 6,15
17. MUTIS,URB. HEROES,Num. 7,7
17. MUTIS,URB. HEROES,Num. 8,2
CORREGIMIENTO 1,BONANZA CAMPESTRE,Num. 1,3
CORREGIMIENTO 1,BONANZA CAMPESTRE,Num. 2,2
CORREGIMIENTO 1,BONANZA CAMPESTRE,Num. 3,4
CORREGIMIENTO 1,BONANZA CAMPESTRE,Num. 4,1
CORREGIMIENTO 1,BONANZA CAMPESTRE,Num. 6,18
CORREGIMIENTO 1,BONANZA CAMPESTRE,Num. 7,6
CORREGIMIENTO 1,EL NOGAL I,Lit. a,1
CORREGIMIENTO 1,EL NOGAL I,Num. 1,14
CORREGIMIENTO 1,EL NOGAL I,Num. 2,16
CORREGIMIENTO 1,EL NOGAL I,Num. 3,5
CORREGIMIENTO 1,EL NOGAL I,Num. 6,24
CORREGIMIENTO 1,EL NOGAL I,Num. 7,3
CORREGIMIENTO 1,EL NOGAL I,Num. 8,3
CORREGIMIENTO 1,EL NOGAL II,Num. 1,8
CORREGIMIENTO 1,EL NOGAL II,Num. 2,8
CORREGIMIENTO 1,EL NOGAL II,Num. 3,2
CORREGIMIENTO 1,EL NOGAL II,Num. 6,5
CORREGIMIENTO 1,EL NOGAL II,Num. 8,1
CORREGIMIENTO 1,SAN CAYETANO,Num. 6,1
CORREGIMIENTO 1,SAN IGNACIO,Num. 6,1
CORREGIMIENTO 1,SAN PEDRO BAJO,Num. 1,1
CORREGIMIENTO 1,SAN PEDRO BAJO,Num. 13,1
CORREGIMIENTO 1,SAN PEDRO BAJO,Num. 2,4
CORREGIMIENTO 1,SAN PEDRO BAJO,Num. 6,19
CORREGIMIENTO 1,SAN PEDRO BAJO,Num. 8,1
CORREGIMIENTO 1,VEREDA EL PABLÓN,Num. 1,2
CORREGIMIENTO 1,VEREDA EL PABLÓN,Num. 16,1
CORREGIMIENTO 1,VEREDA EL PABLÓN,Num. 2,1
CORREGIMIENTO 1,VEREDA EL PABLÓN,Num. 6,1
CORREGIMIENTO 1,VEREDA EL PABLÓN,Num. 7,1
CORREGIMIENTO 1,VIJAGUAL,Num. 1,2
CORREGIMIENTO 1,VIJAGUAL,Num. 16,1
CORREGIMIENTO 1,VIJAGUAL,Num. 2,1
CORREGIMIENTO 1,VIJAGUAL,Num. 6,3
CORREGIMIENTO 1,VIJAGUAL,Num. 7,1
CORREGIMIENTO 1,VILLA LUZ,Num. 1,1
CORREGIMIENTO 1,VILLA LUZ,Num. 16,1
CORREGIMIENTO 1,VILLA LUZ,Num. 2,1
CORREGIMIENTO 1,VILLA LUZ,Num. 6,5
CORREGIMIENTO 2,LOS SANTOS,Num. 6,1
CORREGIMIENTO 2,ROSA BLANCA,Num. 1,1
CORREGIMIENTO 2,ROSA BLANCA,Num. 2,1
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 1,2
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 11,1
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 13,1
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 2,13
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 4,1
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 6,5
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 7,28
CORREGIMIENTO 3,10 DE MAYO SANTA BARBARA,Num. 8,11
CORREGIMIENTO 3,ALTO DE LOS PADRES,Num. 2,2
CORREGIMIENTO 3,ALTO DE LOS PADRES,Num. 7,1
CORREGIMIENTO 3,CHITOTA,Num. 16,1
CORREGIMIENTO 3,GUALILO ALTO,Num. 6,1
CORREGIMIENTO 3,GUALILO BAJO,Num. 1,1
CORREGIMIENTO 3,GUALILO BAJO,Num. 2,6
CORREGIMIENTO 3,LA MALAÑA,Num. 1,4
CORREGIMIENTO 3,LA MALAÑA,Num. 16,2
CORREGIMIENTO 3,LA MALAÑA,Num. 2,3
CORREGIMIENTO 3,LA MALAÑA,Num. 3,6
CORREGIMIENTO 3,LA MALAÑA,Num. 4,3
CORREGIMIENTO 3,LA MALAÑA,Num. 5,2
CORREGIMIENTO 3,LA MALAÑA,Num. 6,11
CORREGIMIENTO 3,LA MALAÑA,Num. 7,12
CORREGIMIENTO 3,LA MALAÑA,Num. 8,6
CORREGIMIENTO 3,LOS ANAYA,Num. 1,1
CORREGIMIENTO 3,LOS ANAYA,Num. 6,2
CORREGIMIENTO 3,LOS ANAYA,Num. 7,1
CORREGIMIENTO 3,LOS ANAYA,Num. 8,3
CORREGIMIENTO 3,LOS CUADROS,Num. 1,1
CORREGIMIENTO 3,LOS CUADROS,Num. 16,2
CORREGIMIENTO 3,LOS CUADROS,Num. 2,4
CORREGIMIENTO 3,LOS CUADROS,Num. 3,1
CORREGIMIENTO 3,LOS CUADROS,Num. 6,2
CORREGIMIENTO 3,MIRAMANGA,Num. 1,2
CORREGIMIENTO 3,MIRAMANGA,Num. 2,4
CORREGIMIENTO 3,MIRAMANGA,Num. 3,5
CORREGIMIENTO 3,MIRAMANGA,Num. 6,12
CORREGIMIENTO 3,MIRAMANGA,Num. 7,2
CORREGIMIENTO 3,MIRAMANGA,Num. 8,1
CORREGIMIENTO 3,PEDREGAL,Num. 2,9
CORREGIMIENTO 3,PEDREGAL,Num. 4,1
CORREGIMIENTO 3,PEDREGAL,Num. 6,2
CORREGIMIENTO 3,PEDREGAL,Num. 7,1
CORREGIMIENTO 3,PEDREGAL,Num. 8,1
CORREGIMIENTO 3,RETIRO GRANDE ACUEDUCTO,Num. 2,2
CORREGIMIENTO 3,SAN JOSE,Num. 2,10
NO APLICA LOCALIDAD - COMUNA,BALCONES DEL PALMAR,Num. 6,1
NO APLICA LOCALIDAD - COMUNA,CIUDAD METROPOLITANA,Num. 1,7
NO APLICA LOCALIDAD - COMUNA,CIUDAD METROPOLITANA,Num. 2,1
NO APLICA LOCALIDAD - COMUNA,CIUDAD METROPOLITANA,Num. 4,2
NO APLICA LOCALIDAD - COMUNA,CIUDAD METROPOLITANA,Num. 6,4
NO APLICA LOCALIDAD - COMUNA,CIUDAD METROPOLITANA,Num. 8,4
NO APLICA LOCALIDAD - COMUNA,EL DORADO,Num. 6,1
NO APLICA LOCALIDAD - COMUNA,EL DORADO,Num. 7,1
NO APLICA LOCALIDAD - COMUNA,GRANJITAS NORTE,Num. 6,1
NO APLICA LOCALIDAD - COMUNA,METROPOLITANA,Num. 13,1
NO APLICA LOCALIDAD - COMUNA,METROPOLITANA,Num. 7,1
NO APLICA LOCALIDAD - COMUNA,QUINTQ BRIGADA,Num. 15,1
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Lit. a,2
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Lit. b,6
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Lit. c,25
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Lit. e,1
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 1,281
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 11,29
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 12,2
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 13,58
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 14,1
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 16,20
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 2,341
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 3,67
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 4,52
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 5,18
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 6,631
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 7,210
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 8,91
NO APLICA LOCALIDAD - COMUNA,SIN DATO,Num. 9,2
