Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_vereda;NOM_VEREDA;Cod_barrio;NOM_BARRIO;Grupo;personas
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;A;174
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;B;370
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;C;256
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;D;33
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;A;334
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;B;415
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;C;154
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;D;13
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;A;587
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;B;1075
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;C;704
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;D;78
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS µNGELES;A;147
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS µNGELES;B;463
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS µNGELES;C;363
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS µNGELES;D;54
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MAR÷A C‡RDOBA;A;277
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MAR÷A C‡RDOBA;B;348
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MAR÷A C‡RDOBA;C;145
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MAR÷A C‡RDOBA;D;8
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;A;18
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;B;38
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;C;22
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;D;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;A;25
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;B;125
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;C;108
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;D;18
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;A;85
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;B;287
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;C;217
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;D;20
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;52;ESPERANZA II;A;348
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;52;ESPERANZA II;B;904
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;52;ESPERANZA II;C;708
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;52;ESPERANZA II;D;57
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;53;ESPERANZA III;A;254
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;53;ESPERANZA III;B;481
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;53;ESPERANZA III;C;325
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;53;ESPERANZA III;D;41
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;54;MIRADOR NORTE;A;396
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;54;MIRADOR NORTE;B;515
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;54;MIRADOR NORTE;C;156
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;54;MIRADOR NORTE;D;13
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;57;BOSCONIA ;A;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;57;BOSCONIA ;B;7
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;B;5
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;59;LA GRANJITA;A;52
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;59;LA GRANJITA;B;147
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;59;LA GRANJITA;C;29
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;59;LA GRANJITA;D;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;61;REGADERO NORTE;A;193
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;61;REGADERO NORTE;B;728
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;61;REGADERO NORTE;C;640
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;61;REGADERO NORTE;D;62
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;62;PRIMAVERAL REGADERO;A;8
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;62;PRIMAVERAL REGADERO;B;50
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;62;PRIMAVERAL REGADERO;C;81
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;62;PRIMAVERAL REGADERO;D;21
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;64;LA JUVENTUD;A;225
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;64;LA JUVENTUD;B;655
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;64;LA JUVENTUD;C;451
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;64;LA JUVENTUD;D;40
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;65;ESPERANZA I;A;232
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;65;ESPERANZA I;B;676
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;65;ESPERANZA I;C;480
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;65;ESPERANZA I;D;34
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;66;SAN CRISTOBAL;A;169
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;66;SAN CRISTOBAL;B;396
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;66;SAN CRISTOBAL;C;240
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;66;SAN CRISTOBAL;D;22
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;67;TRANSICI‡N I AL V;A;1342
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;67;TRANSICI‡N I AL V;B;2639
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;67;TRANSICI‡N I AL V;C;1315
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;67;TRANSICI‡N I AL V;D;84
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;68;NUEVA COLOMBIA;A;93
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;68;NUEVA COLOMBIA;B;178
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;68;NUEVA COLOMBIA;C;124
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;68;NUEVA COLOMBIA;D;9
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;69;VILLA MERCEDES;A;552
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;69;VILLA MERCEDES;B;1040
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;69;VILLA MERCEDES;C;546
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;69;VILLA MERCEDES;D;35
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;70;OLITAS;A;105
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;70;OLITAS;B;150
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;70;OLITAS;C;102
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;70;OLITAS;D;4
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;71;BOSQUE NORTE ;A;166
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;71;BOSQUE NORTE ;B;627
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;71;BOSQUE NORTE ;C;471
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;71;BOSQUE NORTE ;D;39
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;A;713
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;B;1738
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;C;1133
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;D;87
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;A;26
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;B;67
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;C;51
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;D;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;B;4
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;C;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;B;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;C;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;C;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;A;29
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;B;86
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;C;64
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;D;13
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;101;UNIVERSIDAD;A;5
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;101;UNIVERSIDAD;B;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;A;17
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;B;7
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;C;6
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;C;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;116;MIRAFLORES;A;4
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;153;EL PANTANO I;A;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;153;EL PANTANO I;B;5
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;153;EL PANTANO I;C;4
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;179;COLOMBIA;B;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;179;COLOMBIA;C;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;223;PORVENIR BAJO;A;12
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;271;MONEQUE;A;8
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;271;MONEQUE;B;44
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;271;MONEQUE;C;26
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;271;MONEQUE;D;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;337;CIUDADELA CLUB COMFENALCO;A;28
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;337;CIUDADELA CLUB COMFENALCO;B;140
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;337;CIUDADELA CLUB COMFENALCO;C;200
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;337;CIUDADELA CLUB COMFENALCO;D;53
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;A;2
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;A;20
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;B;5
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;72;LA INDEPENDENCIA;C;4
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;A;27
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;B;205
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;C;310
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;D;44
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;A;248
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;B;784
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;C;971
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;D;101
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;A;114
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;B;352
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;C;404
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;D;62
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;A;438
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;B;1673
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;C;2071
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;D;469
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;96;MODELO;A;36
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;96;MODELO;B;241
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;96;MODELO;C;360
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;96;MODELO;D;91
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;97;MUTUALIDAD;A;68
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;97;MUTUALIDAD;B;423
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;97;MUTUALIDAD;C;567
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;97;MUTUALIDAD;D;194
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;A;147
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;B;552
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;C;988
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;D;368
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;A;25
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;B;44
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;C;124
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;D;32
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;100;SAN ALONSO;A;11
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;100;SAN ALONSO;C;2
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;101;UNIVERSIDAD;A;30
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;101;UNIVERSIDAD;B;50
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;101;UNIVERSIDAD;C;45
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;101;UNIVERSIDAD;D;5
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;A;27
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;B;48
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;C;69
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;D;8
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;B;3
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;C;1
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;B;5
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;A;5
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;B;19
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;C;21
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;D;6
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;218;SAN EXPEDITO;B;3
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;218;SAN EXPEDITO;C;2
3;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENT÷N;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;A;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;3;COLORADOS;A;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;11;DIVINO NI•O NORTE;A;6
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;14;CAFê MADRID;A;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;16;GALLINERAL;A;186
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;16;GALLINERAL;B;193
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;16;GALLINERAL;C;66
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;16;GALLINERAL;D;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;18;5 DE ENERO;A;204
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;18;5 DE ENERO;B;148
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;18;5 DE ENERO;C;36
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;18;5 DE ENERO;D;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;20;CARLOS PIZARRO;A;56
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;20;CARLOS PIZARRO;B;52
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;20;CARLOS PIZARRO;C;24
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;20;CARLOS PIZARRO;D;5
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;22;JOSE ANTONIO GALµN;A;405
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;22;JOSE ANTONIO GALµN;B;750
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;22;JOSE ANTONIO GALµN;C;462
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;22;JOSE ANTONIO GALµN;D;54
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;B;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MAR÷A C‡RDOBA;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;73;CINAL I II Y III;A;100
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;73;CINAL I II Y III;B;209
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;73;CINAL I II Y III;C;201
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;73;CINAL I II Y III;D;32
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;A;4
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;B;6
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;74;NORTE BAJO;C;16
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;B;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;77;GAITµN;A;511
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;77;GAITµN;B;1467
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;77;GAITµN;C;1532
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;77;GAITµN;D;215
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;78;GRANADA;A;57
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;78;GRANADA;B;252
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;78;GRANADA;C;355
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;78;GRANADA;D;63
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;79;LA FERIA;A;148
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;79;LA FERIA;B;269
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;79;LA FERIA;C;210
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;79;LA FERIA;D;31
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;80;NAPOLES;A;199
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;80;NAPOLES;B;372
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;80;NAPOLES;C;288
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;80;NAPOLES;D;44
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;82;GIRARDOT;A;668
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;82;GIRARDOT;B;2029
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;82;GIRARDOT;C;2128
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;82;GIRARDOT;D;365
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;83;ZARABANDA;A;149
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;83;ZARABANDA;B;208
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;83;ZARABANDA;C;138
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;83;ZARABANDA;D;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;84;CUYANITA;A;244
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;84;CUYANITA;B;312
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;84;CUYANITA;C;160
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;84;CUYANITA;D;8
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;85;CAMILO TORRES;A;169
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;85;CAMILO TORRES;B;309
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;85;CAMILO TORRES;C;187
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;85;CAMILO TORRES;D;12
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;86;SANTANDER;A;111
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;86;SANTANDER;B;617
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;86;SANTANDER;C;1016
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;86;SANTANDER;D;255
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;A;111
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;B;350
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;C;455
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;D;69
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;89;NAPOLES CURTIEMBRE;A;113
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;89;NAPOLES CURTIEMBRE;B;219
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;89;NAPOLES CURTIEMBRE;C;77
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;89;NAPOLES CURTIEMBRE;D;23
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;90;LA GLORIA;A;127
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;90;LA GLORIA;B;428
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;90;LA GLORIA;C;306
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;90;LA GLORIA;D;27
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;92;NARI•O;A;330
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;92;NARI•O;B;900
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;92;NARI•O;C;620
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;92;NARI•O;D;47
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;93;PIO XII;A;29
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;93;PIO XII;B;108
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;93;PIO XII;C;127
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;93;PIO XII;D;35
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;B;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;A;5
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;B;7
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;C;10
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;119;GALµN;A;18
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;119;GALµN;B;13
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;119;GALµN;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;B;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;136;SOTOMAYOR;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARC÷A ROVIRA;A;16
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARC÷A ROVIRA;B;4
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARC÷A ROVIRA;C;5
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARC÷A ROVIRA;D;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO L‡PEZ;A;4
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;A;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;A;10
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;B;12
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;C;27
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;A;10
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;B;29
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;C;22
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;D;6
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;A;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;B;23
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;C;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;A;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;B;8
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;C;4
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;D;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;A;152
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;B;579
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;C;451
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;D;48
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;279;DIVINO NI•O CENTRO ;A;153
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;279;DIVINO NI•O CENTRO ;B;212
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;279;DIVINO NI•O CENTRO ;C;112
